BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2019;310781505;310000492;GEN;238;452;1;IAO;33740;2505;6484;2632;626;71;;;;;;;;;;;6;2190;992;460;532;1;1
URGENCES2;2019;310783048;310781406;GEN;1203;3757;1;MAO;78104;8419;3869;11233;3321;223;;;;;;;2361;391;49;;34;10694;5371;1080;7118;1;1
URGENCES2;2019;310783055;310781406;GEN;636;1785;1;MAO;40755;6222;1121;7840;2308;80;;;;;;;840;340;1;;14;5110;3986;2083;2269;1;1
URGENCES2;2019;320000086;320780117;GEN;238;672;1;IAO;22348;4507;4162;7720;2901;726;7;4;0;0;0;0;0;0;0;;2;730;1509;748;920;0;0
URGENCES2;2019;320000102;320780133;GEN;168;168;0;;9428;1789;1795;;;;;;;;;;;;;;2;730;957;716;241;1;1
URGENCES2;2019;330000555;330781204;GEN;408;680;1;IAO;35932;5062;7788;8700;2845;815;4;1;;;;;;;;;6;2190;4787;2004;3119;;1
URGENCES2;2019;330000571;330781220;GEN;168;252;1;IAO;16936;2569;3275;5135;1680;236;0;0;0;0;0;0;501;0;0;;3;1095;2476;1695;810;1;1
URGENCES2;2019;330000589;330027509;GEN;168;252;1;IAO;21910;3831;3302;6518;2200;222;108;82;;5;1;;455;119;48;;5;1825;3280;1669;1779;;
URGENCES2;2019;330000605;330781253;GEN;596;1148;1;IAO;45589;6301;13196;15884;4495;2174;305;29;27;0;0;0;0;0;0;;8;2920;8665;3113;6469;1;1
URGENCES2;2019;330058355;330781253;GEN;296;336;1;IAO;11329;1309;2757;1770;511;84;4;0;0;0;0;0;0;0;0;;2;730;1451;955;560;0;0
URGENCES2;2019;330780263;330000134;GEN;168;582;1;IAO;28232;1622;4318;1972;806;96;;;;;;;739;170;42;;7;2555;7146;4401;2990;1;1
URGENCES2;2019;330780479;330000274;GEN;312;588;1;IAO;34101;4249;4582;3722;;;;;;;;;;;;;5;1825;9043;6025;3334;1;1
URGENCES2;2019;330780495;330796392;GEN;168;168;1;IAO;18470;2243;3954;5186;1337;305;3;3;0;;;;795;109;102;;4;1460;4674;3219;1479;1;1
URGENCES2;2019;330780529;330796392;GEN;420;383;1;IAO;27454;3495;2172;7772;2340;128;0;0;0;0;0;0;72;13;4;;12;4380;5772;2789;3375;1;0
URGENCES2;2019;330780537;330000324;GEN;168;168;1;IAO;19136;2974;3497;3527;1328;73;;;;;;;576;68;83;;4;1460;3507;2440;1067;;
URGENCES2;2019;330781303;750821092;GEN;379;672;1;MAO;25879;2402;843;2770;862;35;18;6;0;0;0;0;2489;491;6;;4;1460;2695;724;2074;1;1
URGENCES2;2019;330781352;330781196;GEN;268;942;1;IAO;23390;3410;1206;9277;2805;246;;;;;;;3;;;;8;2920;3800;2054;1799;1;1
URGENCES2;2019;330781360;330781196;GEN;775;2015;1;IAO;57721;6300;3776;25146;5068;1082;1;;;;;;110;16;9;;9;3285;9062;5702;3362;1;1
URGENCES2;2019;330781360;330781196;PED;429;672;1;IAO;45201;;;;;;;;;;;;;;;10268;8;2920;2936;2330;606;;
URGENCES2;2019;330783648;330781196;GEN;175;535;0;;5820;1039;64;4009;912;18;;;;;;;11;2;1;;4;1400;3015;1709;1663;0;1
URGENCES2;2019;340000033;340780055;GEN;615;1405;1;MAO;69306;7592;24554;16496;3620;2943;694;25;30;;;;;;;;6;2190;6062;3431;2751;1;1
URGENCES2;2019;340000223;340011295;GEN;504;834;1;MAO;34766;;;;;;;;;;;;;;;;9;;5329;2087;3550;1;0
URGENCES2;2019;340015502;340000512;GEN;294;504;1;IAO;23481;2057;2528;3859;1207;21;;;;;;;;;;;7;2555;1910;1025;924;1;1
URGENCES2;2019;340015965;340000074;GEN;252;342;1;IAO;24829;2303;3677;4110;965;103;;;;;;;;;;;2;730;674;663;11;1;1
URGENCES2;2019;340022979;340000306;GEN;252;469;1;IAO;38901;1109;8470;1803;578;293;;;;;;;;;;;5;1825;1124;680;457;1;1
URGENCES2;2019;340780147;340000108;GEN;168;217;1;IAO;11501;1569;3207;1061;;;;;;;;;;;;;2;730;134;133;1;1;1
URGENCES2;2019;340780154;340000116;GEN;168;217;1;IAO;13454;1995;3127;1087;;;;;;;;;;;;;2;730;83;82;1;1;1
URGENCES2;2019;340780634;340000272;GEN;235;270;1;IAO;21195;1256;8790;2264;623;422;;;;;;;;;;;3;1095;134;88;47;1;1
URGENCES2;2019;340780642;340785856;GEN;168;238;0;;12305;919;881;1752;602;5;;;;;;;;;;;4;452;291;171;121;;
URGENCES2;2019;340780667;340000280;GEN;238;420;1;IAO;17662;3924;1871;2943;1621;28;;;;;;;;;;;8;2920;394;118;339;1;1
URGENCES2;2019;340780717;340023225;GEN;168;168;1;IAO;13986;1902;2813;1657;749;23;;;;;;;;;;;1;365;526;296;232;1;1
URGENCES2;2019;340780725;340000330;GEN;220;392;1;IAO;25291;1762;6163;277;102;13;;;;;;;1132;151;58;;4;1460;870;114;851;1;1
URGENCES2;2019;340785161;340780477;GEN;862;2347;1;IAO;89611;9872;6110;12617;3236;707;1388;487;65;;;;958;273;18;;21;;7824;1809;7503;1;0
URGENCES2;2019;340785161;340780477;PED;310;504;1;IAO;32323;;;;;;;;;;;;;;;5284;6;2190;1750;521;1322;;
URGENCES2;2019;350000121;350000303;GEN;335;690;1;IAO;40577;;;6130;;;;;;;;;;;;;6;2190;461;175;291;;
URGENCES2;2019;350000147;350000022;GEN;322;509;1;IAO;39700;5827;7577;14264;4198;1514;558;;;;;;;;;;10;3650;4089;597;4546;0;1
URGENCES2;2019;350000154;350000030;GEN;453;545;1;IAO;27911;3810;7652;5711;2262;836;8;7;;;;;450;87;57;;8;2904;1793;398;1559;1;1
URGENCES2;2019;350000162;350000048;GEN;336;420;1;IAO;22954;3285;4727;6173;2070;576;262;22;2;;;;432;59;36;;4;1460;6065;3477;2924;1;1
URGENCES2;2019;350000188;350000055;GEN;336;358;1;IAO;20845;2810;5204;4450;1717;447;3;3;0;0;0;0;322;82;50;;4;1460;1166;219;1074;1;1
URGENCES2;2019;350000741;350005179;GEN;644;1563;1;IAO;80442;9316;3922;19035;5004;500;5;0;;;;;3770;1412;113;;19;6530;8311;4801;3652;1;1
URGENCES2;2019;350005146;350000733;GEN;259;424;1;IAO;27487;2593;3833;2966;1165;33;;;;;;;141;37;8;;4;1460;140;39;101;1;1
URGENCES2;2019;350007084;350005179;PED;300;1250;1;IAO;34718;;;;;;;;;;;;;;;4908;8;2512;2458;557;2627;;
URGENCES2;2019;360000038;360000046;GEN;168;168;1;IAO;13936;1445;3100;1846;;;5;;;;;;226;;;;6;2190;1296;787;556;0;0
URGENCES2;2019;360000137;360000053;GEN;564;725;1;IAO;50668;7243;12209;10735;3830;783;215;;;;;;;;;;10;3650;2993;682;2902;1;1
URGENCES2;2019;360000160;360000053;GEN;168;168;1;IAO;9519;1625;2093;1831;870;28;;;;;;;;;;;3;1095;391;103;381;1;1
URGENCES2;2019;370000093;370013468;GEN;252;680;1;IAO;22459;3188;1963;2489;985;46;;;;;;;;;;;10;3650;2785;272;3577;1;
URGENCES2;2019;370000499;370000481;PED;168;771;1;IAO;32824;;;;;;;;;;;;;;;4500;8;2920;1788;270;1625;;
URGENCES2;2019;370000531;370000606;GEN;218;374;1;IAO;16486;2710;2774;3617;1463;84;265;20;3;0;0;0;330;82;19;;6;2190;2421;587;2070;0;1
URGENCES2;2019;370000879;370000564;GEN;224;343;1;IAO;16867;2645;3102;2493;1107;20;54;5;;;;;667;142;68;;4;1460;1771;994;805;1;0
URGENCES2;2019;370000903;370000614;GEN;336;420;0;;14219;2383;;2047;;;1;;;0;;;546;;;;4;1460;1267;265;1265;1;0
URGENCES2;2019;370004467;370000481;GEN;168;1605;1;MAO;54211;7927;2283;18510;5315;452;;;;;;;;;;;18;6570;11106;2474;8646;1;1
URGENCES2;2019;370007569;370007528;GEN;228;441;1;IAO;21549;;;4342;;;;;;;;;;;;;5;1825;1184;460;725;1;1
URGENCES2;2019;380000026;380780031;GEN;168;168;0;;7254;1320;1534;695;;;56;;;;;;5;;;;;;0;0;0;1;1
URGENCES2;2019;380000034;380780049;GEN;684;1204;1;IAO;52198;4649;14726;11397;2711;1494;20;;20;;;;69;9;13;;15;5475;5639;1460;5686;1;1
URGENCES2;2019;380000042;380780056;GEN;238;476;1;IAO;17540;2246;3620;2306;1053;12;3;2;;;;;;;;;2;730;1505;376;1264;1;1
URGENCES2;2019;380000067;380780080;GEN;833;1848;1;IAO;75872;9914;1482;15244;4334;128;39;16;;;;;1826;378;29;;20;7300;21234;8634;15127;1;1
URGENCES2;2019;380000067;380780080;PED;400;840;1;IAO;34735;;;;;;;;;;;;;;;5668;12;4380;5481;1972;3838;;
URGENCES2;2019;380000174;380781435;GEN;456;847;1;IAO;44771;4823;17276;9035;3263;1465;;;;;;;660;73;191;;8;2920;2665;431;2453;1;1
URGENCES2;2019;380000406;380784751;GEN;336;574;1;IAO;37396;4096;12549;7852;;;;;;;;;756;;;;6;2190;4408;809;3983;;
URGENCES2;2019;380012658;380012609;GEN;462;998;1;IAO;34800;4642;3100;8776;3068;117;0;0;;0;0;;260;71;13;;10;3650;8524;4346;5116;1;1
URGENCES2;2019;380020123;380021139;GEN;168;238;1;IAO;17566;845;4837;1593;298;70;;;;;;;;;;;3;1095;1026;873;157;1;1
URGENCES2;2019;380782722;380780080;GEN;212;196;1;IAO;16839;812;4483;1584;;;;;;;;;2;;;;;;0;0;0;1;0
URGENCES2;2019;380785956;380795211;GEN;234;455;1;IAO;23701;1719;2539;2296;402;28;;;;;;;;;;;12;4380;2278;1448;830;1;1
URGENCES2;2019;390000040;390780146;GEN;336;588;1;IAO;43534;5427;10111;8007;2850;937;;;;;;;;;;;13;4745;5087;1131;5118;1;1
URGENCES2;2019;390000065;390780161;GEN;168;168;0;;11196;1294;2426;1166;571;0;;;;;;;;;;;4;1460;1657;345;1681;1;1
URGENCES2;2019;390000222;390780609;GEN;420;672;1;IAO;27946;3484;6766;4621;2299;1067;40;21;;;;;828;;;;4;1460;2457;1196;1386;1;0
URGENCES2;2019;400000105;400780193;GEN;500;756;1;IAO;47649;6344;11876;11095;3663;1286;65;2;2;;;;531;61;19;;10;3650;10583;5412;5847;1;0
URGENCES2;2019;400000139;400011177;GEN;441;756;1;IAO;38894;5244;9175;9782;3181;1113;464;32;21;;;;335;74;29;;10;3650;4428;1371;3255;1;1
URGENCES2;2019;400782769;400014213;GEN;168;252;0;;9680;1872;1616;1480;587;26;0;0;0;;;;;;;;4;1460;1626;1289;341;1;1
URGENCES2;2019;410000020;410000087;GEN;599;780;1;IAO;55644;5954;17652;9668;3030;1594;225;11;6;;;;387;72;36;;11;4015;2036;65;3420;1;0
URGENCES2;2019;410000038;410000095;GEN;298;483;1;IAO;20553;3274;4205;3916;1672;44;102;10;1;;;;752;163;130;;6;2190;2556;461;2479;1;0
URGENCES2;2019;410000046;410000103;GEN;406;504;1;IAO;25100;3151;7360;5494;1704;711;56;1;;;;;;;;;4;1460;2434;613;2083;1;1
URGENCES2;2019;420000010;420780033;GEN;280;823;1;IAO;45978;5055;15775;6212;1576;1389;739;360;4;75;25;0;1101;435;44;;8;2920;3794;1294;2632;1;1
URGENCES2;2019;420000226;420013831;GEN;356;726;1;IAO;26871;2727;7808;5801;1810;777;177;6;0;0;0;0;0;0;0;;6;2190;4130;1619;3106;1;1
URGENCES2;2019;420000234;420780652;GEN;411;756;1;IAO;34483;3906;9411;8814;2889;953;;;;;;;;;;;10;3650;7416;3003;4989;0;1
URGENCES2;2019;420000267;420013831;GEN;168;252;1;IAO;18091;2343;3796;2181;1004;20;26;0;;;;;182;32;30;;6;2190;1706;256;1807;1;1
URGENCES2;2019;420010050;420787061;GEN;84;139;1;IAO;5953;647;547;788;158;14;;;;;;;;;;;2;730;0;0;0;1;0
URGENCES2;2019;420011413;420011405;GEN;252;560;1;IAO;32506;2911;5319;4383;1411;101;;;;;;;;;;;6;2190;1901;1416;513;1;1
URGENCES2;2019;420780504;420000135;GEN;302;280;1;IAO;25888;1772;5071;1467;501;134;;;;;;;;;;;5;1825;4078;3483;597;1;1
URGENCES2;2019;420780637;420002495;GEN;274;96;1;IAO;25573;3032;5422;5065;1965;124;2;0;0;0;0;0;252;18;91;;6;2190;2356;636;1968;0;1
URGENCES2;2019;420782310;420000853;GEN;252;504;1;IAO;27327;2331;4407;4402;842;107;;;;;;;;;;;6;2190;3109;2576;543;1;1
URGENCES2;2019;420785354;420784878;GEN;652;1136;1;IAO;63879;6856;3395;18626;4670;458;;;;;;;;;;;17;6205;14799;6018;9535;1;1
URGENCES2;2019;420785354;420784878;PED;394;820;1;IAO;31061;;;;;;;;;;;;;;;4597;2;730;4593;3212;1389;;
URGENCES2;2019;430000117;430000018;GEN;543;756;1;IAO;42778;6011;8344;15210;4330;1398;15;11;;0;0;0;;;;;8;2920;2805;2418;394;1;1
URGENCES2;2019;430000190;430000034;GEN;168;168;0;;11996;;;2030;;;0;;;0;;;122;;;;4;1460;979;126;1018;1;1
URGENCES2;2019;440000016;440000057;GEN;736;1428;1;IAO;78099;7621;18249;23907;5370;3296;46;1;;;;;;;;;10;3650;8755;3255;6448;;
URGENCES2;2019;440000271;440000289;GEN;1070;2655;1;IAO;82455;9059;4370;24238;5831;637;500;11;21;0;0;0;474;76;27;;20;7300;3671;846;5920;1;1
URGENCES2;2019;440000271;440000289;PED;450;578;1;IAO;35412;;;;;;;;;;;;;;;6173;9;3285;1610;538;1480;;
URGENCES2;2019;440000396;440053643;GEN;238;420;1;IAO;18180;2569;3822;3316;1498;76;9;6;;;;;;;;;4;1460;1784;372;1592;0;0
URGENCES2;2019;440000503;440000313;GEN;168;389;1;IAO;21539;2146;4211;;;;;;;;;;;;;;4;1460;3388;1692;1767;0;1
URGENCES2;2019;440041580;440041572;GEN;438;917;1;IAO;31824;5272;1196;8067;2528;72;;;;;;;1692;9;862;;8;2920;3262;479;3015;1;0
URGENCES2;2019;450000047;450000096;GEN;245;312;1;IAO;32964;;;7048;;;;;;;;;;;;;10;3650;2904;591;2532;0;1
URGENCES2;2019;450000062;450000104;GEN;665;880;1;IAO;66494;6188;23506;7822;3009;1111;225;4;3;;;;307;67;18;;8;2920;3190;1319;2051;1;1
URGENCES2;2019;450000070;450000112;GEN;168;168;1;IAO;13166;765;2946;2037;;;0;;;0;;;323;;;;4;1460;1464;355;1228;0;0
URGENCES2;2019;450000294;450000591;GEN;252;805;1;IAO;35329;1654;4256;3161;1081;12;;;;;;;6493;372;570;;8;2920;678;68;736;0;0
URGENCES2;2019;450002613;450000088;GEN;688;1627;1;IAO;65526;;;14652;;;;;;;;;;;;;10;;1449;121;1472;1;1
URGENCES2;2019;450002613;450000088;PED;630;392;1;IAO;38770;;;;;;;;;;;;;;;4488;6;;1004;375;670;;
URGENCES2;2019;460000045;460780083;GEN;39;35;1;IAO;15617;2523;2930;3428;1387;116;;;;165;39;23;67;7;4;;2;730;995;616;387;0;1
URGENCES2;2019;460000052;460780091;GEN;109;222;0;;9904;1489;1985;1680;719;11;17;14;;;;;335;63;53;;4;1460;1185;335;950;0;0
URGENCES2;2019;460000102;460780208;GEN;168;336;0;;9150;1729;1428;2036;989;22;6;2;;;;;150;42;11;;3;;964;363;724;0;1
URGENCES2;2019;460000110;460780216;GEN;168;525;1;IAO;25999;3565;5420;7062;1958;716;;;;;;;;;;;6;2190;2829;1478;1404;1;1
URGENCES2;2019;470000027;470014069;GEN;336;455;1;IAO;24593;3108;3288;4593;1429;97;;;;;;;;;;;10;;1629;717;1127;1;1
URGENCES2;2019;470000423;470016171;GEN;314;672;1;IAO;38398;5026;9511;7774;2668;1030;;;;;;;;;;;6;2190;3475;1396;2203;1;1
URGENCES2;2019;470000431;470000324;GEN;308;429;1;IAO;33094;4814;7466;6202;;;;;;;;;1131;;;;5;365;5147;2631;2722;1;1
URGENCES2;2019;470000480;470001660;GEN;252;336;1;IAO;23691;4271;4583;;2701;762;;339;;;;;;457;34;;3;1095;3349;1298;2157;1;1
URGENCES2;2019;480000017;480780097;GEN;168;336;0;;19617;2442;4252;4250;1221;452;;;;;;;;;;;4;1460;1411;590;854;0;1
URGENCES2;2019;490000049;490000031;GEN;603;1252;1;MAO;58882;10915;2331;13285;4806;184;15;12;0;0;0;0;1847;298;117;;13;4745;8841;2293;7092;1;1
URGENCES2;2019;490000049;490000031;PED;203;461;1;IAO;28361;;;;;;;;;;;;;;;4215;8;2920;1792;972;828;;
URGENCES2;2019;490000635;490000676;GEN;456;1330;1;IAO;67317;7107;21167;13155;3985;2043;324;5;9;;;;;;;;8;2920;3999;1120;3030;0;1
URGENCES2;2019;490001765;490528452;GEN;220;493;1;IAO;33034;3938;11527;4547;1920;806;49;7;0;;;;563;125;6;;8;2920;3855;1499;2653;0;1
URGENCES2;2019;490014909;490008109;GEN;294;525;1;IAO;34193;1580;6614;4637;;;;;;;;;;;;;7;2555;330;172;158;1;1
URGENCES2;2019;500000021;500000054;GEN;441;672;1;IAO;28974;4180;3399;5535;2390;162;2732;881;35;;;;536;140;15;;4;1460;2904;643;2445;1;0
URGENCES2;2019;500000187;500000013;GEN;469;1000;1;IAO;47756;6537;5945;13938;4500;184;7;2;0;1;0;0;824;57;11;;12;4380;6755;3080;4114;1;0
URGENCES2;2019;500000260;500000054;GEN;196;168;1;IAO;16229;2577;2936;3969;1430;97;40;6;;;;;86;18;3;;4;1460;2429;1114;1373;0;0
URGENCES2;2019;500000427;500000096;GEN;39;35;1;IAO;8195;1336;1189;1585;;;2;;;0;;;0;;;;2;730;786;259;586;0;0
URGENCES2;2019;500000450;500000112;GEN;168;472;1;IAO;50509;5421;15236;11302;3272;1411;175;138;0;66;26;0;1597;603;46;;7;2555;3225;2042;1331;1;0
URGENCES2;2019;500000591;500000393;GEN;168;420;1;IAO;16262;2900;2644;3734;2002;16;100;78;0;0;0;0;780;231;7;;5;1825;1833;748;1137;;
URGENCES2;2019;510000169;510000037;GEN;351;630;1;IAO;31795;3229;7673;5969;1249;927;2;1;;;;;5;1;1;;8;2920;1964;352;1941;1;1
URGENCES2;2019;510000185;510000532;GEN;168;392;1;IAO;13456;;1480;2703;;;;;;;;;;;;;8;2920;1089;696;415;1;0
URGENCES2;2019;510000235;510000060;GEN;193;532;1;IAO;20067;3745;4177;4787;1634;532;;;;;;;;;;;3;1080;1080;218;1054;1;1
URGENCES2;2019;510000250;510000078;GEN;168;183;;;13413;1813;2761;2637;700;0;17;16;0;;;;;;;;4;1457;1623;859;840;;
URGENCES2;2019;510002470;510000029;PED;313;914;1;IAO;28732;;;;;;;;;;;;;;;3464;8;2920;2832;608;2329;;
URGENCES2;2019;510004302;510000029;GEN;506;1582;1;IAO;51892;6883;848;9683;3297;46;59;31;0;;;;1287;81;12;;12;4380;2805;331;3380;1;1
URGENCES2;2019;510024979;510000532;GEN;168;399;1;IAO;13553;1046;1041;3828;535;53;;;;;;;;;;;6;;1774;936;911;1;0
URGENCES2;2019;520000027;520780032;GEN;44;630;1;IAO;21091;2785;4887;4505;1554;724;;;;;;;;;;;4;1460;2578;471;2368;1;1
URGENCES2;2019;520000043;520780057;GEN;96;252;0;;14469;2130;2965;2940;1287;17;5;4;;;;;1135;281;137;;4;1460;1289;604;714;1;0
URGENCES2;2019;520000068;520780073;GEN;406;588;1;IAO;26146;2940;6485;;;;;;;;;;;;;;4;1460;1498;494;1282;1;1
URGENCES2;2019;530000017;530000025;GEN;168;336;0;;19000;;3744;5180;;;;;;;;;485;;;;1;1243;1256;550;721;0;1
URGENCES2;2019;530000173;530000074;GEN;385;588;1;IAO;24097;3903;4187;4696;2083;56;279;26;9;0;0;0;450;121;60;;6;2190;2065;155;2266;1;1
URGENCES2;2019;530000264;530000371;GEN;420;805;1;IAO;46770;4996;16231;7897;2354;1796;55;5;11;18;11;;303;94;16;;11;4015;3336;515;3156;0;1
URGENCES2;2019;540000015;540023264;PED;208;63;1;MAO;1568;;;;;;;;;;;;;;;1506;;;;;;;
URGENCES2;2019;540000023;540000049;GEN;336;420;0;;15915;1878;3058;2380;925;33;2;2;;;;;467;82;89;;4;1460;1767;398;1488;1;1
URGENCES2;2019;540000155;540000080;GEN;218;252;1;IAO;19882;2922;3574;5857;1870;475;;;;;;;637;89;81;;4;1460;1683;506;1239;1;1
URGENCES2;2019;540000296;540000106;GEN;;;;;;;;;;;;;;;;;;;;;;;1604;558;1166;;
URGENCES2;2019;540000486;540000932;GEN;168;840;;;8106;838;228;;;;;;;;;;;;;;8;2920;7170;4845;2599;1;1
URGENCES2;2019;540001070;540000767;GEN;220;402;1;IAO;31498;2817;8465;4961;1540;59;1;0;0;0;0;0;0;0;0;;4;1460;1882;740;1328;;
URGENCES2;2019;540001096;570010181;GEN;203;225;1;IAO;21456;3675;3685;5821;941;10;163;0;6;1;0;0;951;215;152;;7;2555;4064;3372;898;0;0
URGENCES2;2019;540001138;540023264;GEN;504;1344;1;IAO;60174;6977;1936;13825;3921;132;;;;;;;1983;184;91;;16;;11071;3719;9037;1;1
URGENCES2;2019;540002698;540023264;PED;170;726;1;IAO;26004;;;;;;;;;;;;;;;5556;8;2796;3899;1873;2231;;
URGENCES2;2019;550000012;550006795;GEN;218;756;1;IAO;28744;3334;6648;6985;2217;835;290;17;9;3;0;0;260;30;39;;6;2190;1860;724;1160;1;1
URGENCES2;2019;550000434;550003354;GEN;381;581;1;IAO;17670;2572;3194;4177;1289;342;10;6;0;0;0;0;1638;403;123;;4;1460;2210;675;1714;1;1
URGENCES2;2019;560000127;560023210;GEN;621;1472;1;IAO;67013;8829;17688;18802;5570;2366;6;5;0;0;0;0;1219;184;71;;8;2920;5024;754;4811;1;0
URGENCES2;2019;560000135;560005746;GEN;775;1145;1;IAO;58806;6860;16559;14106;;;;;;;;;;;;;9;3285;8131;2788;5709;1;1
URGENCES2;2019;560000143;560014748;GEN;220;504;1;IAO;;;;;;;;;;;;;;;;;12;4380;2853;348;2911;;
URGENCES2;2019;560000192;560000044;GEN;168;308;1;IAO;20091;3643;3327;5203;2431;69;;;;;;;365;68;47;;6;2190;1853;287;1614;0;1
URGENCES2;2019;560000200;560023210;GEN;77;81;1;IAO;5964;662;1467;547;289;5;;;;;;;;;;;;;0;0;0;;
URGENCES2;2019;570000059;570025254;GEN;252;720;1;IAO;48085;3467;20258;8289;1660;2251;3;2;0;;;;955;171;40;;6;2190;2461;426;2355;1;1
URGENCES2;2019;570000117;570015099;GEN;168;504;1;IAO;22841;2534;5006;4804;1738;415;0;0;0;0;0;0;503;87;49;;4;1460;1603;680;973;1;1
URGENCES2;2019;570000216;570010181;GEN;348;728;;;23515;;;;;;;;;;;;;;;;4;1460;3753;3090;751;;
URGENCES2;2019;570000349;570005165;GEN;504;1250;1;IAO;57560;6432;20266;9398;2731;1467;538;12;2;0;0;0;1795;841;75;;15;5475;4187;568;4533;1;1
URGENCES2;2019;570000596;750821092;GEN;269;672;1;IAO;30547;1293;3016;2289;515;23;30;0;0;;;;923;169;63;;6;2190;2160;1167;1054;1;1
URGENCES2;2019;570000646;570001115;GEN;170;340;0;;15028;699;3279;16;1;;;;;;;;;;;;5;;3053;1741;1363;;
URGENCES2;2019;570000901;570000158;GEN;267;590;1;IAO;34039;3701;8948;8602;2172;1997;;;;;;;;;;;5;1825;3286;1155;2398;1;1
URGENCES2;2019;570026682;570005165;GEN;602;1400;1;IAO;74440;7312;24603;9690;2516;1581;16;4;1;0;0;0;3285;865;156;;20;7300;6670;1157;6487;1;1
URGENCES2;2019;580972669;580780070;GEN;168;168;0;IAO;10568;1539;2007;1649;703;7;;;;;;;293;55;61;;2;705;715;415;316;1;0
URGENCES2;2019;580972677;580780088;GEN;168;252;1;IAO;13010;2085;2192;1989;;;0;;;;;;393;;;;2;730;1278;560;849;1;1
URGENCES2;2019;580972685;580780096;GEN;168;168;1;IAO;14231;1926;2777;2857;1258;24;3;3;0;;;;292;;;;2;730;881;251;755;1;1
URGENCES2;2019;580972693;580780039;GEN;644;1008;1;IAO;43311;6811;12101;7938;3285;1464;12;9;0;0;0;0;534;169;7;;10;3650;3923;732;3500;1;1
URGENCES2;2019;590000121;590780227;GEN;463;811;1;IAO;51022;4014;15689;10238;2566;1374;2;1;0;0;0;0;202;17;17;;8;2920;3007;483;2795;0;1
URGENCES2;2019;590000337;590781415;GEN;359;1721;1;IAO;64558;6543;16634;16941;3669;2908;;;;;;;;;;;9;3285;5666;2220;3797;1;1
URGENCES2;2019;590000428;590781605;GEN;238;672;1;IAO;34167;;9454;12326;;;;;;;;;;;;;10;3650;9339;4163;5568;0;1
URGENCES2;2019;590000436;590781621;GEN;336;336;1;IAO;13818;1380;3186;781;474;0;0;0;0;0;0;0;628;151;25;;5;;2722;1318;1606;0;1
URGENCES2;2019;590000469;590781662;GEN;203;574;1;IAO;16571;1326;4598;4132;974;485;242;1;18;0;0;0;260;5;56;;12;4015;2340;927;1586;1;0
URGENCES2;2019;590000535;590781803;GEN;460;1131;1;IAO;53287;4440;16708;7436;1847;1727;626;11;6;;;;744;196;49;;12;4380;5446;1836;4000;1;1
URGENCES2;2019;590000592;590782165;GEN;347;658;1;IAO;29691;2853;6849;5206;1521;152;146;4;1;;;;412;38;108;;6;2190;3305;1586;1787;1;1
URGENCES2;2019;590000618;590782215;GEN;716;1702;1;IAO;71461;9917;1991;10646;2714;169;;;;;;;;;;;17;6205;13523;6041;8164;1;1
URGENCES2;2019;590000618;590782215;PED;266;333;1;IAO;29984;;;;;;;;;;;;;;;5766;8;2920;3088;1410;1713;;
URGENCES2;2019;590000758;590782637;GEN;273;776;1;IAO;34905;2784;10858;9955;;;;;;;;;;;;;8;2920;8222;5583;2733;1;1
URGENCES2;2019;590000774;590782652;GEN;;;1;IAO;19029;2137;3227;4152;1315;132;;;;;;;17;6;;;4;1460;2521;1600;922;0;0
URGENCES2;2019;590001004;590783239;GEN;;;;;67629;6950;21885;16166;4236;2784;377;3;27;;;;;;;;11;4015;5660;1128;5136;;
URGENCES2;2019;590001749;590788956;GEN;168;268;1;IAO;13306;1109;3275;1598;707;;3;3;;;;;;;;;2;730;407;265;143;1;1
URGENCES2;2019;590008041;590008033;GEN;168;504;1;IAO;18557;780;3388;2534;0;485;;;;;;;;;;;10;3650;679;43;716;1;1
URGENCES2;2019;590780284;590051801;GEN;;;1;IAO;26658;5220;2684;9422;3385;230;;;;;;;;;;;7;2555;5736;3237;2673;;
URGENCES2;2019;590796975;590780193;GEN;612;2028;1;IAO;124738;7067;3758;15918;3386;406;415;61;49;;;;1761;273;40;;13;4745;18376;9696;8696;1;1
URGENCES2;2019;590796975;590780193;PED;387;543;1;IAO;28208;;;;;;;;;;;;;;;6053;10;3650;5831;2869;3042;;
URGENCES2;2019;590797353;590051801;GEN;;;1;IAO;40271;3153;4824;9431;2049;549;;;;;;;;;;;7;2555;5788;2256;3973;0;
URGENCES2;2019;590797353;590051801;PED;;;0;;21776;;;;;;;;;;;;;;;3348;5;1825;1432;561;902;;
URGENCES2;2019;590801106;590782421;GEN;891;1373;1;IAO;49816;;;;;;;;;;;;;;;;20;;5151;2327;2875;0;1
URGENCES2;2019;590801106;590782421;PED;80;445;1;IAO;26888;;;;;;;;;;;;;;;;20;;651;546;106;;
URGENCES2;2019;590804696;590781902;GEN;567;1050;1;IAO;47666;4764;13283;8736;2587;1411;;;;;;;987;48;91;;8;2920;3329;1659;1684;1;1
