BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2019;020000162;020000063;M1160;4;1;3;1;0;0;0;0;4.6;1.6;0;3;0;0;1.2;2;9;6.2;0
Q20;2019;020000162;020000063;M1170;1;1;1;0;0;0;0;0;1.8;1;0;0;0;0;0;2.8;3;2.8;0
Q20;2019;020000162;020000063;M1180;0;2;0;0;0;0;0;0;0;1.75;0;0;0;0;0.75;1;2;1.75;0
Q20;2019;020000162;020000063;M1190;0;3;0;0;0;0;0;0;0;3.23;0;2;1;0;0;0.23;3;3.23;0
Q20;2019;020000162;020000063;M1200;2;5;2;3;0;0;0;0;2.43;5.45;0;4.92;0.83;0;0.53;1.6;12;7.88;0
Q20;2019;020000162;020000063;M1320;4;2;1;3;0;0;0;0;4.28;4.73;0;4.9;0;0;0.28;3.83;10;9.01;0
Q20;2019;020000162;020000063;M1330;2;0;0;0;0;0;0;0;1.33;0;0;1;0;0;0.33;0;2;1.33;0
Q20;2019;020000162;020000063;M1340;8;2;3;1;0;0;0;0;9;2.95;0;6.58;0;0;1.23;4.14;14;11.95;0
Q20;2019;020000162;020000063;M2020;0;1;1;0;0;0;0;0;0.4;1;0;1;0;0;0;0.4;2;1.4;0
Q20;2019;020000162;020000063;M2030;8;1;0;0;0;0;0;0;8.02;1.5;0;4.5;4.33;0;0.02;0.67;9;9.52;0
Q20;2019;020000162;020000063;M2040;0;1;1;0;0;0;0;0;0.6;0.5;0;0;0.5;0;0;0.6;2;1.1;0
Q20;2019;020000162;020000063;M2050;4;3;0;1;0;0;0;0;4;3.48;0;7;0.08;0;0.4;0;8;7.48;0
Q20;2019;020000162;020000063;M2070;4;0;0;0;0;0;0;0;3.67;0;0;1;0.67;0;1;1;4;3.67;0
Q20;2019;020000162;020000063;M2100;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;2;2;0
Q20;2019;020000162;020000063;M2120;3;0;0;0;0;0;0;0;3;0;0;2;0;0;1;0;3;3;0
Q20;2019;020000162;020000063;M2130;2;2;1;0;0;0;0;0;2.65;1.5;0;1;2.17;0;0;0.98;5;4.15;0
Q20;2019;020000162;020000063;M3011;3;2;0;0;0;0;0;0;2.75;1.08;0;3.67;0;0;0;0.16;5;3.83;0
Q20;2019;020000162;020000063;M3012;1;0;0;0;0;0;0;0;1;0;0;0.5;0;0;0;0.5;1;1;0
Q20;2019;020000162;020000063;M3040;1;0;0;1;0;0;0;0;1;0.9;0;0.9;0;0;0;1;2;1.9;0
Q20;2019;020000162;020000063;M3050;5;5;0;1;0;0;0;0;5;5.4;0;8.57;1.42;0;0;0.41;11;10.4;0
Q20;2019;020000162;020000063;M3060;0;0;0;1;0;0;0;0;0;0.8;0;0;0;0;0;0.8;1;0.8;0
Q20;2019;020000162;020000063;M3070;0;0;0;1;0;0;0;0;0;0.8;0;0;0;0;0;0.8;1;0.8;0
Q20;2019;020000162;020000063;M9999;90;55;24;26;0;0;0;0;99.52;68.51;0;103.62;14.33;0;17.41;32.67;195;168.03;0
Q20;2019;020000246;020000071;M1010;2;0;1;0;0;0;0;0;1.62;0;0;0.7;0;0;0.5;0.42;3;1.62;0
Q20;2019;020000246;020000071;M1180;0;0;0;0;0;0;0;0;0.98;0;0;0.3;0;0;0.5;0.18;0;0.98;0
Q20;2019;020000246;020000071;M3070;0;0;0;1;0;0;0;0;0;0.49;0;0;0;0;0.49;0;1;0.49;0
Q20;2019;020000246;020000071;M9999;2;0;1;1;0;0;0;0;2.6;0.49;0;1;0;0;1.49;0.6;4;3.09;0
Q20;2019;020000303;750814030;M1010;1;1;2;1;;;;;1.8;1.9;;;;;;;5;3.7;
Q20;2019;020000303;750814030;M1070;1;;1;;;;;;1.7;;;;;;;;2;1.7;
Q20;2019;020000303;750814030;M1100;1;;;;;;;;1;;;;;;;;1;1;
Q20;2019;020000303;750814030;M1150;2;;;;;;;;2;;;;;;;;2;2;
Q20;2019;020000303;750814030;M1160;;;1;;;;;;0.11;;;;;;;;1;0.11;
Q20;2019;020000303;750814030;M1180;2;;3;;;;;;3.79;;;;;;;;5;3.79;
Q20;2019;020000303;750814030;M1190;;;2;;;;;;1.13;;;;;;;;2;1.13;
Q20;2019;020000303;750814030;M1320;2;1;;;;;;;2;1;;;;;;;3;3;
Q20;2019;020000303;750814030;M2010;;;1;;;;;;0.02;;;;;;;;1;0.02;
Q20;2019;020000303;750814030;M2070;;;1;;;;;;0.05;;;;;;;;1;0.05;
Q20;2019;020000303;750814030;M2080;;;1;;;;;;0.11;;;;;;;;1;0.11;
Q20;2019;020000303;750814030;M3011;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;020000303;750814030;M3020;;;1;1;;;;;0.09;0.04;;;;;;;2;0.13;
Q20;2019;020000303;750814030;M3050;2;;;;;;;;2.1;;;;;;;;2;2.1;
Q20;2019;020000303;750814030;M9999;11;3;13;2;;;;;15.9;3.94;;;;;;;29;19.84;
Q20;2019;020000360;020014742;M1030;;;;;2;;1;;;;;;;;;;;;3
Q20;2019;020000360;020014742;M1090;;;;;;;3;;;;;;;;;;;;3
Q20;2019;020000360;020014742;M1140;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020000360;020014742;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020000360;020014742;M1160;;;;;;;7;;;;;;;;;;;;7
Q20;2019;020000360;020014742;M2020;;;;;;;3;;;;;;;;;;;;3
Q20;2019;020000360;020014742;M2030;;;;;2;;;;;;;;;;;;;;2
Q20;2019;020000360;020014742;M2040;;;;;;;1;1;;;;;;;;;;;2
Q20;2019;020000360;020014742;M2070;;;;;;;4;1;;;;;;;;;;;5
Q20;2019;020000360;020014742;M2080;;;;;1;;1;;;;;;;;;;;;2
Q20;2019;020000360;020014742;M2100;;;;;1;;;;;;;;;;;;;;1
Q20;2019;020000360;020014742;M2120;;;;;;;1;1;;;;;;;;;;;2
Q20;2019;020000360;020014742;M2130;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020000360;020014742;M3050;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;020000360;020014742;M9999;;1;;;6;;24;3;;1;;;;;;;1;1;33
Q20;2019;020000386;020000600;M1010;;;1;;;;;;0.11;;;;;;;;1;0.11;
Q20;2019;020000386;020000600;M3020;;;;1;3;2;;;;0.06;;;;;;;1;0.06;5
Q20;2019;020000386;020000600;M3050;;1;;;;;;;;1.02;;;;;;;1;1.02;
Q20;2019;020000386;020000600;M9999;;1;1;1;3;2;;;0.11;1.08;;;;;;;3;1.19;5
Q20;2019;020000394;020000253;M1010;2;3;2;0;0;0;0;0;3.86;1.59;0;1.9;0;0;2.22;1.33;7;5.45;0
Q20;2019;020000394;020000253;M1030;5;1;0;0;0;0;0;0;5;1;0;5;0;0;1;0;6;6;0
Q20;2019;020000394;020000253;M1031;2;1;1;0;0;0;0;0;2.88;1;0;1;0;0;1.98;0.9;4;3.88;0
Q20;2019;020000394;020000253;M1040;3;2;0;2;0;0;0;0;2.5;3.4;0;3.9;0;0;2;0;7;5.9;0
Q20;2019;020000394;020000253;M1070;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0
Q20;2019;020000394;020000253;M1090;2;0;1;0;0;0;0;0;2.1;0;0;2;0;0;0.1;0;3;2.1;0
Q20;2019;020000394;020000253;M1100;6;1;2;2;0;0;0;0;6.47;1.4;0;4;0;0;2.97;0.9;11;7.87;0
Q20;2019;020000394;020000253;M1110;3;0;0;0;0;0;0;0;2.25;0;0;1;0;0;0.25;1;3;2.25;0
Q20;2019;020000394;020000253;M1120;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0
Q20;2019;020000394;020000253;M1130;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0
Q20;2019;020000394;020000253;M1140;3;2;0;1;0;0;0;0;2.05;1.57;0;1;0;0;2.05;0.57;6;3.62;0
Q20;2019;020000394;020000253;M1150;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0
Q20;2019;020000394;020000253;M1160;1;0;2;0;0;0;0;0;2.33;0;0;1;0;0;0;1.33;3;2.33;0
Q20;2019;020000394;020000253;M1190;0;1;0;1;0;0;0;0;0;1.82;0;1.82;0;0;0;0;2;1.82;0
Q20;2019;020000394;020000253;M1200;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0
Q20;2019;020000394;020000253;M1320;2;0;0;1;0;0;0;0;2;0.5;0;1.5;0;0;0;1;3;2.5;0
Q20;2019;020000394;020000253;M1340;7;0;1;2;0;0;0;0;8.5;1.65;0;8;0;0;0;2.15;10;10.15;0
Q20;2019;020000394;020000253;M2010;2;1;1;0;0;0;0;0;2.6;1;0;3.15;0;0;0;0.45;4;3.6;0
Q20;2019;020000394;020000253;M2030;4;0;0;0;0;0;0;0;3.92;0;0;3.92;0;0;0;0;4;3.92;0
Q20;2019;020000394;020000253;M2050;1;1;2;2;0;0;0;0;3.14;1.31;0;2.95;0;0;1.2;0.3;6;4.45;0
Q20;2019;020000394;020000253;M2070;0;1;1;1;0;0;0;0;0.6;1.5;0;1.1;0;0;1;0;3;2.1;0
Q20;2019;020000394;020000253;M2080;0;0;3;0;0;0;0;0;1.85;0;0;1.2;0;0;0;0.65;3;1.85;0
Q20;2019;020000394;020000253;M2100;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;2;2;0
Q20;2019;020000394;020000253;M3011;3;0;0;0;0;0;0;0;3;0;0;2;0;0;1;0;3;3;0
Q20;2019;020000394;020000253;M3030;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0
Q20;2019;020000394;020000253;M3040;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0
Q20;2019;020000394;020000253;M3050;1;2;0;2;0;0;0;0;1;3.8;0;3.8;1;0;0;0;5;4.8;0
Q20;2019;020000394;020000253;M3060;0;1;2;1;0;0;0;0;1.7;1.5;0;3.2;0;0;0;0;4;3.2;0
Q20;2019;020000394;020000253;M3070;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0
Q20;2019;020000394;020000253;M9999;54;20;18;15;0;0;0;0;64.75;26.04;0;57.44;1;0;16.77;15.58;107;90.79;0
Q20;2019;020000519;020000261;M1010;7;4;2;3;;;;;7.53;4.5;;5;;;4.53;2.5;16;12.03;
Q20;2019;020000519;020000261;M1030;2;3;1;;;;;;2.2;3;;3;;;2;0.2;6;5.2;
Q20;2019;020000519;020000261;M1031;;1;3;;;;;;2.3;1;;1;;;0.6;1.7;4;3.3;
Q20;2019;020000519;020000261;M1040;5;2;4;;;;1;;6.7;2;;4.6;;;2.1;2;11;8.7;1
Q20;2019;020000519;020000261;M1050;;;;1;;;;;;0.2;;;;;0.2;;1;0.2;
Q20;2019;020000519;020000261;M1070;1;2;;;;;;;1;2;;2;;;1;;3;3;
Q20;2019;020000519;020000261;M1090;2;1;2;1;;;;;2.3;1.3;;1.3;;;1.2;1.1;6;3.6;
Q20;2019;020000519;020000261;M1110;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2019;020000519;020000261;M1120;3;2;;;;;;;3;2;;4;;;1;;5;5;
Q20;2019;020000519;020000261;M1130;1;2;1;1;;;;;1.2;2.8;;1;;;2.8;0.2;5;4;
Q20;2019;020000519;020000261;M1140;3;2;1;3;;;;;3.75;3.95;;6.1;;;0.6;1;9;7.7;
Q20;2019;020000519;020000261;M1150;;4;1;;;;;;0.1;4;;2;;;2.1;;5;4.1;
Q20;2019;020000519;020000261;M1160;5;1;1;;;;;;5.02;1;;3;;;3.02;;7;6.02;
Q20;2019;020000519;020000261;M1190;;;1;;;;;;0.1;;;;;;0.1;;1;0.1;
Q20;2019;020000519;020000261;M1320;3;2;;;;;;;3;2;;2;;;2;1;5;5;
Q20;2019;020000519;020000261;M1340;10;2;3;;;;;;11.3;2;;6.6;;;3.7;3;15;13.3;
Q20;2019;020000519;020000261;M2010;6;1;1;;;;;;6.5;1;;5;;;1.5;1;8;7.5;
Q20;2019;020000519;020000261;M2030;8;;;;;;;;8;;;5;;;2;1;8;8;
Q20;2019;020000519;020000261;M2050;4;3;;;;;;;4;3;;5;;;2;;7;7;
Q20;2019;020000519;020000261;M2060;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;020000519;020000261;M2070;1;1;1;1;;;;;1.6;1.2;;0.6;;;2.2;;4;2.8;
Q20;2019;020000519;020000261;M2080;2;;;;;;;;2;;;1;;;1;;2;2;
Q20;2019;020000519;020000261;M2100;1;;;;;;;;1;;;;;;;1;1;1;
Q20;2019;020000519;020000261;M2140;;;;1;;;;;;0.6;;;;;;0.6;1;0.6;
Q20;2019;020000519;020000261;M2150;;;1;;;;;;0.6;;;0.6;;;;;1;0.6;
Q20;2019;020000519;020000261;M3012;;4;;;;;;;;4;;4;;;;;4;4;
Q20;2019;020000519;020000261;M3020;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020000519;020000261;M3030;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020000519;020000261;M3040;;;1;;;;;;0.6;;;;;;;0.6;1;0.6;
Q20;2019;020000519;020000261;M3050;1;3;;1;;;;;1;3.8;;3.8;1;;;;5;4.8;
Q20;2019;020000519;020000261;M3060;;;2;;;;;;0.97;;;0.6;;;;0.37;2;0.97;
Q20;2019;020000519;020000261;M3070;;;1;;;;;;0.5;;;;;;0.5;;1;0.5;
Q20;2019;020000519;020000261;M9999;66;41;27;12;;;3;;77.27;46.35;;69.2;1;;36.15;17.27;146;123.62;3
Q20;2019;020000535;020000287;M1010;2;;1;;;;;;2.03;;;;;;1.14;0.89;3;2.03;
Q20;2019;020000535;020000287;M1030;0;0;2;0;;;1;;1.25;;;1.2;;;0.05;;2;1.25;1
Q20;2019;020000535;020000287;M1040;7;0;0;0;;;;;6.98;;;2.99;;;3;0.99;7;6.98;
Q20;2019;020000535;020000287;M1050;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020000535;020000287;M1090;1;2;0;0;;;2;;1;2.58;;0.9;;;2;0.68;3;3.58;2
Q20;2019;020000535;020000287;M1100;0;1;0;1;;;;;;1.83;;1;;;;0.83;2;1.83;
Q20;2019;020000535;020000287;M1130;1;0;1;0;;;;;1.08;0.1;;0.6;;;;0.58;2;1.18;
Q20;2019;020000535;020000287;M1140;1;0;0;2;;;;;1;0.8;;0.6;;;0.2;1;3;1.8;
Q20;2019;020000535;020000287;M1150;2;1;0;1;;;;;2.5;1.58;;2.1;;;;1.98;4;4.08;
Q20;2019;020000535;020000287;M1160;0;0;1;0;;;4;;0.51;;;;;;0.51;;1;0.51;4
Q20;2019;020000535;020000287;M1320;0;1;0;0;;;;;;0.7;;0.7;;;;;1;0.7;
Q20;2019;020000535;020000287;M1340;3;1;0;1;;;;;3;1.6;;0.6;;;4;;5;4.6;
Q20;2019;020000535;020000287;M2010;1;0;0;0;;;;;1;;;1;;;;;1;1;
Q20;2019;020000535;020000287;M2030;1;0;0;0;;;1;;2.17;;;2.17;;;;;1;2.17;1
Q20;2019;020000535;020000287;M2050;4;1;0;0;;;;;3.64;1.49;;2.99;;;2.14;;5;5.13;
Q20;2019;020000535;020000287;M2070;0;0;1;0;;;1;;0.1;;;;;;0.1;;1;0.1;1
Q20;2019;020000535;020000287;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020000535;020000287;M2120;1;0;0;0;;;;;1;;;1;;;;;1;1;
Q20;2019;020000535;020000287;M3011;1;0;0;1;;;;;0.25;;;0.25;;;;;2;0.25;
Q20;2019;020000535;020000287;M3020;0;0;0;1;;;;;;0.27;;;;;;0.27;1;0.27;
Q20;2019;020000535;020000287;M3040;1;0;0;0;;;;;0.5;;;0.5;;;;;1;0.5;
Q20;2019;020000535;020000287;M3050;1;1;0;0;;;;;1;1;;2;;;;;2;2;
Q20;2019;020000535;020000287;M9999;27;8;6;7;;;11;;29.01;11.95;;20.6;;;13.14;7.22;48;40.96;11
Q20;2019;020000543;020000295;M1010;10;4;2;;;;;;10.3;4;;;;;11.3;3;16;14.3;
Q20;2019;020000543;020000295;M1120;;;;2;;;;;;0.3;;;;;0.3;;2;0.3;
Q20;2019;020000543;020000295;M1160;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2019;020000543;020000295;M1200;;;2;;;;;;0.7;;;;;;0.7;;2;0.7;
Q20;2019;020000543;020000295;M3020;17;11;4;2;;;;;18.7;11.7;;26.8;;;3.6;;34;30.4;
Q20;2019;020000543;020000295;M3050;1;2;;;;;;;1;2;3;;;;;;3;3;
Q20;2019;020000543;020000295;M9999;28;17;9;4;;;;;30.9;18;3;26.8;;;16.1;3;58;48.9;
Q20;2019;020000915;020003620;M1010;1;1;;;;;;;1.33;0.7;;1.5;;;0.53;;2;2.03;
Q20;2019;020000915;020003620;M1070;;;1;;;;;;0.5;;;;;;;0.5;1;0.5;
Q20;2019;020000915;020003620;M1180;2;3;;;;;;;2.27;3;;4;;;1.17;0.1;5;5.27;
Q20;2019;020000915;020003620;M1190;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;020000915;020003620;M3050;;1;;;;;;;;1.19;;0.98;;;;0.21;1;1.19;
Q20;2019;020000915;020003620;M9999;4;5;1;;;;;;5.1;4.89;;7.48;;;1.7;0.81;10;9.99;
Q20;2019;020001061;020004404;M1010;5;2;;;;;1;;6.45;2.43;;;;;6.04;2.84;7;8.88;1
Q20;2019;020001061;020004404;M1030;1;0;1;;;;;;2.37;0;;1.8;;;0.17;0.4;2;2.37;
Q20;2019;020001061;020004404;M1031;4;2;;;;;;;3.45;1.69;;1.6;;;1.94;1.6;6;5.14;
Q20;2019;020001061;020004404;M1040;1;3;1;;;;5;;0.58;3;;2;;;1.38;0.2;5;3.58;5
Q20;2019;020001061;020004404;M1050;;1;;;;;;;;1.07;;;;;1;0.07;1;1.07;
Q20;2019;020001061;020004404;M1070;;2;;;;;;;;2;;2;;;;;2;2;
Q20;2019;020001061;020004404;M1090;3;;;;;;1;;3.12;;;2.12;;;1;;3;3.12;1
Q20;2019;020001061;020004404;M1110;1;;1;;;;;;1.4;;;;;;0.4;1;2;1.4;
Q20;2019;020001061;020004404;M1120;;2;;;;;;;;2;;;;;;2;2;2;
Q20;2019;020001061;020004404;M1140;1;2;1;1;;;;;1.12;1.7;;1.6;;;0.83;0.39;5;2.82;
Q20;2019;020001061;020004404;M1150;1;1;;;;;;;1;1;;1;;;0.25;0.75;2;2;
Q20;2019;020001061;020004404;M1160;1;1;1;1;;;6;;0.85;1.43;;1.4;;;0.22;0.66;4;2.28;6
Q20;2019;020001061;020004404;M1190;;;;;;;;;;0.03;;;;;0.03;;;0.03;
Q20;2019;020001061;020004404;M1320;1;;;;;;;;1;;;0.5;;;;0.5;1;1;
Q20;2019;020001061;020004404;M1340;8;1;3;;;;;;9.28;1;;3.4;;;1.89;4.99;12;10.28;
Q20;2019;020001061;020004404;M2010;2;;1;;;;;;2.64;;;;;;;2.64;3;2.64;
Q20;2019;020001061;020004404;M2030;1;;3;;;;;;2.46;;;1.75;;;;0.71;4;2.46;
Q20;2019;020001061;020004404;M2050;2;1;2;1;;;;;3.46;1.32;;1.33;;;1.77;1.68;6;4.78;
Q20;2019;020001061;020004404;M2070;2;;1;;;;1;;2.46;;;0.6;;;1.86;;3;2.46;1
Q20;2019;020001061;020004404;M2080;;;1;1;;;;;0.27;0.01;;0.27;;;0.01;;2;0.28;
Q20;2019;020001061;020004404;M2100;2;;1;;;;;;2.84;;;0.97;;;1;0.87;3;2.84;
Q20;2019;020001061;020004404;M2130;;;1;;;;;;0.05;;;;;;0.05;;1;0.05;
Q20;2019;020001061;020004404;M2150;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020001061;020004404;M3011;1;2;;;;;;;1;1.6;;2.6;;;;;3;2.6;
Q20;2019;020001061;020004404;M3020;;;;;;;;;;0.08;;;;;;0.08;;0.08;
Q20;2019;020001061;020004404;M3030;;;;;;;1;;0.95;;;;;;;0.95;;0.95;1
Q20;2019;020001061;020004404;M3040;;;;;;;;;1;;;0.8;;;0.2;;;1;
Q20;2019;020001061;020004404;M3050;1;3;;;;;;;1;3;;4;;;;;4;4;
Q20;2019;020001061;020004404;M3060;;;1;;;;;;0.6;;;;;;;0.6;1;0.6;
Q20;2019;020001061;020004404;M9999;38;23;19;4;;;16;;49.35;23.36;;29.74;;;20.04;22.93;84;72.71;16
Q20;2019;020001087;020004495;M1010;4;;;;;;0;0;3.96;;;;;;3.96;;4;3.96;0
Q20;2019;020001087;020004495;M1040;1;;1;;;;0;0;0.25;;;0.25;;;;;2;0.25;0
Q20;2019;020001087;020004495;M1140;;1;;;;;0;;;1;;1;;;;;1;1;0
Q20;2019;020001087;020004495;M1160;;;4;1;;;;;1.4;0.2;;;;;0.8;0.8;5;1.6;
Q20;2019;020001087;020004495;M1180;1;;1;;;;;0;1.32;;;;;;1.32;;2;1.32;0
Q20;2019;020001087;020004495;M1340;8;;1;1;;;0;0;8.37;0.28;;1;;;4;3.65;10;8.65;0
Q20;2019;020001087;020004495;M3020;;;1;;;;;;0.1;;;;;;;0.1;1;0.1;
Q20;2019;020001087;020004495;M3040;;1;1;;;;;;0.07;0.88;;0.88;;;;0.07;2;0.95;
Q20;2019;020001087;020004495;M3050;;1;;1;;;;;;1.93;;1.93;;;;;2;1.93;
Q20;2019;020001087;020004495;M3070;;;2;;;;;;0.6;;;;;;;0.6;2;0.6;
Q20;2019;020001087;020004495;M9999;14;3;11;3;;;0;0;16.07;4.29;;5.06;;;10.08;5.22;31;20.36;0
Q20;2019;020001772;590799995;M1110;;;;;;;6;2;;;;;;;;;;;8
Q20;2019;020001772;590799995;M9999;0;;;;;;6;2;;;;;;;;;0;;8
Q20;2019;020003877;020000253;M1320;1;1;0;0;0;0;0;0;1.21;1;0;1;0;0;1.06;0.15;2;2.21;0
Q20;2019;020003877;020000253;M9999;1;1;0;0;0;0;0;0;1.21;1;0;1;0;0;1.06;0.15;2;2.21;0
Q20;2019;020004156;590805065;M1010;;;;;;;7;;;;;;;;;;;;7
Q20;2019;020004156;590805065;M1030;;;;;;;7;;;;;;;;;;;;7
Q20;2019;020004156;590805065;M1040;;;;;;;2;;;;;;;;;;;;2
Q20;2019;020004156;590805065;M3020;;;;;;;4;1;;;;;;;;;;;5
Q20;2019;020004156;590805065;M3050;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020004156;590805065;M9999;;;;;;;21;1;;;;;;;;;;;22
Q20;2019;020004297;020005179;M1010;;;3;;;;;;0.53;;;;;;;;3;0.53;
Q20;2019;020004297;020005179;M3050;;;;1;;;;;;0.09;;;;;;;1;0.09;
Q20;2019;020004297;020005179;M9999;;;3;1;;;;;0.53;0.09;;;;;;;4;0.62;
Q20;2019;020004677;020000261;M1320;;;;1;;;;;;0.8;;;;;;0.8;1;0.8;
Q20;2019;020004677;020000261;M9999;;;;1;;;;;;0.8;;;;;;0.8;1;0.8;
Q20;2019;020005476;020000253;M1320;0;0;1;0;0;0;0;0;0.1;0.01;0;0;0;0;0.11;0;1;0.11;0
Q20;2019;020005476;020000253;M9999;0;0;1;0;0;0;0;0;0.1;0.01;0;0;0;0;0.11;0;1;0.11;0
Q20;2019;020006664;020000063;M1010;;;2;;;;;;1.4;0.37;;;;;1.77;;2;1.77;
Q20;2019;020006664;020000063;M3020;4;4;1;;;;;;3.5;3.54;;5.29;;;0.67;1.08;9;7.04;
Q20;2019;020006664;020000063;M9999;4;4;3;;;;;;4.9;3.91;;5.29;;;2.44;1.08;11;8.81;
Q20;2019;020009684;020002085;M1010;;;;1;;;;;;0.1;;;;;0.1;;1;0.1;
Q20;2019;020009684;020002085;M1320;1;;1;;;;;;0.49;;;0.47;;;0.02;;2;0.49;
Q20;2019;020009684;020002085;M9999;1;;1;1;;;;;0.49;0.1;;0.47;;;0.12;;3;0.59;
Q20;2019;020010047;020001632;M1010;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020010047;020001632;M1020;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020010047;020001632;M1030;;;;;7;;;;;;;;;;;;;;7
Q20;2019;020010047;020001632;M1040;;;;;2;;;;;;;;;;;;;;2
Q20;2019;020010047;020001632;M1090;;;;;5;1;1;;;;;;;;;;;;7
Q20;2019;020010047;020001632;M1100;;;;;1;;;;;;;;;;;;;;1
Q20;2019;020010047;020001632;M1130;1;;;;1;;1;;1;;;;;;;;1;1;2
Q20;2019;020010047;020001632;M1140;;;;;2;;;;;;;;;;;;;;2
Q20;2019;020010047;020001632;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020010047;020001632;M1160;;;;;1;;2;;;;;;;;;;;;3
Q20;2019;020010047;020001632;M1190;;;;;3;1;;;;;;;;;;;;;4
Q20;2019;020010047;020001632;M1210;;;;;;2;;;;;;;;;;;;;2
Q20;2019;020010047;020001632;M1340;;;;;;;5;;;;;;;;;;;;5
Q20;2019;020010047;020001632;M2010;;;;;3;;;;;;;;;;;;;;3
Q20;2019;020010047;020001632;M2020;;;;;;;2;;;;;;;;;;;;2
Q20;2019;020010047;020001632;M2030;;;;;3;1;;;;;;;;;;;;;4
Q20;2019;020010047;020001632;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2019;020010047;020001632;M2050;;;;;4;2;;;;;;;;;;;;;6
Q20;2019;020010047;020001632;M2070;;;;;;1;2;;;;;;;;;;;;3
Q20;2019;020010047;020001632;M2080;;;;;3;;1;;;;;;;;;;;;4
Q20;2019;020010047;020001632;M2100;;;;;2;;;;;;;;;;;;;;2
Q20;2019;020010047;020001632;M3040;;;;;;;;1;;;;;;;;;;;1
Q20;2019;020010047;020001632;M3050;;1;;1;;;;;;1.8;;;;;;;2;1.8;
Q20;2019;020010047;020001632;M9999;1;1;;1;37;8;18;1;1;1.8;;;;;;;3;2.8;64
Q20;2019;020010310;750719361;M1010;;;3;0;;;;;0.76;;;;;;;;3;0.76;
Q20;2019;020010310;750719361;M3020;;;1;0;;;;;0.04;;;;;;;;1;0.04;
Q20;2019;020010310;750719361;M3040;;;1;0;;;;;0.07;;;;;;;;1;0.07;
Q20;2019;020010310;750719361;M3050;;;0;1;;;;;;0.2;;;;;;;1;0.2;
Q20;2019;020010310;750719361;M9999;;;5;1;;;;;0.87;0.2;;;;;;;6;1.07;
Q20;2019;020010898;750721334;M1010;;;;1;;;30;5;;0.3;;;;;;;1;0.3;35
Q20;2019;020010898;750721334;M3050;;;;;;;10;8;;;;;;;;;;;18
Q20;2019;020010898;750721334;M9999;;;;1;;;40;13;;0.3;;;;;;;1;0.3;53
Q20;2019;020014767;590805065;M1010;;;1;;;;1;;0.2;;;;;;;;1;0.2;1
Q20;2019;020014767;590805065;M3050;;;;;;;12;26;;;;;;;;;;;38
Q20;2019;020014767;590805065;M9999;;;1;;;;13;26;0.2;;;;;;;;1;0.2;39
Q20;2019;020016366;020000063;M1010;3;4;1;0;;;;;0.5;0.5;;1;;;;;8;1;
Q20;2019;020016366;020000063;M9999;3;4;1;0;;;;;0.5;0.5;;1;;;;;8;1;
Q20;2019;030000012;030180020;M1010;;1;;;;;;;0;1;;1;;;;;1;1;
Q20;2019;030000012;030180020;M1180;2;1;;;;;;;2.06;0.55;;1;;;0.45;1.16;3;2.61;
Q20;2019;030000012;030180020;M3050;;;;1;;;;;;0.83;;0.83;;;;;1;0.83;
Q20;2019;030000012;030180020;M9999;2;2;;1;;;;;2.06;2.38;;2.83;;;0.45;1.16;5;4.44;
