BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2017;310781067;310788898;GEN;238;336;0;;15957;;;1740;;;;;;;;;103;;;;5;1825;1216;480;792;;0
URGENCES2;2017;310781505;310000492;GEN;232;432;1;IAO;28769;;;4418;;;;;;;;;;;;;6;2190;598;106;494;;
URGENCES2;2017;310783048;310781406;GEN;1069;3449;1;MAO;75054;8306;3928;11974;3600;272;192;5;12;;;;2713;658;62;;43;12410;7227;1724;8583;1;1
URGENCES2;2017;310783055;310781406;GEN;568;1724;1;MAO;37810;6259;1150;7497;2341;73;18;1;1;;;;953;528;3;;14;5110;4107;2107;2314;1;1
URGENCES2;2017;320000086;320780117;GEN;238;672;1;IAO;23343;4385;4484;8223;2957;759;3;1;;;;;312;60;27;;2;730;1488;791;804;1;1
URGENCES2;2017;320000102;320780133;GEN;168;168;0;;7942;1333;1494;1642;;0;9;;0;;;;344;;0;;2;730;1000;772;230;1;1
URGENCES2;2017;330000555;330781204;GEN;406;672;1;IAO;32040;4831;7015;7325;2635;760;;;;;;;;;;;6;2190;3365;797;2916;;1
URGENCES2;2017;330000571;330781220;GEN;168;252;1;IAO;17139;2434;3793;5317;1732;278;68;46;0;;;;777;193;0;;3;1095;2906;1956;1028;1;1
URGENCES2;2017;330000589;330027509;GEN;168;252;1;IAO;22266;3770;3695;6585;2123;267;72;58;0;6;2;0;283;88;39;;5;1825;2935;1681;1330;1;1
URGENCES2;2017;330000597;330027509;GEN;84;84;1;IAO;4398;323;1259;125;65;1;2;2;0;0;0;0;44;8;7;;;;0;0;0;1;1
URGENCES2;2017;330000605;330781253;GEN;535;1114;1;IAO;45948;6387;11304;16221;4671;2106;288;35;29;;;;;;;;8;;8432;3683;5707;1;1
URGENCES2;2017;330058355;330781253;GEN;235;252;1;IAO;11383;1258;3064;1347;336;96;3;;;;;;;;;;2;;1117;661;510;0;0
URGENCES2;2017;330780263;330000134;GEN;168;408;1;IAO;26169;1571;4660;1984;453;71;;;;;;;821;191;60;;6;2190;6237;3908;2433;1;1
URGENCES2;2017;330780479;330000274;GEN;266;448;1;IAO;30621;3710;4238;1943;;;;;;;;;;;;;5;1825;7792;4943;3103;1;1
URGENCES2;2017;330780495;330796392;GEN;168;168;1;IAO;18471;2204;4301;1341;571;42;4;4;0;0;0;0;845;142;90;;4;1460;3086;2063;1053;1;1
URGENCES2;2017;330780529;330796392;GEN;238;383;1;IAO;22721;3059;1929;2872;1096;60;4;3;0;0;0;0;738;250;22;;7;2555;3973;1895;2335;1;0
URGENCES2;2017;330780537;330000324;GEN;168;168;1;IAO;19111;2763;3718;6577;1897;392;0;0;0;0;0;0;599;66;90;;4;1460;3084;2168;916;1;1
URGENCES2;2017;330781303;750821092;GEN;301;669;1;IAO;26835;3213;875;5205;2226;191;13;0;0;;;;3175;1436;27;;4;1460;4435;2441;2088;0;1
URGENCES2;2017;330781352;330781196;GEN;268;816;;;21300;3988;851;11020;3417;289;1;0;0;0;0;0;55;2;3;;8;2920;4469;2254;2255;0;
URGENCES2;2017;330781360;330781196;GEN;729;1907;1;IAO;56612;6163;3858;25304;5051;1180;1;;;;;;161;19;13;;9;3285;9048;6062;2991;;
URGENCES2;2017;330781360;330781196;PED;421;672;1;IAO;43231;;;;;;;;;;;;;;;9740;8;2920;1801;1292;516;;
URGENCES2;2017;330783648;330781196;GEN;175;535;0;;5308;989;66;3822;873;22;1;;;;;;8;;;;4;1460;3837;2413;1596;;
URGENCES2;2017;340000033;340780055;GEN;632;1440;1;IAO;68737;7159;23613;15764;4065;2610;629;10;11;1;0;0;;;;;6;2190;6386;3680;2789;1;1
URGENCES2;2017;340000223;340011295;GEN;522;834;1;IAO;33148;5046;6921;8051;2632;908;7;;;;;;;;;;9;;3909;1445;2625;1;1
URGENCES2;2017;340015502;340000512;GEN;294;504;1;IAO;25624;2827;1808;3473;1026;24;;;;;;;;;;;7;2555;1915;1032;923;1;1
URGENCES2;2017;340015965;340000074;GEN;252;342;1;IAO;23697;;;3590;;;;;;;;;;;;;2;730;222;222;0;1;1
URGENCES2;2017;340022979;340000306;GEN;252;399;1;IAO;30212;1001;6905;2713;172;268;;;;;;;;;;;5;1825;1264;775;507;1;1
URGENCES2;2017;340780147;340000108;GEN;168;200;1;IAO;13943;1056;3571;1222;;;;;;;;;;;;;2;730;156;156;0;1;1
URGENCES2;2017;340780154;340000116;GEN;168;200;1;IAO;14356;1316;3202;1215;;;;;;;;;;;;;2;730;327;319;8;1;1
URGENCES2;2017;340780634;340000272;GEN;235;270;1;IAO;20529;949;8715;1828;348;404;;;;;;;;;;;2;730;50;30;20;1;1
URGENCES2;2017;340780642;340785856;GEN;168;238;1;IAO;11991;1048;948;1405;441;11;;;;;;;;;;;4;450;142;62;80;1;1
URGENCES2;2017;340780667;340000280;GEN;196;420;1;IAO;17102;2563;2025;2840;1089;15;0;0;0;0;0;0;0;0;0;;8;2920;621;105;643;1;1
URGENCES2;2017;340780717;340023225;GEN;168;168;1;IAO;12103;2018;3050;1676;776;32;;;;;;;;;;;1;365;370;237;133;1;1
URGENCES2;2017;340780725;340000330;GEN;168;287;1;IAO;24686;1773;6542;225;79;15;0;0;0;0;0;0;745;263;51;;4;1460;703;66;730;1;1
URGENCES2;2017;340785161;340780477;GEN;862;2016;1;IAO;83491;9440;5707;12475;2975;617;2011;273;37;;;;873;523;16;;21;7665;7916;1987;7325;1;0
URGENCES2;2017;340785161;340780477;PED;310;504;1;IAO;30830;;;;;;;;;;;;;;;3193;6;2190;1776;546;1290;;
URGENCES2;2017;350000121;350000303;GEN;307;819;1;IAO;38317;;;5989;;;;;;;;;;;;;6;2190;235;99;138;;
URGENCES2;2017;350000147;350000022;GEN;322;509;1;IAO;40505;6384;8286;13171;4370;1565;526;49;113;;;;409;115;56;;10;3650;3433;164;4079;1;1
URGENCES2;2017;350000154;350000030;GEN;453;545;1;IAO;27904;3636;7674;5330;2245;789;11;9;0;0;0;0;385;54;0;;8;2920;1552;185;1468;1;0
URGENCES2;2017;350000162;350000048;GEN;336;420;1;IAO;21935;3033;4872;4548;1737;612;276;15;1;;;;404;66;39;;4;1460;5627;3246;2741;1;1
URGENCES2;2017;350000188;350000055;GEN;336;358;1;IAO;20527;2796;5801;3566;1793;439;2;;;;;;315;;;;4;1460;1001;179;919;1;1
URGENCES2;2017;350000741;350005179;GEN;644;1519;1;IAO;61988;8626;2013;17251;4589;189;432;262;;0;;;2081;638;70;;19;6571;4751;2668;2134;1;1
URGENCES2;2017;350005146;350000733;GEN;210;339;1;IAO;26422;1905;6117;;;;;;;;;;;;;;4;1460;1;1;0;0;1
URGENCES2;2017;350007084;350005179;PED;285;1234;1;IAO;34268;;;;;;;;;;;;;;;4955;8;2472;2487;528;2573;;
URGENCES2;2017;360000038;360000046;GEN;168;168;0;;12530;1364;3137;2094;829;49;3;3;;;;;88;5;25;;6;2190;1287;935;369;0;1
URGENCES2;2017;360000137;360000053;GEN;564;725;1;IAO;48879;7101;11928;11220;3971;928;125;;1;;;0;630;201;48;;10;3650;3385;973;2769;1;1
URGENCES2;2017;360000160;360000053;GEN;168;168;;;9949;;;1884;;;;;;;;;38;;;;3;1095;424;88;525;;
URGENCES2;2017;370000093;370013468;GEN;252;371;1;IAO;20270;3153;2081;2464;;;;;;;;;253;;;;8;2920;2346;356;2406;;
URGENCES2;2017;370000499;370000481;PED;;783;1;IAO;33522;;;;;;;;;;;;;;;4688;8;2920;1815;360;1458;;
URGENCES2;2017;370000531;370000606;GEN;168;168;1;IAO;16649;2763;2823;3513;1561;24;294;17;4;0;0;0;487;137;42;;6;2190;2331;422;2274;1;0
URGENCES2;2017;370000879;370000564;GEN;191;336;1;IAO;16885;2779;3328;2240;1221;13;50;5;0;0;0;0;515;88;63;;4;1460;1461;718;781;1;0
URGENCES2;2017;370000903;370000614;GEN;336;420;1;IAO;14628;5854;2097;;;;;;;;;;;;;;4;;1434;469;1125;1;1
URGENCES2;2017;370004467;370000481;GEN;;1578;1;IAO;52313;8467;2345;19100;5466;419;;;;;;;;;;;18;6570;11836;3074;8918;1;1
URGENCES2;2017;370007569;370007528;GEN;228;423;1;IAO;21169;;;4390;;;;;;;;;;;;;5;1825;1452;1430;22;1;1
URGENCES2;2017;380000026;380780031;GEN;186;186;1;;6769;712;1689;;;;;;;;;;;;;;;;0;0;0;0;1
URGENCES2;2017;380000034;380780049;GEN;684;1204;1;IAO;49016;4830;12880;10688;2967;1479;;;;;;;;;;;15;1926;2239;741;1802;1;1
URGENCES2;2017;380000042;380780056;GEN;238;336;1;IAO;17969;;;2017;;;0;;;;;;;;;;2;730;877;299;671;1;
URGENCES2;2017;380000067;380780080;GEN;805;1764;1;IAO;61633;9372;1125;13610;4549;141;26;11;;22;5;;1626;355;26;;20;7300;21749;9192;15009;1;1
URGENCES2;2017;380000067;380780080;PED;365;840;1;IAO;33055;;;;;;;;;;;;;;;5967;12;4380;5670;2056;3833;;
URGENCES2;2017;380000174;380781435;GEN;456;847;1;IAO;44595;4249;17558;9041;2868;1404;;;;;;;684;68;206;;8;2920;2506;460;2247;1;1
URGENCES2;2017;380000406;380784751;GEN;336;756;1;IAO;36408;3867;7876;;;;;;;;;;;;;;6;2190;3608;830;2955;;
URGENCES2;2017;380012658;380012609;GEN;450;665;1;IAO;30828;3325;3591;4614;1545;76;;;;;;;;;;;10;3650;7446;3575;4625;1;1
URGENCES2;2017;380020123;690041611;GEN;168;238;1;IAO;16955;;;;;;;;;;;;;;;;2;730;670;642;29;1;1
URGENCES2;2017;380782722;380780080;GEN;242;196;0;;15623;905;4194;1581;;;;;;;;;5;;;;;;0;0;0;1;0
URGENCES2;2017;380785956;380795211;GEN;192;420;1;IAO;22336;1414;2793;1778;;;;;;;;;;;;;12;4380;1667;1074;594;1;1
URGENCES2;2017;390000040;390780146;GEN;168;588;1;IAO;44185;5751;8915;9223;3250;821;2;0;0;0;0;0;704;0;0;;13;4745;4469;831;5140;1;1
URGENCES2;2017;390000065;390780161;GEN;168;168;0;;10969;2632;1412;3069;;;;;;;;;;;;;4;1460;1732;618;1342;1;1
URGENCES2;2017;390000222;390780609;GEN;168;420;1;IAO;27471;3833;6468;7188;2506;972;696;42;10;;;;1019;92;71;;4;1440;1363;442;988;1;0
URGENCES2;2017;400000105;400780193;GEN;452;711;1;IAO;44472;5959;10755;8158;2791;1293;120;10;1;;;;581;86;21;;10;3650;10211;5378;5623;1;1
URGENCES2;2017;400000139;400011177;GEN;574;588;1;IAO;35148;6453;8540;9901;3159;1204;107;21;5;;;;;;;;14;5110;3816;1289;2701;1;1
URGENCES2;2017;400782769;400014213;GEN;168;252;0;;8928;1486;1590;1294;761;43;2;0;0;;;;323;7;10;;4;1460;836;605;231;;
URGENCES2;2017;410000020;410000087;GEN;504;780;1;IAO;55471;5873;17213;8625;2195;1652;166;7;3;;;;445;81;48;;10;;2233;84;3354;1;0
URGENCES2;2017;410000038;410000095;GEN;298;483;1;IAO;21126;3259;4609;3725;1586;38;90;5;1;0;0;0;713;156;124;;6;2190;2246;389;2236;1;0
URGENCES2;2017;410000046;410000103;GEN;406;504;1;IAO;24390;3188;6987;5535;;;58;;;0;;;743;;;;4;1460;2668;664;2688;1;1
URGENCES2;2017;420000010;420780033;GEN;280;823;1;IAO;44553;5409;14988;5829;1721;1119;811;420;1;69;21;0;1291;563;36;;8;2920;3252;791;2638;1;
URGENCES2;2017;420000226;420013831;GEN;356;726;1;IAO;25542;2288;7669;5299;1443;862;130;0;1;;;;;;;;6;2190;2627;810;2500;1;1
URGENCES2;2017;420000234;420780652;GEN;361;805;1;IAO;32642;3638;9421;8357;2719;1153;;;;;;;;;;;10;3650;7024;3066;4409;0;1
URGENCES2;2017;420000267;420013831;GEN;168;252;1;IAO;17303;2165;3802;2617;1084;75;28;0;1;;;;;;;;6;2190;1673;247;1732;1;1
URGENCES2;2017;420010050;420787061;GEN;84;139;1;IAO;7629;802;781;1117;236;11;;;;;;;20;;;;2;730;0;0;0;1;0
URGENCES2;2017;420011413;420011405;GEN;238;252;1;IAO;30633;2364;5578;;1177;135;;;;;;;;;;;6;3;211;105;112;1;1
URGENCES2;2017;420780504;420000135;GEN;252;280;1;IAO;22632;1493;4766;1488;;;;;;;;;;;;;5;1825;3168;2716;452;1;1
URGENCES2;2017;420780637;420002495;GEN;;;1;IAO;25157;;;4981;;;;;;;;;;;;;6;2190;2246;571;1935;;
URGENCES2;2017;420782310;420000853;GEN;252;420;1;IAO;28817;1754;5859;4040;191;85;;;;;;;;;;;5;1825;2195;1871;324;1;1
URGENCES2;2017;420785354;420784878;GEN;641;1177;1;IAO;61770;6262;3074;17810;4332;338;;;;;;;;;;;17;6205;13258;4624;9959;1;1
URGENCES2;2017;420785354;420784878;PED;330;781;1;IAO;29540;;;;;;;;;;;;;;;4874;2;730;4654;3360;1300;;
URGENCES2;2017;430000117;430000018;GEN;273;496;1;IAO;40126;4741;8051;13123;3408;1370;28;21;;;;;;;;;8;2920;747;635;114;1;1
URGENCES2;2017;430000190;430000034;GEN;168;287;0;;12876;1576;3055;2184;881;53;1;1;0;0;0;0;109;;;;4;1460;1065;160;1025;1;0
URGENCES2;2017;440000016;440000057;GEN;842;1484;;;78128;7205;19051;22482;5025;3599;35;;3;;;;;;;;10;3650;7696;2479;5753;;
URGENCES2;2017;440000271;440000289;GEN;970;2655;1;IAO;79632;8769;4546;16564;4806;463;1214;57;48;0;0;0;1292;255;43;;20;7059;4214;909;5750;1;1
URGENCES2;2017;440000271;440000289;PED;450;578;1;IAO;36495;;;;;;;;;;;;;;;4382;9;3262;1673;301;1595;;
URGENCES2;2017;440000396;440053643;GEN;238;420;1;IAO;14705;2218;4730;3451;1322;112;45;35;;;;;70;32;;;4;1460;1882;470;1540;1;1
URGENCES2;2017;440000503;440000313;GEN;168;381;1;IAO;21440;3217;5741;;;;;;;;;;;;;;4;1460;3324;1652;1732;0;1
URGENCES2;2017;440041580;440041572;GEN;420;756;1;IAO;30576;5086;1400;7145;;;0;0;0;0;0;0;;;;;8;2920;3861;570;3657;1;0
URGENCES2;2017;450000047;450000096;GEN;708;1008;;;31919;;;5920;;;;;;;;;;;;;10;3650;2973;561;2425;0;0
URGENCES2;2017;450000062;450000104;GEN;661;877;1;IAO;65105;6179;22568;7764;2781;1193;171;8;3;;;;361;84;13;;8;2920;3518;1811;1826;1;1
URGENCES2;2017;450000070;450000112;GEN;168;168;1;IAO;13699;1509;3442;2596;1218;27;;;;;;;;;;;4;1460;1188;237;1067;;
URGENCES2;2017;450000294;450000591;GEN;252;794;1;IAO;31666;3914;1059;2147;842;10;;;;;;;7295;297;358;;8;2920;834;95;926;1;0
URGENCES2;2017;450002613;450000088;GEN;661;1610;1;IAO;79935;7710;2548;18732;4248;256;;;;;;;;;;;0;;15;11;4;1;1
URGENCES2;2017;450002613;450000088;PED;436;392;1;IAO;37781;;;;;;;;;;;;;;;4488;6;2190;881;176;796;;
URGENCES2;2017;460000045;460780083;GEN;39;35;0;;14864;2334;2907;3350;1392;81;0;0;0;3;0;1;178;20;27;;2;730;940;593;353;1;1
URGENCES2;2017;460000052;460780091;GEN;118;242;0;;9860;1439;2174;1454;658;9;6;5;;;;;369;93;65;;4;1460;976;315;731;0;0
URGENCES2;2017;460000102;460780208;GEN;168;252;0;;8630;1593;1654;2005;922;32;11;10;;;;;152;40;18;;3;832;729;261;590;1;1
URGENCES2;2017;460000110;460780216;GEN;168;525;1;IAO;23720;3357;5260;7013;2027;721;;;;;;;;;;;6;2190;2983;1531;1490;1;1
URGENCES2;2017;470000027;470014069;GEN;336;455;1;IAO;26176;3710;4377;4939;2054;276;;;;;;;;;;;10;3650;3381;2221;1319;1;1
URGENCES2;2017;470000423;470016171;GEN;314;616;1;IAO;35615;4697;8888;7888;2401;1094;3;1;2;;;;;;;;8;2920;3074;1190;1969;1;1
URGENCES2;2017;470000431;470000324;GEN;254;420;1;IAO;31057;4562;7453;5762;;;;;;;;;495;;;;5;1825;4282;2345;2047;1;1
URGENCES2;2017;470000480;470001660;GEN;336;504;1;IAO;23603;4263;5063;7412;2731;902;396;305;0;;;;1407;565;32;;3;1095;3340;1504;1869;1;1
URGENCES2;2017;480000017;480780097;GEN;168;336;0;;19947;2243;4545;4321;1217;499;;;;;;;;;;;4;1460;1292;469;861;0;1
URGENCES2;2017;490000049;490000031;GEN;603;1252;1;MAO;56698;9831;2210;13820;4897;165;24;14;0;0;0;0;1775;289;81;;13;4737;8632;2241;6711;1;1
URGENCES2;2017;490000049;490000031;PED;180;466;1;IAO;26604;;;;;;;;;;;;;;;3647;8;2920;1128;411;726;;
URGENCES2;2017;490000635;490000676;GEN;456;1330;1;IAO;61453;6607;20493;12868;3760;2107;276;10;10;;;;;;;;8;2920;3229;906;2444;0;1
URGENCES2;2017;490001765;490528452;GEN;406;504;1;IAO;31445;3689;11018;4447;1886;817;68;10;0;;;;725;143;38;;5;1825;4751;2214;2879;0;1
URGENCES2;2017;490014909;490008109;GEN;272;521;1;IAO;31070;2378;7099;4356;;;;;;;;;;;;;3;1095;391;154;238;1;1
URGENCES2;2017;500000021;500000054;GEN;376;468;1;IAO;22391;3942;3301;6658;2544;211;22;16;;;;;497;129;18;;4;1460;2767;647;2260;1;1
URGENCES2;2017;500000187;500000013;GEN;390;1008;1;IAO;45929;6372;6412;12915;4287;196;4;1;;1;;;696;43;16;;12;4380;4084;1098;3420;1;0
URGENCES2;2017;500000260;500000054;GEN;168;168;0;;16322;2706;3260;4105;1590;138;6;4;2;;;;150;39;11;;4;;2438;1242;1255;0;0
URGENCES2;2017;500000427;500000096;GEN;39;35;1;IAO;9329;582;770;1100;;;1;;;;;;101;;;;2;730;815;547;311;1;0
URGENCES2;2017;500000450;500000112;GEN;168;462;1;IAO;47155;4825;15211;9299;2841;1267;3;0;0;0;0;0;0;0;0;;3;1044;980;279;738;1;0
URGENCES2;2017;500000591;500000393;GEN;168;420;1;IAO;16204;2851;2829;3589;2057;19;1;0;0;0;0;0;475;134;8;;5;1825;1346;384;1004;0;0
URGENCES2;2017;510000169;510000037;GEN;354;561;1;IAO;29905;3167;6525;6215;1868;1044;6;3;0;0;0;0;0;0;0;;8;2920;1865;294;2023;1;1
URGENCES2;2017;510000185;510000532;GEN;210;434;1;IAO;16139;;1696;3513;;;;;;;;;;;;;8;2920;672;206;511;1;0
URGENCES2;2017;510000193;510000532;GEN;168;308;1;IAO;16131;1110;2034;2646;531;56;;;;;;;;;;;7;2555;2527;1240;1370;1;1
URGENCES2;2017;510000235;510000060;GEN;193;532;1;IAO;21005;3675;4676;4818;1672;534;;;;;;;;;;;3;1095;1053;314;837;1;1
URGENCES2;2017;510000250;510000078;GEN;168;267;1;IAO;15194;2154;3585;2672;1065;374;;;;;;;;;;;4;1460;727;201;577;1;1
URGENCES2;2017;510002470;510000029;PED;218;914;1;IAO;26837;;;;;;;;;;;;;;;3336;8;2920;2601;462;2271;;
URGENCES2;2017;510004302;510000029;GEN;436;1435;1;IAO;50856;6737;1932;9700;3189;110;375;39;10;;;;703;38;7;;12;4380;3007;435;3294;1;1
URGENCES2;2017;520000027;520780032;GEN;44;630;1;IAO;13971;2054;2786;2870;1227;22;;;;;;;;;;;4;;2195;547;1827;1;1
URGENCES2;2017;520000043;520780057;GEN;96;252;;;13971;2054;2786;2870;1227;22;;;;;;;847;167;152;;4;;1025;390;715;1;1
URGENCES2;2017;520000068;520780073;GEN;252;504;1;IAO;24507;2825;5879;;;;;;;;;;;;;;4;1460;1020;253;897;;
URGENCES2;2017;530000017;530000025;GEN;168;322;0;;18115;3261;4048;4997;2126;164;;;;;;;491;;;;1;365;975;396;595;0;1
URGENCES2;2017;530000173;530000074;GEN;385;588;1;IAO;22705;3494;4401;5249;2123;11;275;43;0;0;0;0;360;85;56;;6;2190;1990;181;2067;1;1
URGENCES2;2017;530000264;530000371;GEN;420;675;1;IAO;45239;4702;16014;7359;2242;1794;48;4;3;4;;;263;73;17;;11;4015;3151;466;3005;0;0
URGENCES2;2017;540000015;540023264;PED;208;63;0;;1475;;;;;;;;;;;;;;;1402;;;;;;;
URGENCES2;2017;540000023;540000049;GEN;336;420;0;;16376;1759;3667;3334;1072;78;0;0;0;;;;319;71;48;;4;1460;1620;386;1312;1;1
URGENCES2;2017;540000155;540000080;GEN;218;252;0;;17946;2584;3996;4175;1501;522;;;;6;;;479;50;79;;4;1460;1509;428;1140;1;1
URGENCES2;2017;540000296;540000106;GEN;168;168;;;12279;2003;2087;1623;;;8;;;;;;978;;;;3;1095;1518;406;1258;1;1
URGENCES2;2017;540000486;540000932;GEN;168;840;0;;16891;;;;;;;;;;;;;;;;8;2920;6679;4714;2321;1;1
URGENCES2;2017;540001070;540000767;GEN;168;438;1;IAO;32378;2885;11409;5337;1645;1129;114;3;1;;;;;;;;4;;1503;649;942;;
URGENCES2;2017;540001096;570010181;GEN;168;252;1;IAO;21830;2937;4288;5317;1792;158;157;15;;2;;;400;50;177;;7;2555;3429;1881;2213;1;0
URGENCES2;2017;540001138;540023264;GEN;532;1344;1;IAO;60033;6264;1005;13824;3760;93;9;0;0;0;0;0;1821;211;32;;16;5776;10211;3571;8886;1;1
URGENCES2;2017;540002698;540023264;PED;170;672;1;IAO;26101;;;;;;;;;;;;;;;5084;1;365;1445;1175;273;;
URGENCES2;2017;550000012;550006795;GEN;386;756;1;IAO;28655;3290;6927;6947;2170;839;702;28;33;3;3;3;231;27;40;;6;;1425;559;892;1;1
URGENCES2;2017;550000434;550003354;GEN;381;588;1;IAO;18876;2720;4411;4427;1310;939;14;13;0;0;0;0;1172;338;55;;4;1460;1677;484;1326;1;1
URGENCES2;2017;560000127;560023210;GEN;621;1581;1;IAO;72582;8799;20388;18696;5426;2371;4;3;0;;;;2007;395;51;;16;5840;7367;725;8007;1;0
URGENCES2;2017;560000135;560005746;GEN;775;1145;1;IAO;60936;7315;16874;10639;3225;2354;10;;;;;;1522;247;84;;9;3285;7425;2531;5434;1;1
URGENCES2;2017;560000143;560014748;GEN;220;504;1;IAO;29270;4816;5998;9098;;;0;;;0;;;424;;;;12;4380;2735;378;2587;1;1
URGENCES2;2017;560000192;560000044;GEN;168;308;1;IAO;20427;3716;3683;5419;2364;97;134;97;0;5;1;;443;98;73;;6;2190;1747;255;1548;0;0
URGENCES2;2017;560000200;560023210;GEN;77;84;1;IAO;1089;121;268;100;53;1;0;0;0;;;;0;0;0;;;;0;0;0;0;0
URGENCES2;2017;570000059;570025254;GEN;252;720;1;IAO;44490;3290;18304;6694;1664;2320;5;4;0;;;;1220;200;24;;6;2190;2475;519;2259;1;1
URGENCES2;2017;570000117;570015099;GEN;168;504;1;IAO;22332;2501;4825;3962;1439;435;;;;2;2;;718;64;46;;4;1460;1999;1096;953;1;1
URGENCES2;2017;570000216;570010181;GEN;374;392;1;IAO;24376;;;;;;;;;;;;;;;;4;1460;2866;1524;1435;1;1
URGENCES2;2017;570000349;570005165;GEN;504;1250;1;IAO;57472;6291;19937;9183;2399;1399;535;99;2;0;0;0;2211;1041;63;;15;5475;4755;526;4968;1;1
URGENCES2;2017;570000596;750821092;GEN;250;710;1;IAO;23366;802;2099;1376;286;15;24;1;0;0;0;0;25;7;0;;6;2190;1413;631;821;1;1
URGENCES2;2017;570000646;570001115;GEN;168;336;0;;19179;1670;3967;50;7;1;;;;;;;;;;;5;1825;1966;1218;773;1;1
URGENCES2;2017;570000901;570000158;GEN;267;590;1;IAO;42060;4130;12877;9362;2631;1722;;;;;;;;;;;5;1825;2841;939;2019;1;1
URGENCES2;2017;570026682;570005165;GEN;602;1400;1;IAO;69399;7355;21958;10864;2555;1840;13;5;0;0;0;0;3516;980;166;;20;7300;7896;1438;7396;1;1
URGENCES2;2017;580972669;580780070;GEN;168;168;;;10415;1511;2410;966;549;2;;;;;;;293;45;66;;2;730;676;411;283;1;0
URGENCES2;2017;580972677;580780088;GEN;168;262;1;IAO;14140;2746;2707;853;;;0;;;0;;;1117;;;;2;730;1107;513;644;1;1
URGENCES2;2017;580972685;580780096;GEN;168;168;;;13678;2022;2670;3368;1386;41;3;;;;;;45;;;;2;730;733;243;592;0;1
URGENCES2;2017;580972693;580780039;GEN;644;1008;1;IAO;41543;5286;12361;7152;3063;39;12;7;;;;;550;246;;;10;3480;3748;757;3350;1;1
URGENCES2;2017;590000121;590780227;GEN;700;812;1;IAO;48222;3354;15129;9764;2049;1497;31;19;0;0;0;0;233;19;34;;8;2920;2386;405;2189;0;1
URGENCES2;2017;590000337;590781415;GEN;379;1283;1;IAO;59459;5716;13033;16789;;;;;;;;;;;;;9;3285;6563;3217;3652;1;0
URGENCES2;2017;590000428;590781605;GEN;238;682;1;IAO;32375;5066;9014;11623;;;;;;;;;;;;;10;3600;8914;4275;4905;0;0
URGENCES2;2017;590000436;590781621;GEN;1040;1811;1;IAO;10785;1336;3533;;;;;;;;;;;;;;5;;2297;678;1885;0;1
URGENCES2;2017;590000469;590781662;GEN;231;574;1;IAO;16176;1411;4705;4728;1042;660;0;0;0;0;0;0;289;36;91;;12;2190;2415;812;1806;1;0
URGENCES2;2017;590000535;590781803;GEN;460;1162;1;IAO;59426;4361;17337;8079;1783;1657;678;10;17;;;;761;235;23;;12;4380;5272;2082;3498;1;1
URGENCES2;2017;590000592;590782165;GEN;331;581;1;IAO;29639;3875;6038;3539;1513;0;222;98;0;;;;400;;;;6;2190;3588;1611;2055;1;1
URGENCES2;2017;590000618;590782215;GEN;784;1507;1;IAO;64845;9452;1815;10457;2769;169;;;;;;;;;;;17;6205;13016;6279;7159;1;
URGENCES2;2017;590000618;590782215;PED;266;333;1;IAO;28565;;;;;;;;;;;;;;;5737;8;2920;3356;1727;1646;;
URGENCES2;2017;590000758;590782637;GEN;278;720;1;IAO;34067;2877;12865;9791;;;0;;;0;;;848;;;;8;;8810;6198;2706;1;1
URGENCES2;2017;590000774;590782652;GEN;168;336;1;IAO;17572;2097;3307;3820;1307;181;;;;;;;94;36;2;;4;;2226;1434;809;0;0
URGENCES2;2017;590001004;590783239;GEN;;1428;1;IAO;68054;7106;21433;16623;4253;3086;351;0;8;;;;;;;;11;4015;5492;901;5150;1;0
URGENCES2;2017;590001749;590788956;GEN;168;313;0;;13273;939;3547;1654;626;14;;;;;;;;;;;2;730;323;226;98;0;0
URGENCES2;2017;590008041;590008033;GEN;168;564;;;14816;;;;;;;;;;;;;;;;10;;711;45;787;;
URGENCES2;2017;590780284;590051801;GEN;;;1;IAO;24987;4808;2857;8775;3185;231;;;;;;;;;;;7;2555;5494;3071;2669;;
URGENCES2;2017;590796975;590780193;GEN;611;1985;1;IAO;115899;7468;3471;16775;3684;394;842;21;51;8039;3508;280;1663;276;36;;13;4745;19991;11171;8850;1;1
URGENCES2;2017;590796975;590780193;PED;384;551;1;IAO;28925;;;;;;;;;;;;;;;6193;10;3650;6004;3152;2902;;
URGENCES2;2017;590797353;590051801;GEN;;;1;IAO;42052;2637;4631;10501;1789;604;;;;;;;;;;;7;2555;5519;2100;3928;;
URGENCES2;2017;590797353;590051801;PED;;;0;;21659;;;;;;;;;;;;;;;3196;5;1825;1235;452;796;;
URGENCES2;2017;590801106;590782421;GEN;893;1351;1;IAO;49740;;;8655;;;1;;;;;;1337;;;;20;7300;5833;3044;2890;;
URGENCES2;2017;590801106;590782421;PED;86;235;1;IAO;27616;;;;;;;;;;;;;;;4692;20;0;813;688;125;;
