BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2019;400008199;400008108;1;0;0;25;8;0;66;10;0;400000139;;;0;8;0;0;10;0;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;400780359;400000204;0;0;0;173;0;79;540;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;410000020;410000087;1;0;1;5880;0;5059;6681;0;1;;;;5304;0;175;4959;0;579;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;;;1138;0;0;0;2;0;0;0;9986;0;22;0;0;0;2;4;1.16;3.5;14;13;0;0;3;5;4;0;0;0;16.45;15.15;0;0;2.87
CANCERO;2019;410000038;410000095;1;0;1;1642;0;1623;209;0;1;;;;1642;0;7;1623;0;146;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;1;0;1;3;0;0;0;0;1.42;0.76;0.2;0;0.2
CANCERO;2019;410000046;410000103;1;0;1;875;0;828;363;0;0;410000087;;;755;0;0;769;0;66;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;776;0;0;0;0;0;0;0;0;0;0;0;;1;;0.2;;1;0;0;0;0;4;3;0;0;0;2.4;0.4;0;0;0
CANCERO;2019;410000202;410000319;1;0;1;7297;0;6465;6187;0;1;;;;6441;0;63;6267;0;648;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;20;;;655;6671;0;0;0;0;0;0;6598;0;0;0;;1;1;2;0.9;2;12;7;;;6;4;1;0;1;10;14.22;7.86;0.2;0.3;11.42
CANCERO;2019;410004998;410000871;1;0;0;206;0;94;551;0;1;;;;14;0;0;11;0;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;410005003;440052041;1;0;0;;16;;;41;1;410000020;;;0;16;0;0;41;0;13;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;410007371;410007363;0;1;0;18393;;18393;;;;;;;;;;;;;;;;2;0;0;0;18393;;0;;812;0;3;3;11;0;5;;0;0;0;0;0;3;3;12.1;0;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;420000010;420780033;1;1;1;19673;74;18744;8109;119;1;;;;7029;74;393;6431;119;771;29;0;0;2;0;;541;11353;113;0;0;551;0;2;2;4;1;4;0;1;;6;;;2.52;2;7.79;1;4.06;29;18;;;968;6559;0;0;0;0;0;0;7869;0;0;0;3;4;0;6;2.13;0.98;15;13;;1;8;12;3;1;;1;23.82;14.33;0.33;0.48;7.49
CANCERO;2019;420000226;420013831;1;0;0;362;0;268;907;0;1;;;;233;0;7;220;0;46;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;420000234;420780652;0;0;0;112;0;29;830;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;420002479;420002438;1;0;0;0;41;;0;79;0;420010241;;;0;41;0;0;79;0;32;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;420010050;420787061;1;0;0;1180;0;330;4664;0;0;420010241;;;166;0;0;114;0;58;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;420010241;420013492;1;1;1;61174;0;59908;12393;0;1;;;;20607;0;959;19184;0;2213;0;1;0;5;;0;1804;37367;163;137;6;1717;54;8;2;21;2;9;1;2;5;11;1;2;9.64;5.55;30.52;2.23;9.86;57;40;;;1770;24102;0;0;2;4;0;0;14158;0;8;0;7;0;7;0;9.62;0;26;11;0;0;16;22;18;0;0;19;37.72;19.19;0;0;28.6
CANCERO;2019;420011413;420011405;1;0;1;3625;0;2613;9393;0;1;;;;2308;0;6;2233;0;298;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;2355;0;0;0;0;0;0;0;0;0;0;1;;;;0.5;;2;;;;;2;;1;;;3.5;;0.8;;0.5
CANCERO;2019;420780504;420000135;0;0;0;1000;0;498;3386;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;420780637;420002495;1;0;0;1281;0;1105;1576;0;1;;;;1181;0;61;1084;0;152;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;420782310;420000853;0;0;0;487;0;154;2328;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;420785354;420784878;1;0;1;9646;0;7388;19949;0;1;;;;7517;0;352;6829;0;980;0;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;;;308;3721;0;0;283;1177;0;0;1081;0;1018;0;;5;;2;;3.87;12;0;1;0;14;9;0;0;0;8;16.2;0.02;0.5;0;15.99
CANCERO;2019;430000109;430000372;0;0;0;486;0;179;1536;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;430000117;430000018;1;1;1;14329;10;13864;4948;15;1;;;;4676;10;70;4465;15;469;8;0;0;1;0;;404;8884;75;0;0;417;0;1;2;5;0;1;0;2;1;2;0;5;2.14;2.77;5.95;0;3.77;;20;;;0;4491;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1.68;0.95;0;0;0;0;0;29;19;0;0;12;8.65;5.34;0;0;5.77
CANCERO;2019;430000190;430000034;1;0;1;968;0;947;222;0;1;630000404;;;964;0;6;947;0;108;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;1340;0;0;0;0;0;0;0;0;0;0;;;1;;0.8;;;;;;;;;;;;;;;;
CANCERO;2019;440000016;440000057;1;0;0;2682;829;2350;1633;833;0;440050433;;;2062;829;31;1959;833;261;98;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440000271;440000289;1;1;1;22274;64;18404;34045;64;1;;;;18845;64;1209;17023;64;1892;0;158;14;0;0;0;0;0;5;0;204;4;154;0;;;;;1;;;;;;;;;;;43;46;;;1957;23526;0;0;243;2552;0;0;9426;0;771;0;9;6;7;11;11.64;8.86;83;44;0;0;24;38;20;2;1;7;109.72;57.41;1;0.5;26.36
CANCERO;2019;440000404;440000925;0;0;0;93;0;30;350;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440000412;440000941;0;0;0;875;0;720;384;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440000487;440001014;1;0;0;722;0;164;2020;0;0;440001113;;;113;0;0;96;0;19;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440000503;440000313;1;0;1;322;0;319;54;0;0;440001113;;;321;0;1;319;0;41;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;321;0;0;0;0;0;0;0;0;0;0;1;1;;;0.2;0.1;1;;;;;1;1;;;;1.8;0.5;;;
CANCERO;2019;440000651;440001212;0;0;0;41;0;36;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440001113;490017258;1;1;1;77371;0;74843;12499;0;1;;;;22628;0;936;21235;0;2737;0;0;0;7;0;4;3226;49257;369;336;249;2770;353;8;8;25;6;14;62;7;1;14;1;9;11.02;7.3;32.91;6.39;17.05;41;53;27;15;2108;22959;1653;3795;2;0;0;0;12321;5061;5;0;17;;14;;21.45;;60;41;1;3;46;73;38;5;;16;91.94;54.22;3.94;2.59;39.6
CANCERO;2019;440002020;440001386;0;0;0;1072;0;472;3045;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440012128;440003960;1;0;0;0;625;0;0;649;0;440000289;440001113;;0;625;0;0;649;0;112;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440017440;440000057;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440017598;440000289;1;1;1;3524;0;2769;8044;0;1;;;;3030;0;145;2739;0;367;0;0;0;0;;0;0;0;57;0;9;57;2;0;;;;;0;;;;;;;;;;;12;7;;;391;2820;0;0;0;0;0;0;3966;0;0;0;2;;3;1;2.9;0.1;10;8;0;0;0;7;4;1;0;1;12.65;11.03;0.36;0;0.8
CANCERO;2019;440024982;440000461;1;0;0;217;0;35;1273;0;0;;;;7;0;0;7;0;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440029338;440053411;1;0;0;1263;0;330;4854;0;0;;;;212;0;0;194;0;51;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440029379;440000974;0;0;0;783;0;595;542;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440033819;440006344;0;0;0;1412;0;526;4263;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;440041580;440041572;1;1;1;20803;0;19036;16488;0;1;;;;18302;0;59;18021;0;2072;0;1;0;4;0;0;0;41128;3;0;0;1774;0;5;3;21;3;9;0;;;13;;2;;3.4;24.48;2.98;9.96;40;29;;;906;17802;0;0;0;9;0;0;13399;0;0;0;;;5;8;;;46;24;1;1;2;3;1;4;2;3;40.36;20.96;1.88;1.68;2.92
CANCERO;2019;440048700;490017258;1;0;1;38;0;38;0;0;1;;;;38;0;0;38;0;12;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;38;0;0;0;0;0;0;0;0;0;0;;;0;;0.1;;;;;;;;;;;;;;;;
CANCERO;2019;440048718;440041572;1;0;1;4391;0;4391;4391;0;1;;;;4391;0;0;4390;0;522;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;4476;0;0;0;0;0;0;0;0;0;0;;;4;3;;;3;1;;;1;1;1;1;1;4;3.4;1.5;0.2;0.1;2.66
CANCERO;2019;440050433;440053429;1;1;1;32830;0;32018;6983;0;1;;;;9053;0;55;8782;0;1104;0;0;0;3;0;0;1006;21955;569;0;0;1032;0;4;2;22;3;2;0;;1;3;;1;3.99;3.17;17.6;2.84;2.49;30;24;;;770;8783;0;0;0;0;0;0;9892;0;0;0;2;0;3;3;3.88;2.89;15;5;2;;6;10;11;2;;4;28.37;17.8;1.05;;10.76
CANCERO;2019;450000062;450000104;1;0;1;6810;0;6184;5049;0;1;;;;6428;0;185;6137;0;594;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30;27;;;905;6815;0;0;0;2;0;0;9871;0;0;0;3;;7;2;4.09;0.63;17;11;;;10;6;4;1;;3;21.09;13.43;0.16;;12.73
CANCERO;2019;450000070;450000112;1;0;0;223;0;218;120;0;0;450000104;;;223;0;0;218;0;17;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;450000237;450000534;1;0;1;2090;0;2042;464;0;0;;;;1988;0;0;1988;0;313;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;2236;0;0;0;9;0;0;0;0;0;0;;;0;;0.18;;;;;;;0;;0;;;1.25;;0.27;;
CANCERO;2019;450000245;450000542;1;0;1;1477;0;1095;2253;0;0;450000088;;;995;0;0;983;0;139;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;983;0;0;0;0;0;0;0;0;0;0;;;2;;0.37;;;;;;;4;;;;;0.63;;;;
CANCERO;2019;450002613;450000088;1;1;1;40537;0;37363;26505;0;1;;;;17504;0;1327;15621;0;1861;0;19;0;4;0;7;1289;20013;337;175;75;1107;136;0;2;20;0;6;0;4;2;7;0;3;2.06;3.77;25.75;0;8.6;28;18;;;1381;6182;0;0;0;0;0;0;7848;0;0;0;0;0;4;7;1.88;2.84;16;15;0;0;2;7;6;1;0;1;22.46;19.31;0.18;0;2.15
CANCERO;2019;450010079;450000195;1;1;1;7058;0;6211;4543;0;1;;;;5779;0;0;5782;0;579;0;0;0;2;0;;;14704;;;;694;;2;2;6;1;2;;;;1;;;2;1.55;8.48;1;2.11;;18;;;0;5782;0;0;0;0;0;0;0;0;0;0;2;;;;2;;4;;;;;1;;1;;;4.38;;0.53;;
CANCERO;2019;450012968;450001474;1;0;0;107;;69;140;;0;;;;3;;;63;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;450018528;370001638;1;0;0;0;69;0;0;70;0;910002773;750712184;920100013;0;62;0;0;79;0;13;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;450019336;450018478;0;1;0;16182;;15501;0;;;;;;;;;;;;;;;2;;0;681;15501;0;0;0;681;0;3;3;8;0;7;;0;0;1;1;3;3;3;8.5;0.5;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;460000045;460780083;0;0;0;182;0;57;1078;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;460000110;460780216;1;0;1;3415;1;2870;3461;1;1;;;;2912;1;106;2731;1;391;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;4;12;;;168;2406;0;0;0;0;0;0;921;0;0;0;0;3;0;0;0;2.83;5;2;1;0;2;2;2;0;0;1;7.5;4.65;0.28;0;2.72
CANCERO;2019;460006075;460006067;1;0;1;859;0;859;859;0;0;120000039;;;859;0;0;859;0;105;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;861;0;0;0;0;0;0;0;0;0;0;;;2;3;0.3;0.6;2;;;;;1;;1;1;1;2.3;;0.2;0.2;0.5
CANCERO;2019;470000027;470014069;1;0;0;1508;0;557;6084;0;0;470000159;;;268;0;0;268;0;42;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;470000159;470014069;1;0;1;7677;0;7677;7677;0;1;;;;7677;0;0;7677;0;911;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;7675;0;0;0;0;0;0;0;0;0;0;4;;;2;4;0.5;3;1;;;;2;;1;1;;3.36;1;0.5;0.26;
CANCERO;2019;470000423;470016171;1;0;0;5207;0;4412;3966;0;1;;;;5075;0;551;4368;0;436;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;470000431;470000324;1;0;0;542;0;526;263;0;1;;;;533;0;2;518;0;61;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;470000480;470001660;1;0;0;366;0;306;626;0;0;;;;133;0;1;115;0;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;470000555;470001660;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;470010349;470010331;0;1;0;26807;;25459;;;;;;;;;;;;;;;;3;0;0;1348;25459;;;;1170;;4;3;15;1;15;;;1;;;3;4;3.77;15;1;16.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;470016049;470016023;1;0;0;197;0;29;895;0;0;330000662;;;197;;;29;;0;;197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;480000017;480780097;1;0;1;1523;0;1428;955;0;1;;;;1452;0;12;1409;0;172;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2320;0;0;0;18;0;0;0;0;0;0;1;;;;0.4;;;;1;;2;;;;;2;;;0.25;;1.3
CANCERO;2019;490000049;490000031;1;0;1;16665;0;12814;30925;0;1;;;;14219;0;1416;12123;0;1726;0;109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;3;2;0;0;369;1318;0;0;366;1274;0;1541;0;1532;;2;;4;;5.3;51;31;0;0;15;36;24;2;1;14;77.81;50.4;1.5;0.1;21.6
CANCERO;2019;490000155;490017258;1;1;1;68902;0;66713;7979;0;1;;;;19130;0;1224;17625;0;2137;0;0;0;5;;4;2650;45580;310;305;218;2377;285;10;7;24;2;5;1;1;;11;3;;9.92;6.83;29.05;4.2;4.8;31;43;19;12;2081;19004;1102;5204;0;0;0;0;7826;4064;0;0;13;;4;;12.84;;44;34;1;1;10;50;13;2;3;8;74.01;37.66;2.41;2.8;13.43
CANCERO;2019;490000262;490000171;1;0;1;2278;0;2007;2135;0;1;;;;1986;0;54;1904;0;246;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;2121;0;0;0;9;0;0;0;0;0;0;;;;8;;4;;;;;;4;;1;1;;3.3;;0.1;0.1;
CANCERO;2019;490000312;490012176;1;0;0;0;209;0;0;212;0;490000155;490000031;;0;209;0;0;212;0;27;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;490000635;490000676;1;0;1;5307;0;4762;4766;0;1;;;;4700;0;148;4420;0;518;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;5103;0;0;0;0;0;0;0;0;0;0;2;14;;;1.85;2.9;4;1;;;4;3;1;;;4;6.61;1.55;;;7.12
CANCERO;2019;490001765;490528452;1;0;0;1426;0;1352;475;0;0;490000031;;;1251;0;3;1233;0;164;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;490002037;490000890;1;0;1;4812;0;3869;4997;0;1;;;;3869;0;245;3540;0;358;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;0;3805;0;0;0;0;0;0;0;0;0;0;2;;;;2;;3;;;;1;2;;;;;2.68;;;;1
CANCERO;2019;490007929;490000627;0;0;0;455;0;244;1203;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;490014909;490008109;1;0;1;2090;0;814;8091;0;1;;;;218;0;0;217;0;33;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;490016334;490016326;1;0;0;;87;;;102;0;440000289;;;0;87;0;0;102;0;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;490016870;440052041;1;0;0;0;92;0;0;105;1;490528452;;;0;92;0;0;105;0;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;500000021;500000054;1;0;0;778;5;353;2577;9;1;;;;328;5;0;308;9;75;4;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;500000146;500000500;1;1;1;4502;0;4004;4743;0;1;;;;3854;0;23;3752;0;461;0;0;0;1;0;;0;0;26;0;0;14;0;2;;;;;0;;;;;;2;;;;;29;13;;;19;3718;0;0;0;0;0;0;406;0;0;0;2;;;;2;;7;8;;;;3;4;1;1;;11.84;9.11;0.7;0.45;
CANCERO;2019;500000187;500000013;1;0;1;5364;65;4877;4696;65;1;;;;5104;65;189;4862;65;635;10;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;10;;;558;4838;0;0;0;0;0;0;4205;0;0;0;1;0;;1;1;0.72;9;12;1;0;6;6;4;0;0;1;13.89;10.99;1;0;5.52
CANCERO;2019;500000203;500000542;0;0;0;357;0;151;1029;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;500000260;500000054;1;0;0;1700;0;1650;1298;0;1;;;;1693;0;4;1643;0;219;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;500000450;500000112;1;0;0;3522;1;3332;2003;1;1;;;;3377;1;1;3291;1;291;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;500002357;500002233;0;0;0;782;0;313;2057;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;500021449;500018296;0;1;0;18299;0;18299;0;0;;;;;;;;;;;;;;2;0;0;0;18299;1143;0;0;836;0;0;3;10;2;7;0;3;0;0;0;1;2.2;2.33;8.5;2;6.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;500021944;140000639;0;1;0;9959;0;9536;0;0;;;;;;;;;;;;;;1;;;423;9536;0;0;0;436;0;1;;;;;0;;;;;;1.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;510000185;510000532;1;1;1;16008;0;15438;7326;0;1;;;;15649;0;166;15285;0;1913;0;0;0;0;;3;0;0;40;0;39;37;33;6;4;15;2;2;0;0;0;2;0;;6;4;17.1;2;2;;38;;;0;17868;0;0;0;110;0;0;0;0;0;0;1;;1;;;;20;12;0;1;;;3;1;0;;19.94;12.47;0.35;0.4;
CANCERO;2019;510000235;510000060;1;0;0;980;;852;1032;;0;510000029;510000185;510000516;905;;26;848;;121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;510000516;510000136;1;1;1;40515;0;38803;9515;0;1;;;;11442;0;669;10510;0;1332;0;0;0;3;0;6;1625;25869;263;178;365;1455;392;4;3;19;5;3;0;;;1;;2;4;3;19.5;4;4.6;60;20;18;4;1850;12834;904;1302;1;6;1;3;12038;2320;2;4;8;;1;;8.8;;51;30;1;1;6;8;5;;;1;56.15;33.05;1;1;6.8
CANCERO;2019;510002447;510000029;1;0;1;13640;0;11531;19716;0;1;;;;12364;0;499;11359;0;1390;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;5;23;;;294;12331;0;0;0;0;0;0;1192;0;0;0;0;12;0;1;0;4.07;6;8;0;0;11;5;2;0;0;0;2.8;2.01;0;0;2.1
CANCERO;2019;510002470;510000029;1;0;1;1358;0;1084;1934;0;1;;;;1234;0;215;972;0;5;0;91;0;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;;;380;1814;0;0;374;1766;0;0;1961;0;1929;0;;6;;;;5.5;10;9;0;0;2;11;3;1;0;5;17.78;10.42;0.4;0;3.65
CANCERO;2019;510004302;510000029;1;0;0;1030;0;470;3624;0;1;;;;580;0;78;419;0;159;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;510022908;510018559;1;0;1;1136;;1136;1159;;1;510018559;;;1136;;;1109;;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;1136;;;;;;;;;;;0;2;;1;;0.36;1;;;;10;2;;;;3;1.85;;;;1.29
CANCERO;2019;510024490;510007081;0;1;0;42123;;39663;0;;;;;;;;;;;;;;;3;1;3;2460;39447;4500;216;44;1952;67;6;4;15;2;2;0;0;0;2;0;;6;4;17.1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;510024979;510000532;1;0;0;2651;0;569;12682;0;0;510000532;;;14;0;0;1;0;14;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
