BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2018;040000093;040780215;GEN;490;791;1;IAO;34976;4110;8934;6673;1876;697;;;;;;;1027;236;73;;8;2920;3200;982;2501;1;1
URGENCES2;2018;040000135;050002948;GEN;336;240;0;;17386;1801;3775;2398;854;109;208;160;0;8;3;0;436;193;2;;4;1460;1281;400;928;0;0
URGENCES2;2018;040000911;040788879;GEN;238;434;1;IAO;20090;3024;3871;4210;1266;234;270;3;8;;;;106;;;;6;1730;1822;794;1119;1;0
URGENCES2;2018;050000231;050000116;GEN;210;252;1;IAO;21409;1488;4990;;;;;;;;;;;;;;2;730;1108;755;354;1;1
URGENCES2;2018;050000256;050000124;GEN;168;168;1;IAO;8868;1172;2221;930;;;;;;;;;365;;;;2;;369;185;186;1;0
URGENCES2;2018;050000348;050002948;GEN;588;525;1;MAO;29035;3861;5609;9200;2543;1010;149;119;0;54;27;1;1841;804;64;;9;3285;4206;1967;2300;1;1
URGENCES2;2018;060000478;060780897;GEN;559;122;1;IAO;48351;4452;18041;8763;2539;1284;294;14;3;0;0;0;507;64;108;;8;2188;2204;1130;1105;1;0
URGENCES2;2018;060000510;060780954;GEN;694;728;1;IAO;52607;6810;6843;8363;2880;482;538;33;2;;;;446;131;38;;12;4380;3663;930;4205;0;0
URGENCES2;2018;060000544;060780988;GEN;678;903;1;IAO;54092;7189;14006;10535;3865;1491;487;;;;;;159;;;;4;1460;7986;5565;2467;1;1
URGENCES2;2018;060002102;060791761;GEN;238;308;0;;19916;3287;2990;2378;;;53;;;;;;656;;;;2;730;2663;1447;1288;0;0
URGENCES2;2018;060780491;060790797;GEN;180;245;1;IAO;22426;2099;1206;2477;572;13;;;;;;;97;21;3;;4;;0;0;0;1;0
URGENCES2;2018;060780517;060000239;GEN;252;392;1;IAO;34822;2601;5465;2914;818;42;0;0;0;0;0;0;269;25;44;;5;1825;642;609;33;1;0
URGENCES2;2018;060780715;060000361;GEN;280;322;1;IAO;27112;3526;2150;3965;1244;34;;;;;;;685;287;8;;4;1460;0;0;0;;
URGENCES2;2018;060780723;060004959;GEN;168;168;1;IAO;14091;1309;660;1312;;;;;;;;;;;;;8;2920;1196;793;1380;1;1
URGENCES2;2018;060780947;060800174;PED;347;924;1;IAO;60622;;;;;;;;;;;;;;;7429;13;2789;3877;1621;2331;;
URGENCES2;2018;060785003;060785011;GEN;1012;1876;1;IAO;92311;;;10782;;;341;;;0;;;3012;;;;19;6935;6488;4464;2042;1;0
URGENCES2;2018;070000013;070002878;GEN;39;35;1;IAO;13300;1741;2560;787;425;1;90;70;;;;;262;86;4;;5;1825;1219;280;1439;0;1
URGENCES2;2018;070000179;070780358;GEN;476;336;1;IAO;33327;3436;10119;8069;2253;1183;;;;;;;;;;;14;5110;5361;1451;4533;1;1
URGENCES2;2018;070000609;070005566;GEN;420;490;1;IAO;26827;3770;5463;7133;;;0;;;0;;;0;;;;6;2190;3187;817;2839;0;0
URGENCES2;2018;070780424;070000245;GEN;168;331;1;IAO;18431;1631;2788;1749;;;;;;;;;;;;;2;;435;46;401;1;1
URGENCES2;2018;080000110;080000037;GEN;156;432;1;IAO;17856;2122;5416;5966;1578;924;3;3;;226;31;20;0;0;0;;3;1095;3817;2276;1603;;
URGENCES2;2018;080000219;080001969;GEN;336;336;0;;15408;2319;3369;2028;991;64;60;49;;21;10;;345;47;14;;6;2190;2748;1604;1249;1;1
URGENCES2;2018;080000276;080001969;GEN;168;168;0;;6600;952;1466;812;410;5;42;23;;25;10;;148;20;17;;2;730;1557;1101;479;1;1
URGENCES2;2018;080000425;080000615;GEN;348;1369;1;IAO;55093;6083;15660;11156;3430;1578;657;18;1;0;0;0;943;225;23;;14;5110;7924;4423;3806;1;1
URGENCES2;2018;090000175;090781774;GEN;476;724;1;IAO;35496;4586;4670;8742;2450;856;1;;;0;;;206;21;29;;8;2920;4370;1970;2555;1;1
URGENCES2;2018;090000183;090781816;GEN;336;336;0;;10898;1657;1971;2427;;;;;;;;;;;;;3;1095;1343;704;656;0;1
URGENCES2;2018;090001629;090781774;GEN;168;168;1;IAO;6491;845;1571;611;296;41;;;;;;;74;16;11;;0;;0;0;0;1;0
URGENCES2;2018;100000090;100000017;GEN;644;1148;1;IAO;62101;6699;15138;13801;3834;2400;;;;;;;724;104;43;;15;5475;3743;587;4705;1;1
URGENCES2;2018;100000199;100006279;GEN;168;322;1;IAO;19045;2368;4489;2058;2030;28;;;;;;;834;325;108;;4;1460;952;409;572;1;1
URGENCES2;2018;110000023;110780061;GEN;322;756;1;IAO;39171;5524;9517;8014;2663;1103;;;;;;;330;50;70;;9;3285;3198;1118;2262;1;1
URGENCES2;2018;110000049;110780087;GEN;168;168;1;IAO;12992;653;3158;430;;;;;;;;;336;;;;2;730;996;571;438;0;0
URGENCES2;2018;110000056;110780137;GEN;217;503;1;IAO;42874;4877;11636;9395;2648;1331;;;;;;;;;;;9;3285;4300;1876;2924;1;0
URGENCES2;2018;110780228;110000114;GEN;168;375;1;IAO;20345;2526;3839;3017;841;72;;;;;;;;;;;6;2190;1129;786;358;0;1
URGENCES2;2018;110780483;110000155;GEN;168;315;1;IAO;20470;1418;4457;2365;518;78;;;;;;;;;;;4;1460;625;438;188;0;1
URGENCES2;2018;120000039;120780044;GEN;336;332;1;IAO;30395;4726;7617;7664;2791;917;44;2;42;0;0;0;1657;737;73;;4;1460;2083;396;1765;1;1
URGENCES2;2018;120000054;120780069;GEN;186;186;1;MAO;14396;2292;2390;3204;1216;75;;;;;;;;;;;2;730;435;203;237;1;0
URGENCES2;2018;120000070;120780085;GEN;195;336;1;IAO;11580;1953;2435;1475;680;24;11;10;0;;;;348;97;52;;2;730;616;392;224;;
URGENCES2;2018;120004569;120004528;GEN;168;252;1;IAO;17226;2226;3602;3106;508;49;87;;;;;;471;;;;3;1095;1124;411;723;1;1
URGENCES2;2018;120004668;120004619;GEN;168;172;1;IAO;9469;1300;1958;1941;722;83;;;;;;;174;35;40;;2;730;902;511;410;1;1
URGENCES2;2018;130000409;130041916;GEN;756;1453;1;IAO;52685;7866;4299;14707;4934;245;843;50;11;0;0;0;372;118;12;;14;4380;11667;5669;8143;1;1
URGENCES2;2018;130000409;130041916;PED;168;179;0;;15566;;;;;;;;;;;;;;;2259;2;730;342;286;62;;
URGENCES2;2018;130000565;130781446;GEN;248;516;1;IAO;39676;3801;14394;7103;2410;1288;;;;;;;346;;;;8;2920;3834;2097;1846;1;1
URGENCES2;2018;130001225;130782634;GEN;504;568;1;IAO;42328;4426;12216;10113;2964;1453;17;;;0;0;0;;;;;6;2190;3403;652;3019;1;1
URGENCES2;2018;130002215;130785512;GEN;406;425;0;;26537;3304;4158;4088;1697;78;;;;;;;;;;;4;1460;1061;295;797;;
URGENCES2;2018;130002827;130789274;GEN;238;588;1;IAO;34386;4175;6155;6494;2270;197;474;11;22;;;;;;;;4;1460;2230;974;1306;1;1
URGENCES2;2018;130002835;130789316;GEN;480;742;1;IAO;48364;4100;15127;1858;6;1706;2;0;0;0;0;0;1206;368;77;;10;3650;8249;4566;4063;1;0
URGENCES2;2018;130043664;130002157;GEN;504;944;1;IAO;39201;2813;796;5096;937;48;;;;;;;847;262;13;;6;2190;2355;1130;1303;1;1
URGENCES2;2018;130780521;130786049;GEN;594;1344;1;IAO;65195;5544;2244;13585;;;;;;;;;;;;;13;4741;6586;2807;5088;1;0
URGENCES2;2018;130780521;130786049;PED;195;705;1;IAO;36510;;;;;;;;;;;;;;;2557;2;730;875;611;270;;
URGENCES2;2018;130781479;130000599;GEN;228;336;1;IAO;16079;2068;1407;3449;906;29;10;;;;;;63;7;3;;2;730;10;3;9;1;1
URGENCES2;2018;130782071;130002454;GEN;168;287;1;IAO;14380;942;3322;696;282;36;4;3;0;0;0;0;180;29;24;;6;2112;264;195;71;1;1
URGENCES2;2018;130782147;130000979;GEN;336;595;1;IAO;34339;4136;4468;6488;2253;83;;;;;;;30;3;4;;6;2190;2221;1347;880;1;1
URGENCES2;2018;130783293;130786049;GEN;962;2352;1;IAO;86237;9674;3141;20106;;;;;;;;;;;;;19;6650;16038;6972;11013;1;1
URGENCES2;2018;130784713;130038847;GEN;168;420;1;IAO;14178;1667;611;2436;763;19;;;;;;;;;;;4;1460;99;78;24;1;1
URGENCES2;2018;130785652;130014228;GEN;420;566;1;IAO;34516;5832;0;13894;3994;0;;;;;;;;;;;7;2555;5811;2748;3325;1;1
URGENCES2;2018;130785652;130014228;PED;420;415;;;28667;;;;;;;;;;;;;;;3116;6;2190;1976;1135;870;;
URGENCES2;2018;130786361;130002447;GEN;168;256;0;;17113;1999;1980;3585;982;90;;;;;;;;;;;3;;427;286;142;1;0
URGENCES2;2018;130786742;750821092;GEN;336;510;1;IAO;24624;3662;1072;3680;1588;43;30;0;3;;;;367;162;3;;10;3650;3910;1799;2245;1;1
URGENCES2;2018;130804297;130786049;PED;206;1104;1;IAO;38143;;;;;;;;;;;;;;;5664;2;730;1993;633;1392;;
URGENCES2;2018;140000027;140000035;GEN;456;672;1;IAO;49041;4363;19555;12588;;;;;;;;;;;;;9;3285;4029;2017;2239;1;0
URGENCES2;2018;140000209;140000100;GEN;532;1656;1;IAO;68832;8828;2015;17217;4629;265;397;9;39;0;0;0;1541;242;39;;13;4856;11637;4359;8375;1;1
URGENCES2;2018;140000209;140000100;PED;268;532;1;IAO;25107;;;;;;;;;;;;;;;3322;3;1095;1079;458;621;;
URGENCES2;2018;140000233;140000118;GEN;168;247;1;IAO;18361;2187;6180;4935;1509;974;;;;;;;;;;;2;730;1286;676;657;1;0
URGENCES2;2018;140000373;140000159;GEN;168;252;1;IAO;11417;2165;1695;3062;1433;12;131;38;9;0;0;0;478;76;91;;2;730;1450;243;1321;1;1
URGENCES2;2018;140002452;140025800;GEN;230;283;1;IAO;16822;1459;3467;876;627;0;0;0;0;0;0;0;7;3;1;;3;1095;1159;904;257;1;0
URGENCES2;2018;140016759;140003146;GEN;196;319;1;IAO;22742;1917;4349;2536;;;;;;;;;184;;;;6;1125;1113;806;342;0;0
URGENCES2;2018;140017237;140003278;GEN;203;361;1;IAO;24857;2333;6128;2519;591;61;;;;;;;;;;;7;2555;279;91;193;1;0
URGENCES2;2018;140024886;140000092;GEN;188;420;1;IAO;22781;3273;5733;4238;1501;607;282;167;2;0;0;0;415;231;6;;4;1460;2617;1364;1392;1;0
URGENCES2;2018;140026410;140026279;GEN;336;392;1;IAO;17476;1413;2451;3480;;;;;;;;;970;;;;5;1825;1967;727;1348;0;0
URGENCES2;2018;150000032;150780088;GEN;168;168;0;;14847;2135;3069;2914;1200;57;113;15;2;;;;314;79;55;;0;0;0;0;0;1;1
URGENCES2;2018;150000040;150780096;GEN;230;543;1;IAO;28424;3334;7219;7878;2256;1225;1;0;0;0;0;0;224;43;26;;6;2046;1764;401;1500;1;1
URGENCES2;2018;150000164;150780468;GEN;48;35;;;10045;1257;2224;;;;;;;;;;;;;;6;2190;1311;303;1027;0;0
URGENCES2;2018;160000253;160000451;GEN;601;1462;1;MAO;62595;7095;19495;8232;1914;1457;427;250;;;;;1324;408;15;;14;5110;6122;3185;3070;1;1
URGENCES2;2018;160000303;160006037;GEN;168;252;0;;9371;1621;1705;2140;;;;;;;;;;;;;2;711;348;250;112;1;1
URGENCES2;2018;160000311;160000485;GEN;168;162;1;IAO;11515;1711;2537;1576;812;16;14;9;0;;;;470;109;62;;2;730;684;682;2;1;0
URGENCES2;2018;160000337;160000493;GEN;168;210;0;;9916;1747;2036;;;;;;;;;;;;;;3;730;654;552;118;;
URGENCES2;2018;160015368;160014411;GEN;77;140;1;IAO;18950;2498;3254;5084;1591;160;1;1;;;;;;;;;7;2555;4301;2719;1643;1;1
URGENCES2;2018;170000038;170780050;GEN;168;168;1;IAO;13953;2598;2391;2514;1338;51;54;;3;;;;273;49;36;;4;1460;1470;380;1179;1;0
URGENCES2;2018;170000087;170024194;GEN;525;1021;1;IAO;48891;8673;7527;13815;4543;521;1523;587;65;;;;92;11;10;;15;4849;4820;1131;4055;1;0
URGENCES2;2018;170000095;170780167;GEN;168;672;0;;11580;2032;1861;1883;968;25;12;6;0;0;0;0;527;109;66;;3;1095;1073;318;809;1;1
URGENCES2;2018;170000103;170780175;GEN;336;905;1;IAO;43914;4224;13772;9793;2193;2319;231;5;1;;;;207;25;29;;10;3650;3280;764;3796;;
URGENCES2;2018;170000152;170780225;GEN;406;1008;1;IAO;36249;4820;9719;10177;3248;1336;;;;;;;522;70;26;;9;3285;3669;594;3206;;1
URGENCES2;2018;170022065;170022057;GEN;336;434;1;IAO;19375;4198;2081;;;;;;;;;;5117;2134;29;;;;0;0;0;1;0
URGENCES2;2018;170022818;170022057;GEN;84;84;1;IAO;6294;532;1323;;;;;;;;;;403;88;25;;;;0;0;0;1;0
URGENCES2;2018;170022826;170022057;GEN;84;174;1;IAO;11549;878;1714;;;;;;;;;;1824;312;89;;;;0;0;0;0;0
URGENCES2;2018;180000010;180000028;GEN;466;1115;1;IAO;47698;9306;9999;11979;2688;1197;;;;;;;;;;;13;4745;4874;754;5291;1;1
URGENCES2;2018;180000200;180000051;GEN;74;308;1;IAO;22828;2747;5554;2066;1590;609;;;;0;;;266;;;;4;1460;2706;728;2248;1;0
URGENCES2;2018;180000283;180000069;GEN;168;284;;;15269;2458;3060;2258;1153;2;9;4;;;;;1086;236;115;;5;1825;1905;927;1111;1;1
URGENCES2;2018;190000018;190000042;GEN;288;742;1;IAO;39246;6034;8272;10683;4105;1007;;;;;;;;;;;9;3282;2788;299;2700;1;1
URGENCES2;2018;190000026;190000059;GEN;203;516;1;IAO;20942;3686;3865;4883;2174;348;430;17;;3;;;311;56;;;6;2190;1573;261;1474;1;1
URGENCES2;2018;190000091;190000075;GEN;168;168;0;;13066;2049;2593;2870;1251;92;0;0;;0;0;;;71;38;;1;365;352;155;198;0;0
URGENCES2;2018;210012670;210011367;GEN;191;655;1;IAO;24540;1936;6668;2279;154;537;;;;;;;992;145;9;;6;;6093;5049;1093;1;1
URGENCES2;2018;210987558;210780581;GEN;671;1260;1;IAO;49015;8186;83;15175;;;426;;;;;;539;;;;9;3285;5014;2142;2917;1;1
URGENCES2;2018;210987558;210780581;PED;112;504;1;IAO;22989;;;;;;;;;;;;;;;2890;4;1460;2895;1959;954;;
URGENCES2;2018;210987657;210012175;GEN;396;756;1;IAO;23646;3987;5456;6685;2011;794;;;;;;;478;;;;6;2190;2681;1244;1523;0;0
URGENCES2;2018;210987665;210012142;GEN;168;420;0;;11618;;;2594;;;;;;;;;266;;;;3;1095;2338;2058;280;0;0
URGENCES2;2018;210987699;210780706;GEN;406;609;1;IAO;22202;2720;5544;2966;873;469;367;28;12;;;;737;345;57;;4;1460;1987;905;1141;1;1
URGENCES2;2018;220000012;220000020;GEN;697;1323;1;IAO;71250;8124;20797;19423;4980;3319;;;;;;;598;125;14;;17;6205;3824;822;3578;;
URGENCES2;2018;220000095;220000046;GEN;406;568;1;IAO;30401;4681;7548;8409;3040;544;;;;0;0;0;;;;;8;2920;3652;1351;2459;0;1
URGENCES2;2018;220000343;220000079;GEN;336;672;1;IAO;22776;3492;3914;5998;;;;;;;;;;;;;6;2190;1935;709;1274;1;1
URGENCES2;2018;220000368;220000103;GEN;208;571;1;IAO;24992;3698;5237;7349;2388;589;1;1;;;;;226;37;17;;6;2190;2668;1286;1433;1;1
URGENCES2;2018;220000541;220000152;GEN;336;252;0;;15252;2414;3168;2914;1265;4;5;1;;;;;810;154;145;;4;1460;736;547;190;1;1
URGENCES2;2018;230000820;230780041;GEN;140;420;1;IAO;21580;3800;4007;5952;2421;458;9;7;;;;;132;31;1;;6;2190;562;265;316;1;0
URGENCES2;2018;230004657;230780058;GEN;168;168;0;;6773;1736;1052;;;;;;;0;0;0;;;;;2;730;697;161;607;1;
URGENCES2;2018;240000190;240000596;GEN;168;274;1;IAO;12757;;;2110;;;;;;;;;505;;;;4;1460;1329;1138;191;1;1
URGENCES2;2018;240000372;240000059;GEN;322;455;1;IAO;29287;4207;6691;4468;1776;617;0;0;0;0;0;0;625;106;58;;8;2920;4291;1509;3223;1;0
URGENCES2;2018;240000489;240000117;GEN;420;840;1;IAO;45655;6425;12899;11996;;1519;115;;;4;;;;;;;15;5475;4005;844;4231;1;1
URGENCES2;2018;240000687;240000448;GEN;168;420;1;IAO;15096;2241;3419;3111;1286;60;107;8;9;0;0;0;665;130;119;;6;2190;1340;376;1049;1;0
URGENCES2;2018;250000700;250000452;GEN;259;486;1;IAO;29978;2862;8095;6986;1705;1378;112;1;5;;;;;;;;6;2190;2075;797;1446;1;1
URGENCES2;2018;250006954;250000015;GEN;930;1953;1;IAO;69842;8359;2661;23086;;;;;;;;;;;;;3;1095;5464;3403;2611;1;1
URGENCES2;2018;250006954;250000015;PED;191;481;0;;20050;;;;;;;;;;;;;;;4035;4;1460;1501;565;1088;;
URGENCES2;2018;260000013;260000021;GEN;657;1464;1;IAO;75328;6294;17831;15900;;2245;;;;;;;;;;;14;5110;5394;1271;5134;1;1
URGENCES2;2018;260000120;260016910;GEN;238;756;1;IAO;29980;3884;6744;6877;2187;1031;;;;;;;;;;;8;2920;2062;101;2704;1;0
URGENCES2;2018;260000138;260000047;GEN;638;840;1;IAO;45490;4589;10591;7386;2060;1417;36;26;0;7;1;;730;90;21;;10;3650;5230;1527;4302;0;1
URGENCES2;2018;260000146;260000054;GEN;168;174;1;IAO;11905;945;2744;1163;;;;;;;;;284;;;;2;730;157;79;80;1;0
URGENCES2;2018;260000203;260016910;GEN;84;336;0;;7889;675;2006;687;308;24;;;;;;;;;;;0;0;0;0;0;0;
URGENCES2;2018;260000286;260000104;GEN;168;168;0;;6655;799;1658;1181;469;14;;;;;;;;;;;2;728;866;260;628;0;0
URGENCES2;2018;270000045;270000060;GEN;168;248;1;IAO;19021;2427;3636;3292;1327;44;2;;;;;;;;;;4;1460;1728;420;1496;1;1
URGENCES2;2018;270000326;270000680;GEN;168;424;1;IAO;19457;1108;4310;1607;307;106;;;;;;;;;;;4;1460;30;2;55;1;1
URGENCES2;2018;270000359;270023724;GEN;777;919;;;66481;4579;24314;8894;2173;1616;0;0;0;;;;;;;;7;2555;3658;1483;2847;;
URGENCES2;2018;270000367;270000086;GEN;168;168;1;IAO;15502;1421;3680;;;;;;;;;;;;;;2;730;1213;202;1143;1;1
URGENCES2;2018;270000391;760024042;GEN;168;308;1;IAO;14892;762;4205;405;529;0;;;0;;;0;;29;24;;;;0;0;0;1;1
URGENCES2;2018;270000425;270000102;GEN;168;168;0;;16515;;;839;;;;;;;;;;;;;7;2187;1683;589;1213;;
URGENCES2;2018;270000441;270000110;GEN;168;168;0;;16925;;;811;;;65;;;;;;268;;;;4;1460;674;113;638;1;0
URGENCES2;2018;270000458;270023724;GEN;238;420;1;IAO;25502;2597;4532;3826;1226;55;2;2;0;;;;;;;;6;2190;1564;488;1267;1;1
URGENCES2;2018;280000084;280000183;GEN;692;1071;1;IAO;57385;4910;22608;9951;2844;1540;156;7;14;;;;;;;;11;4015;3169;643;2946;0;0
URGENCES2;2018;280000662;280500075;GEN;296;464;1;IAO;16487;2395;3401;3605;1488;43;;0;0;;;;;0;0;;4;1460;1937;787;1161;0;0
URGENCES2;2018;280502998;280000589;GEN;168;168;1;IAO;15677;2502;3150;3247;1397;62;;;;;;;;;;;3;1095;1694;809;976;0;0
URGENCES2;2018;280504267;280000134;GEN;792;1016;1;IAO;60402;6714;17914;14229;4076;1953;10;7;0;;;;396;73;3;;16;5840;6819;2164;5452;1;1
URGENCES2;2018;280505777;280001199;GEN;168;252;0;;29513;1732;7926;2393;;;;;;;;;;;;;8;2920;882;90;868;;
URGENCES2;2018;290000025;290020700;GEN;584;1467;1;IAO;55004;6147;15266;9963;3296;2765;25;16;;;;;1177;150;20;;24;8760;3373;1052;2412;1;1
URGENCES2;2018;290000033;290021542;GEN;277;750;1;IAO;33938;4852;7371;9419;3134;1023;1399;45;73;;;;310;64;17;;9;3221;2048;241;2012;1;1
URGENCES2;2018;290000058;290000017;PED;287;676;1;IAO;26590;;;;;;;;;;;;;;;4983;8;2584;1455;1168;290;;
URGENCES2;2018;290000066;290020700;GEN;75;147;1;IAO;7854;1110;1569;1166;535;55;4;1;;;;;31;6;;;;;0;0;0;1;1
URGENCES2;2018;290000173;290000041;GEN;198;350;1;IAO;16856;2366;3308;2618;1467;94;365;11;11;;;;133;23;4;;4;1460;1464;448;1122;0;0
URGENCES2;2018;290000181;290000074;GEN;168;441;1;IAO;14425;2630;2144;2899;1479;2;1;1;0;;;;609;99;69;;2;730;1609;973;698;1;1
URGENCES2;2018;290000256;290000017;GEN;336;341;1;IAO;13471;3425;1631;4097;2079;71;;;;;;;84;;;;4;1460;1500;275;1360;1;1
URGENCES2;2018;290000728;750821092;GEN;300;700;1;IAO;18560;2062;1304;3558;1234;83;61;3;2;;;;531;293;4;;4;1460;1702;450;1336;1;1
URGENCES2;2018;290000785;220020739;GEN;168;252;1;IAO;14779;2945;2992;3796;;;;;;;;;;;;;2;730;1374;1054;322;1;
URGENCES2;2018;290000934;560005746;GEN;210;490;1;IAO;21151;3291;4128;4970;2111;29;36;13;0;;;;;;;;6;2190;1696;297;1747;0;1
URGENCES2;2018;290004324;290000017;GEN;646;883;1;IAO;50794;10692;;17482;6809;;1617;;;;;;584;;;;16;5840;5029;432;5782;1;1
URGENCES2;2018;290019777;290022508;GEN;297;579;1;IAO;36874;2325;5449;2808;;;;;;;;;372;;;;6;2190;973;599;376;1;0
URGENCES2;2018;2A0000022;2A0000014;GEN;444;2016;1;IAO;40018;4888;6555;8024;2227;1042;123;109;0;0;0;0;1337;711;22;;8;2880;3044;642;3833;1;1
URGENCES2;2018;2A0000154;2A0000204;GEN;186;186;1;IAO;17822;1075;4782;2791;462;111;;;;;;;178;31;67;;4;;616;415;201;1;1
URGENCES2;2018;2B0000012;2B0000020;GEN;450;924;1;IAO;34402;3715;7639;8613;1603;819;208;499;46;;;;240;339;44;;6;2190;4682;2356;2680;1;1
URGENCES2;2018;2B0005359;2B0005342;GEN;168;280;1;IAO;12127;;;;;;;;;;;;;;;;2;730;1768;917;915;1;0
URGENCES2;2018;300000023;300780046;GEN;336;574;1;IAO;41560;6270;9160;9939;3318;1074;494;13;6;0;0;0;439;131;54;;8;2920;4243;846;3827;1;1
URGENCES2;2018;300000031;300780053;GEN;188;238;1;IAO;27934;3326;7364;6519;1819;994;0;0;0;0;0;0;0;0;0;;6;2190;2060;682;1601;0;1
URGENCES2;2018;300780137;920028396;GEN;168;235;1;IAO;13430;1315;2437;1825;572;65;;;;;;;;;;;2;730;433;333;100;1;1
URGENCES2;2018;300782117;300780038;GEN;674;1629;1;IAO;69789;9282;6103;15874;;;395;;;;;;341;;;;10;3650;5905;907;5862;1;1
URGENCES2;2018;300782117;300780038;PED;192;0;1;IAO;20321;;;;;;;;;;;;;;;3289;1;;559;416;151;;
URGENCES2;2018;300788502;300017985;GEN;312;256;1;IAO;24675;1095;6504;2487;277;171;;;;;;;;;;;5;1825;124;93;31;1;1
URGENCES2;2018;310000310;310780671;GEN;336;420;1;IAO;22927;4567;4886;5917;2660;253;;;;;;;;;;;8;2920;2032;619;1491;1;1
URGENCES2;2018;310016977;310781406;PED;600;1300;1;IAO;51988;;;;;;;;;;;;;;;7680;16;4745;;;;;
URGENCES2;2018;310026927;310026794;GEN;168;495;1;IAO;3429;400;566;459;140;9;;;;;;;;;;;6;366;170;96;75;1;0
URGENCES2;2018;310780101;310026794;GEN;168;252;1;IAO;16681;1708;2887;2211;625;59;;;;;;;;;;;3;912;886;604;286;1;0
URGENCES2;2018;310780283;310000112;GEN;264;752;1;IAO;32602;;;;;;;;;;;;;;;;10;3650;1957;133;3003;1;0
URGENCES2;2018;310780382;310000179;GEN;168;168;0;;12848;1002;854;1802;412;38;;;;;;;;;;;2;730;2;0;3;1;1
URGENCES2;2018;310781000;310788880;GEN;336;567;1;IAO;17243;1722;1052;2948;712;42;531;7;;;;;;;;;6;2190;2753;1336;1473;0;1
URGENCES2;2018;310781067;310788898;GEN;271;441;1;IAO;17886;0;0;0;0;0;0;0;0;0;0;0;908;0;0;;5;1825;1372;531;902;1;0
