BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2018;310781505;310000492;GEN;232;445;1;IAO;34774;2663;6894;4001;933;109;;;;;;;;;;;6;2190;690;124;566;1;
URGENCES2;2018;310783048;310781406;GEN;1149;3728;1;MAO;78212;8543;3914;11999;3539;273;207;3;9;0;0;0;2424;465;49;;34;12410;6890;1425;8932;1;1
URGENCES2;2018;310783055;310781406;GEN;568;1724;1;MAO;39700;6349;1136;6817;1972;71;21;1;1;0;0;0;802;359;2;;14;5110;4285;2277;2355;1;1
URGENCES2;2018;320000086;320780117;GEN;238;672;;;21425;3911;4230;7848;2711;675;;0;;;;;;;;;2;730;1587;985;674;;
URGENCES2;2018;320000102;320780133;GEN;168;168;0;;7832;1330;1796;1347;173;20;35;28;0;0;0;0;658;161;59;;2;730;1010;712;298;1;1
URGENCES2;2018;330000555;330781204;GEN;408;672;1;IAO;33874;4953;7273;8898;2866;854;;;;;;;;;;;6;2190;4869;2112;3015;;1
URGENCES2;2018;330000571;330781220;GEN;168;252;1;IAO;17388;2483;3717;4930;1653;246;78;58;0;;;;690;152;93;;3;1095;2309;1503;892;1;1
URGENCES2;2018;330000589;330027509;GEN;168;252;;;22980;3857;3644;7041;2315;289;87;69;;9;5;;371;88;62;;5;1825;3513;2024;1601;1;1
URGENCES2;2018;330000597;330027509;GEN;84;84;;;2650;165;783;54;26;1;3;3;;;;;35;6;8;;;;0;0;0;;
URGENCES2;2018;330000605;330781253;GEN;570;1222;1;MAO;45172;6456;12677;16432;5216;2245;375;38;12;;;;;;;;8;2920;8937;3484;6569;1;1
URGENCES2;2018;330058355;330781253;GEN;305;237;1;IAO;12520;1438;3086;2807;532;115;6;;;;;;;;;;2;730;1588;974;710;0;0
URGENCES2;2018;330780263;330000134;GEN;168;490;1;IAO;28518;1563;4840;2372;716;104;;;;;;;766;150;60;;7;2555;6062;3593;2592;1;1
URGENCES2;2018;330780479;330000274;GEN;266;504;1;IAO;34025;4104;4238;1974;;;;;;;;;;;;;5;1825;7689;4845;3141;1;1
URGENCES2;2018;330780495;330796392;GEN;168;168;1;IAO;19124;2282;4361;4637;1267;263;2;2;0;0;0;0;782;93;76;;4;1460;3415;2232;1207;1;1
URGENCES2;2018;330780529;330796392;GEN;420;383;1;IAO;26550;3418;2152;7263;;;0;0;0;0;0;0;103;;;;12;4380;5476;2408;3853;1;0
URGENCES2;2018;330780537;330000324;GEN;168;168;1;IAO;18762;2915;3479;3390;1345;87;;;;;;;551;69;90;;4;1460;3449;2446;1003;1;1
URGENCES2;2018;330781303;750821092;GEN;379;578;1;MAO;26809;3594;865;3989;1345;57;4;0;0;0;0;0;2315;1086;23;;4;1460;3477;1461;2126;1;1
URGENCES2;2018;330781352;330781196;GEN;268;816;1;IAO;22497;3836;1062;9740;3130;264;;;;;;;28;2;1;;8;2920;4115;2166;2016;1;1
URGENCES2;2018;330781360;330781196;GEN;798;1907;1;IAO;56628;6132;3754;24910;4970;1111;;;;;;;111;11;4;;9;3285;8664;5726;2948;;
URGENCES2;2018;330781360;330781196;PED;429;672;1;IAO;44173;;;;;;;;;;;;;;;10343;8;2920;2862;2300;575;;
URGENCES2;2018;330783648;330781196;GEN;175;535;0;;5397;998;65;3783;877;24;;;;;;;;;;;4;1460;3835;2437;1644;0;1
URGENCES2;2018;340000033;340780055;GEN;632;1440;1;MAO;71118;7679;24403;16339;3675;2960;791;28;30;0;0;0;0;0;0;;6;2190;6033;3364;2795;1;1
URGENCES2;2018;340000223;340011295;GEN;504;834;1;IAO;34766;5046;6921;8249;2632;908;7;;;;;;;;;;9;;4626;1676;3244;;
URGENCES2;2018;340015502;340000512;GEN;294;504;1;IAO;22831;1966;2016;3673;1199;17;;;;;;;;;;;7;2555;1934;1034;936;1;1
URGENCES2;2018;340015965;340000074;GEN;252;342;1;IAO;24742;2064;3769;4266;948;124;;;;;;;;;;;2;730;308;306;2;1;1
URGENCES2;2018;340022979;340000306;GEN;252;399;1;IAO;37873;1000;10339;2708;186;432;;;;;;;;;;;5;1825;1181;673;530;1;1
URGENCES2;2018;340780147;340000108;GEN;168;200;1;IAO;12501;1001;3100;1472;;;;;;;;;;;;;2;730;281;280;1;1;1
URGENCES2;2018;340780154;340000116;GEN;168;200;1;IAO;14204;1231;3067;1333;;;;;;;;;;;;;2;730;264;260;4;1;1
URGENCES2;2018;340780634;340000272;GEN;235;270;;IAO;19966;1295;8103;1952;599;307;;;;;;;;;;;2;730;88;48;40;1;1
URGENCES2;2018;340780642;340785856;GEN;168;238;0;;11857;989;869;1735;504;8;;;;;;;;;;;4;365;186;72;117;1;1
URGENCES2;2018;340780667;340000280;GEN;196;420;1;IAO;16856;2579;1690;3148;1144;15;;;;;;;;;;;8;2920;331;78;331;1;1
URGENCES2;2018;340780717;340023225;GEN;168;168;1;IAO;13966;1817;2814;1695;681;36;;;;;;;;;;;1;365;522;352;173;1;1
URGENCES2;2018;340780725;340000330;GEN;168;287;1;IAO;24115;2177;5016;;;;;;;;;;;;;;4;1460;918;155;875;;
URGENCES2;2018;340785161;340780477;GEN;862;2016;1;IAO;86509;9336;5889;13530;3180;697;1376;449;51;;;;893;294;3;;21;7665;7765;1918;7058;;
URGENCES2;2018;340785161;340780477;PED;310;504;1;IAO;30834;;;;;;;;;;;;;;;5170;6;2190;1629;453;1259;;
URGENCES2;2018;350000121;350000303;GEN;309;835;1;IAO;40286;;;6244;;;;;;;;;;;;;6;2190;227;84;150;;
URGENCES2;2018;350000147;350000022;GEN;322;509;1;IAO;40023;6217;7882;13369;4338;1511;360;28;100;;;;399;108;34;;10;3650;3318;136;3949;1;1
URGENCES2;2018;350000154;350000030;GEN;453;545;1;IAO;27932;3776;7382;5742;2348;794;19;14;;;;;415;72;33;;8;2916;1570;258;1436;1;0
URGENCES2;2018;350000162;350000048;GEN;336;420;1;IAO;22630;3161;4685;4471;1712;512;259;13;;;;;300;69;41;;4;1460;5580;3106;2913;1;1
URGENCES2;2018;350000188;350000055;GEN;336;358;1;IAO;20463;2752;5463;3694;1760;451;2;;;;;;317;;;;4;1460;1037;168;977;1;1
URGENCES2;2018;350000741;350005179;GEN;672;1512;1;IAO;69312;7575;3080;17145;4456;231;2036;81;156;;;;1909;1097;9;;19;6809;8035;4538;3587;1;1
URGENCES2;2018;350005146;350000733;GEN;210;339;1;IAO;26835;2898;5498;3075;;;;;;;;;133;;;;4;1460;2;0;7;1;1
URGENCES2;2018;350007084;350005179;PED;300;1250;1;IAO;33898;;;;;;;;;;;;;;;5140;8;2895;2490;532;2548;;
URGENCES2;2018;360000038;360000046;GEN;168;168;0;;13474;1344;3247;1865;;;10;;;;;;180;;;;6;2190;1273;764;529;0;1
URGENCES2;2018;360000137;360000053;GEN;564;725;1;IAO;50389;7088;11928;11397;3967;949;215;;;;;;547;20;64;;10;3650;3303;785;3049;1;1
URGENCES2;2018;360000160;360000053;GEN;168;168;1;IAO;9935;;;;;;;;;;;;;;;;3;1095;415;97;427;0;0
URGENCES2;2018;370000093;370013468;GEN;252;406;1;IAO;22179;3429;2069;2740;;;;;;;;;274;;;;10;3288;2621;365;2966;;
URGENCES2;2018;370000499;370000481;PED;;746;1;IAO;33359;;;;;;;;;;;;;;;4759;8;2920;1878;326;1621;;
URGENCES2;2018;370000531;370000606;GEN;218;374;1;IAO;16876;2829;2756;3559;1555;32;235;19;4;0;0;0;324;80;14;;6;2190;2306;501;2052;1;1
URGENCES2;2018;370000879;370000564;GEN;232;344;1;IAO;17039;2716;3150;2523;1233;8;46;7;;;;;623;121;60;;4;1460;1683;875;833;1;0
URGENCES2;2018;370000903;370000614;GEN;336;420;1;IAO;13527;2455;2097;2198;;;0;;;0;;;;;;;4;1359;1356;353;1176;1;1
URGENCES2;2018;370004467;370000481;GEN;168;1523;1;IAO;55140;8521;2477;18826;5403;489;;;;;;;;;;;18;6570;11164;2657;8556;;
URGENCES2;2018;370007569;370007528;GEN;228;423;1;IAO;21841;;;6133;;;;;;;;;;;;;5;1825;2920;2491;429;1;1
URGENCES2;2018;380000026;380780031;GEN;168;168;;;7193;1196;1648;682;;;44;;;0;;;0;;;;;;0;0;0;;
URGENCES2;2018;380000034;380780049;GEN;684;1204;1;IAO;52332;4709;12629;;2924;1364;;;;;;;;;;;15;5475;4640;940;4788;1;1
URGENCES2;2018;380000042;380780056;GEN;238;336;1;IAO;18746;3052;3948;2689;1888;9;;;;;;;;;;;2;730;1587;767;902;1;
URGENCES2;2018;380000067;380780080;GEN;845;1848;1;IAO;65584;9753;1583;13177;4264;137;34;16;;6;;;1566;371;31;;20;7300;21944;9076;15378;1;1
URGENCES2;2018;380000067;380780080;PED;440;840;1;IAO;33658;;;;;;;;;;;;;;;5803;12;4380;5529;2043;3804;;
URGENCES2;2018;380000174;380781435;GEN;456;847;1;IAO;45793;4499;17745;8780;2924;1249;;;;;;;637;52;197;;8;2920;2557;391;2371;1;1
URGENCES2;2018;380000406;380784751;GEN;336;574;1;IAO;37418;4075;12663;7781;;;0;;;0;;;751;;;;6;2190;4191;808;3672;0;1
URGENCES2;2018;380012658;380012609;GEN;462;665;1;IAO;33087;3746;3562;;;;;;;;;;;;;;10;3650;7755;4188;4330;1;1
URGENCES2;2018;380020123;380021139;GEN;168;238;1;IAO;16986;;;579;;;4;;;0;;;39;;;;3;730;746;668;86;1;1
URGENCES2;2018;380782722;380780080;GEN;212;196;1;IAO;16434;845;4558;1546;;;;;;;;;8;;;;;;0;0;0;1;0
URGENCES2;2018;380785956;380795211;GEN;192;420;1;IAO;23800;1538;2811;2331;402;32;;;;;;;;;;;12;4380;2088;1338;750;1;1
URGENCES2;2018;390000040;390780146;GEN;168;588;1;IAO;46062;7416;10834;9808;3938;1030;0;0;0;0;0;0;0;0;0;;13;4745;5209;963;5777;1;1
URGENCES2;2018;390000065;390780161;GEN;168;168;0;;10857;1918;2363;2487;1172;60;0;0;0;0;0;0;0;0;0;;4;1460;1728;408;1587;1;1
URGENCES2;2018;390000222;390780609;GEN;420;672;1;IAO;25117;3556;7035;8272;2394;1157;543;31;22;2;;1;610;40;37;;4;1460;2348;1137;1327;1;0
URGENCES2;2018;400000105;400780193;GEN;581;700;1;IAO;46021;6395;11027;7811;2210;1235;79;7;1;0;0;0;531;83;29;;10;3650;10543;5303;6081;1;0
URGENCES2;2018;400000139;400011177;GEN;427;756;1;IAO;37744;5317;8568;11274;2587;1090;484;1142;17;;;;204;92;32;;12;4996;4164;1036;3298;1;1
URGENCES2;2018;400782769;400014213;GEN;168;252;0;;9476;2502;1638;2640;898;26;0;0;0;;;;107;10;0;;4;1460;1408;1142;267;;
URGENCES2;2018;410000020;410000087;GEN;504;780;1;IAO;55968;6216;17661;9434;3059;1527;162;6;2;;;;428;70;59;;11;4015;2059;82;3032;1;0
URGENCES2;2018;410000038;410000095;GEN;298;483;1;IAO;21224;3437;4205;3739;1676;39;95;5;0;;;;751;174;115;;6;2190;2368;426;2433;1;0
URGENCES2;2018;410000046;410000103;GEN;406;504;1;IAO;24588;3001;6798;5072;1611;608;52;1;0;0;0;;;;;;4;1460;2466;691;2000;1;1
URGENCES2;2018;420000010;420780033;GEN;280;823;1;IAO;46094;5418;15430;5880;1666;1140;840;464;2;90;29;0;1176;531;35;;8;2920;3501;835;2877;1;1
URGENCES2;2018;420000226;420013831;GEN;356;726;1;IAO;25945;2492;7531;5415;1520;748;121;0;0;;;;;;;;6;2190;3018;925;2806;1;1
URGENCES2;2018;420000234;420780652;GEN;361;805;1;IAO;34350;3731;9573;8963;2835;1027;;;;;;;;;;;10;3650;7350;2856;5185;0;1
URGENCES2;2018;420000267;420013831;GEN;168;252;1;IAO;17570;2215;3928;1547;1021;44;61;0;0;;;;;;;;6;1707;1647;235;1732;1;1
URGENCES2;2018;420010050;420787061;GEN;84;139;1;IAO;7288;683;880;1079;176;15;;;;;;;;;;;2;730;0;0;0;1;0
URGENCES2;2018;420011413;420011405;GEN;252;560;1;IAO;32290;2724;5740;4031;1308;105;;;;;;;;;;;6;2190;1558;1236;333;1;1
URGENCES2;2018;420780504;420000135;GEN;302;280;1;IAO;24633;1610;5095;1807;;;;;;;;;;;;;5;1825;3434;2936;499;1;1
URGENCES2;2018;420780637;420002495;GEN;274;96;1;IAO;25460;2947;5567;5190;1977;101;2;2;0;0;0;0;226;20;94;;6;2190;2485;598;2215;0;0
URGENCES2;2018;420782310;420000853;GEN;252;504;1;IAO;31265;2420;4806;8030;856;115;;;;;;;;;;;5;1825;2872;2425;457;1;1
URGENCES2;2018;420785354;420784878;GEN;648;1125;1;IAO;63834;6256;3255;18583;4277;382;4;;;;;;;;;;17;6205;14565;6083;9359;1;1
URGENCES2;2018;420785354;420784878;PED;375;805;1;IAO;30323;;;;;;;;;;;;;;;4448;2;730;4442;3094;1351;;
URGENCES2;2018;430000117;430000018;GEN;543;756;1;IAO;42133;5096;6619;14357;3738;1282;41;28;;;;;;;;;8;2920;2024;1827;198;1;1
URGENCES2;2018;430000190;430000034;GEN;168;189;0;;12638;1634;2885;1939;847;45;13;0;0;0;0;0;111;30;0;;4;1460;901;100;934;1;1
URGENCES2;2018;440000016;440000057;GEN;743;1428;1;IAO;78959;7432;18476;23554;5270;3375;26;0;1;;;;;;;;10;3650;8264;2948;6224;1;1
URGENCES2;2018;440000271;440000289;GEN;1050;2655;1;IAO;82592;9231;4506;15320;4779;353;1955;61;109;0;0;0;1645;285;67;;20;7300;3845;941;5680;1;1
URGENCES2;2018;440000271;440000289;PED;450;578;1;IAO;35883;;;;;;;;;;;;;;;4516;9;3262;1314;389;1196;;
URGENCES2;2018;440000396;440053643;GEN;238;420;1;IAO;18570;2553;4108;3666;1497;98;;;;;;;;;;;4;1460;2073;450;1818;0;0
URGENCES2;2018;440000503;440000313;GEN;168;381;1;IAO;21802;2822;5494;;;;;;;;;;;;;;4;1460;3546;1726;1905;0;1
URGENCES2;2018;440041580;440041572;GEN;438;896;1;IAO;31482;5074;1264;7543;2272;93;;;;;;;;;;;8;2920;3834;576;3510;1;0
URGENCES2;2018;450000047;450000096;GEN;708;1008;1;IAO;33374;;;6679;;;;;;;;;;;;;10;3650;3090;612;2512;1;1
URGENCES2;2018;450000062;450000104;GEN;661;877;1;IAO;65938;5791;22762;7602;2750;1125;161;7;3;;;;298;57;14;;8;2920;3341;1477;2016;1;1
URGENCES2;2018;450000070;450000112;GEN;168;168;1;IAO;13593;640;3001;2156;;;;;;;;;544;;;;4;1460;1645;331;1472;0;0
URGENCES2;2018;450000294;450000591;GEN;252;805;1;IAO;33915;2600;3960;3026;908;24;;;;;;;6828;338;472;;8;2920;724;99;804;0;0
URGENCES2;2018;450002613;450000088;GEN;661;1627;1;IAO;63360;7748;2670;14989;4545;282;;;;;;;;;;;10;3650;540;52;552;1;1
URGENCES2;2018;450002613;450000088;PED;630;392;1;IAO;38623;;;;;;;;;;;;;;;4666;6;1218;944;298;690;;
URGENCES2;2018;460000045;460780083;GEN;39;35;0;;14886;2254;2832;3544;1390;130;6;;;0;0;0;170;21;13;;2;730;962;583;384;0;1
URGENCES2;2018;460000052;460780091;GEN;118;242;0;;10288;1495;2154;1607;696;15;20;13;;;;;302;78;39;;4;1460;1178;412;848;0;0
URGENCES2;2018;460000102;460780208;GEN;168;252;0;;9067;1674;1593;1928;942;16;10;7;0;0;;0;184;55;20;;3;1095;833;344;583;1;1
URGENCES2;2018;460000110;460780216;GEN;168;525;1;IAO;25407;3500;5607;7012;1968;773;;;;;;;;;;;6;2190;3125;1797;1382;1;1
URGENCES2;2018;470000027;470014069;GEN;336;455;1;IAO;24696;3768;3755;4767;2008;265;;;;;;;;;;;10;3650;2899;1938;1154;1;
URGENCES2;2018;470000423;470016171;GEN;314;672;1;IAO;37240;4945;8785;7789;2683;926;1;;;;;;;;;;6;2190;3242;1264;2069;1;1
URGENCES2;2018;470000431;470000324;GEN;308;420;1;IAO;32393;4705;7337;5898;;;;;;;;;1311;;;;5;1825;4413;2381;2162;1;1
URGENCES2;2018;470000480;470001660;GEN;252;336;1;IAO;24451;4308;4950;6946;2700;786;419;312;0;0;0;0;;519;27;;3;1095;2917;1106;1831;1;1
URGENCES2;2018;480000017;480780097;GEN;168;336;0;;19728;1292;3990;4203;1179;463;;;;;;;;;;;4;1460;1338;494;876;0;1
URGENCES2;2018;490000049;490000031;GEN;603;1252;1;MAO;58794;10399;2465;13775;5013;209;16;10;0;0;0;0;1726;233;108;;13;4745;8227;2164;6478;1;1
URGENCES2;2018;490000049;490000031;PED;203;455;1;IAO;26906;;;;;;;;;;;;;;;3779;8;2920;1530;765;774;;
URGENCES2;2018;490000635;490000676;GEN;456;1330;1;IAO;64197;6639;20765;12917;3737;2156;246;5;9;;;;;;;;8;2920;3602;1000;2753;0;1
URGENCES2;2018;490001765;490528452;GEN;220;493;1;IAO;31789;3734;10734;4353;1859;759;82;18;1;;;;716;154;22;;5;1825;4223;2116;2309;0;1
URGENCES2;2018;490014909;490008109;GEN;294;525;1;IAO;32756;2485;6879;4515;;;;;;;;;;;;;3;1095;343;134;210;1;1
URGENCES2;2018;500000021;500000054;GEN;441;672;1;IAO;29516;4529;8945;7832;2833;1242;31;25;0;;;0;747;195;27;;4;1460;2667;604;2225;1;1
URGENCES2;2018;500000187;500000013;GEN;328;1087;1;IAO;47018;6508;6088;13660;4469;164;10;2;;1;1;;661;34;9;;12;4380;5083;1825;3614;1;0
URGENCES2;2018;500000260;500000054;GEN;196;168;0;;16038;2601;3024;3795;1471;108;9;7;0;0;0;0;156;23;11;;4;1460;2397;1189;1255;0;0
URGENCES2;2018;500000427;500000096;GEN;39;35;1;IAO;9034;563;745;807;;;;;;;;;113;;;;2;730;823;268;617;1;0
URGENCES2;2018;500000450;500000112;GEN;168;462;1;IAO;49191;5296;15234;11913;3403;1365;0;0;0;;;;;;;;7;2555;3728;2435;1336;1;0
URGENCES2;2018;500000591;500000393;GEN;168;420;1;IAO;16708;2971;2677;3813;2069;8;0;0;0;0;0;0;613;202;5;;5;1825;1700;675;1072;0;0
URGENCES2;2018;510000169;510000037;GEN;351;630;1;IAO;31719;3220;8068;7228;1617;1141;;;;;;;542;446;73;;8;2920;1823;263;1807;1;1
URGENCES2;2018;510000185;510000532;GEN;168;428;1;IAO;14283;;1561;2402;;;;;;;;;;;;;8;2920;206;33;181;1;0
URGENCES2;2018;510000193;510000532;GEN;;;;;6609;380;801;563;103;11;;;;;;;;;;;0;;956;530;474;;
URGENCES2;2018;510000235;510000060;GEN;193;532;1;IAO;21028;3625;4478;4759;1626;501;;;;;;;;;;;3;1095;1073;313;875;1;0
URGENCES2;2018;510000250;510000078;GEN;168;252;;;14007;2064;3070;2141;965;97;;;;;;;;;;;4;1460;849;302;594;;
URGENCES2;2018;510002470;510000029;PED;313;914;1;IAO;28389;;;;;;;;;;;;;;;3602;8;2920;2800;500;2422;;
URGENCES2;2018;510004302;510000029;GEN;506;1498;1;IAO;51296;6821;1596;9664;3326;120;62;30;1;;;;1291;66;17;;12;4380;2824;328;3344;1;1
URGENCES2;2018;510024979;510000532;GEN;168;399;1;IAO;15129;;;;;;;;;;;;;;;;6;1344;505;219;306;1;0
URGENCES2;2018;520000027;520780032;GEN;44;630;1;IAO;21925;5183;4192;;;;;;;;;;;;;;4;1460;2180;583;1788;;
URGENCES2;2018;520000043;520780057;GEN;96;252;0;;14264;2100;3016;3067;1285;32;;;;;;;969;226;133;;4;1460;1289;605;723;1;0
URGENCES2;2018;520000068;520780073;GEN;252;504;1;IAO;25564;2966;5909;;;;;;;;;;;;;;4;1460;1098;238;1049;;
URGENCES2;2018;530000017;530000025;GEN;168;354;0;;18562;3980;3691;5018;;;;;;;;;470;;;;1;;1007;462;559;0;1
URGENCES2;2018;530000173;530000074;GEN;385;588;1;IAO;24115;3665;4332;5190;2147;94;276;22;3;0;0;0;368;80;71;;6;2190;2163;214;2286;;0
URGENCES2;2018;530000264;530000371;GEN;420;805;1;IAO;46559;5090;16285;7231;2383;1803;40;3;6;4;;;291;76;22;;11;4015;3403;563;3253;0;1
URGENCES2;2018;540000015;540023264;PED;208;63;0;;1468;;;;;;;;;;;;;;;1394;0;0;;;;;
URGENCES2;2018;540000023;540000049;GEN;336;420;0;;16646;1783;3531;2955;1069;63;1;0;0;0;0;0;442;60;102;;4;1460;1672;397;1365;1;1
URGENCES2;2018;540000155;540000080;GEN;218;252;1;IAO;18049;2763;3737;3881;1482;443;;;;;;;513;58;87;;4;1460;1384;350;1085;1;1
URGENCES2;2018;540000296;540000106;GEN;168;168;0;;12440;2066;2170;1787;;;10;;;;;;937;;;;3;1095;1491;465;1115;1;1
URGENCES2;2018;540000486;540000932;GEN;168;840;;;10870;1124;274;;;;;;;;;;;;;;8;2920;5626;3824;2113;1;1
URGENCES2;2018;540001070;540000767;GEN;194;438;1;IAO;31771;2842;10813;4780;1558;783;4;0;0;0;0;0;0;0;0;;4;1460;1569;657;1006;;
URGENCES2;2018;540001096;570010181;GEN;371;588;1;IAO;22084;4007;4244;5528;2156;201;137;14;0;0;1;0;1049;264;176;;7;2555;4346;3076;1661;1;1
URGENCES2;2018;540001138;540023264;GEN;532;1344;1;IAO;59822;6738;1143;13700;3884;81;0;0;0;0;0;0;1941;197;38;;16;5840;9538;2721;8927;1;1
URGENCES2;2018;540002698;540023264;PED;170;726;1;IAO;26002;;;;;;;;;;;;;;;5047;4;515;2680;2102;591;;
URGENCES2;2018;550000012;550006795;GEN;218;756;1;IAO;29654;3421;6998;;2289;846;;40;8;;1;0;;27;26;;6;;1873;790;1107;1;1
URGENCES2;2018;550000434;550003354;GEN;381;588;1;IAO;19574;2755;4555;4474;1345;841;14;7;0;0;0;0;1417;376;54;;4;1460;1924;623;1433;1;1
URGENCES2;2018;560000127;560023210;GEN;621;1581;1;IAO;65876;8503;17385;18574;5596;2123;9;8;0;;;;1724;265;54;;8;2920;4243;568;4082;1;0
URGENCES2;2018;560000135;560005746;GEN;775;1145;1;IAO;61321;7320;16912;10886;3453;1759;419;323;;;;;1062;;91;;9;3285;8250;2957;5648;1;1
URGENCES2;2018;560000143;560014748;GEN;220;504;1;IAO;30496;5437;5769;9579;;;438;;;;;;2;;;;12;4380;2500;314;2665;1;1
URGENCES2;2018;560000192;560000044;GEN;168;308;1;IAO;19915;3477;3558;5167;2189;96;;;;;;;400;79;62;;6;2190;1677;287;1437;0;0
URGENCES2;2018;560000200;560023210;GEN;77;81;1;IAO;2289;254;563;210;111;2;;;;;;;;;0;;;;0;0;0;0;0
URGENCES2;2018;570000059;570025254;GEN;252;720;1;IAO;47406;3358;19603;6694;1391;1730;4;2;0;;;;943;187;24;;6;2190;2433;436;2252;1;1
URGENCES2;2018;570000117;570015099;GEN;168;504;1;IAO;22859;2519;5180;3777;1328;433;;;;1;;;880;110;67;;4;1460;1807;774;1097;1;1
URGENCES2;2018;570000216;570010181;GEN;348;729;1;IAO;23412;;;;;;;;;;;;;;;;4;1460;3847;2527;1421;1;1
URGENCES2;2018;570000349;570005165;GEN;504;1250;1;IAO;58421;6171;20334;9571;2533;1466;475;9;1;0;0;0;2367;1139;78;;15;5475;4426;553;4697;1;1
URGENCES2;2018;570000596;750821092;GEN;252;672;1;IAO;23620;744;2171;2515;469;30;31;0;0;;;;36;10;0;;6;2190;2549;1433;1173;1;1
URGENCES2;2018;570000646;570001115;GEN;168;336;0;;20749;603;3646;31;4;3;;;;;;;;;;;5;1825;2449;1373;1126;1;1
URGENCES2;2018;570000901;570000158;GEN;267;590;1;IAO;40962;3737;10652;8892;91;1481;;;;;;;;;;;5;1825;3332;1137;2417;1;1
URGENCES2;2018;570026682;570005165;GEN;602;1400;1;IAO;73888;7456;23966;10063;2565;1502;9;5;;;;;3568;913;166;;20;7300;7332;1221;7322;1;1
URGENCES2;2018;580972669;580780070;GEN;168;168;0;IAO;10478;1539;2313;1743;516;0;;;;;;;248;52;41;;2;730;750;468;304;1;0
URGENCES2;2018;580972677;580780088;GEN;168;252;1;IAO;13676;2111;2059;1827;664;8;14;;;;;;;;;;2;730;1000;477;580;0;0
URGENCES2;2018;580972685;580780096;GEN;168;168;1;IAO;14649;1993;2625;3382;1325;51;2;2;;;;;169;;;;2;730;812;284;632;;
URGENCES2;2018;580972693;580780039;GEN;644;1008;1;IAO;42252;6829;11739;8360;3427;1380;2;1;;;;;602;159;4;;10;3500;3414;572;3064;1;1
URGENCES2;2018;590000121;590780227;GEN;503;811;1;IAO;49464;3760;15509;9800;2267;1429;78;51;0;0;0;0;331;31;55;;8;2920;2687;440;2469;0;1
URGENCES2;2018;590000337;590781415;GEN;359;1283;1;IAO;62468;6323;14652;17266;1343;2964;;;;;;;791;54;54;;9;3285;6151;2578;3953;1;1
URGENCES2;2018;590000428;590781605;GEN;238;672;1;IAO;33073;5185;9231;12006;;;;;;;;;;;;;10;3650;9085;4207;5178;0;1
URGENCES2;2018;590000436;590781621;GEN;366;322;1;IAO;10714;1253;3614;;;;;;;;;;;;;;5;;2560;968;1921;0;1
URGENCES2;2018;590000469;590781662;GEN;231;574;1;IAO;16698;1505;5020;4496;1060;575;350;4;0;0;0;0;294;37;111;;12;2920;2354;718;1893;1;0
URGENCES2;2018;590000535;590781803;GEN;460;1131;1;IAO;58834;4492;16685;7940;1755;1564;658;2;13;;;;748;231;26;;12;4380;5372;1827;3939;1;1
URGENCES2;2018;590000592;590782165;GEN;318;658;1;IAO;29414;3714;5804;7184;2464;142;185;108;;;;;366;45;159;;6;2190;3560;1697;1944;1;1
URGENCES2;2018;590000618;590782215;GEN;686;1696;1;IAO;67682;9650;2044;10615;4190;166;;;;;;;;;;;17;6205;13313;6088;7807;1;1
URGENCES2;2018;590000618;590782215;PED;266;333;1;IAO;28885;;;;;;;;;;;;;;;6541;8;2920;3529;1723;1837;;
URGENCES2;2018;590000758;590782637;GEN;273;662;1;IAO;34750;2855;10548;9942;;;;;;;;;;;;;8;2920;8131;5518;2702;1;1
URGENCES2;2018;590000774;590782652;GEN;168;336;1;IAO;18251;2124;3239;3874;1266;127;0;0;0;0;0;0;27;6;2;;4;1460;2185;1353;851;0;0
URGENCES2;2018;590001004;590783239;GEN;;;1;IAO;67535;6929;21863;16964;4330;2936;342;7;28;;;;;;;;11;4015;5670;1093;5252;;
URGENCES2;2018;590001749;590788956;GEN;168;268;1;IAO;12559;948;3219;1682;617;14;2;2;;;;;;;;;2;730;323;218;106;0;1
URGENCES2;2018;590008041;590008033;GEN;8760;21170;1;IAO;15056;782;2859;885;;;907;;;;;;15;;;;10;;866;34;957;1;1
URGENCES2;2018;590780284;590051801;GEN;;;1;IAO;25963;5047;2745;9178;3361;224;;;;;;;;;;;7;2555;5959;3427;2759;;
URGENCES2;2018;590796975;590780193;GEN;612;1905;1;IAO;150107;7192;3566;16912;3304;443;759;9;43;6452;857;211;1628;252;34;;13;4745;18568;10103;8481;1;1
URGENCES2;2018;590796975;590780193;PED;387;539;1;IAO;28365;;;;;;;;;;;;;;;6013;10;3650;5802;2963;2907;;
URGENCES2;2018;590797353;590051801;GEN;;;1;IAO;37418;2831;4459;9225;1902;578;;;;;;;;;;;7;2555;5839;2250;4128;0;
URGENCES2;2018;590797353;590051801;PED;;;0;;22177;;;;;;;;;;;;;;;3366;5;1825;1462;549;928;;
URGENCES2;2018;590801106;590782421;GEN;899;1282;1;IAO;49867;;;8677;;;15;;;;;;1421;;;;20;7300;4973;2237;2779;0;0
