"","ABBREVIATION","NICKNAME","SEASON","Points","Tirs Reussis","Tirs Tentees","% Tirs","3 Points Reussis","3 Points Tentes","% 3 Poins","Lancer Franc Reussi","Lancer Franc Tente","% Lancer Franc","Passes Decisives","Rebond Offensif","Rebond Defensif","Rebond","Interception","Contre","Ballons Perdus"
"12","ATL","Hawks",2014,101.761904761905,37.6952380952381,82.1142857142857,45.9058223150081,9.8,26.5904761904762,36.8553008595989,16.5714285714286,21.3619047619048,77.5746767721801,25.4285714285714,8.9047619047619,32.2857142857143,41.1904761904762,8.83809523809524,4.7047619047619,13.4571428571429
"13","ATL","Hawks",2015,101.878787878788,37.979797979798,84.030303030303,45.1977401129944,9.8989898989899,28.4848484848485,34.7517730496454,16.020202020202,20.3838383838384,78.5926660059465,24.9191919191919,8.29292929292929,34.3131313131313,42.6060606060606,8.87878787878788,6.09090909090909,14.6464646464646
"14","ATL","Hawks",2016,102.926315789474,37.9894736842105,84.4,45.0112247443253,8.72631578947368,25.8947368421053,33.6991869918699,18.221052631579,24.9052631578947,73.1614539306847,23.7473684210526,10.3263157894737,34.2526315789474,44.5789473684211,8,4.81052631578947,15.3052631578947
"15","ATL","Hawks",2017,102.931034482759,37.8965517241379,85.3448275862069,44.4040404040404,11.1264367816092,31.0344827586207,35.8518518518519,16.0114942528736,20.448275862069,78.3024170882518,23.6666666666667,9,32.8965517241379,41.8965517241379,7.79310344827586,4.17241379310345,15.1954022988506
"16","ATL","Hawks",2018,113.298850574713,41.3563218390805,91.5977011494253,45.1499560798093,12.9885057471264,37.0459770114943,35.0605026372944,17.5977011494253,23.4712643678161,74.975514201763,25.7241379310345,11.5402298850575,34.4827586206897,46.0229885057471,8.32183908045977,5.17241379310345,16.8620689655172
"17","ATL","Hawks",2019,110.625,40.1527777777778,90.125,44.5523193096009,11.9444444444444,36,33.179012345679,18.375,23.5694444444444,77.9611078373601,23.8611111111111,9.88888888888889,33.6388888888889,43.5277777777778,7.76388888888889,5.05555555555556,16.1666666666667
"18","ATL","Hawks",2020,119.382978723404,42.6489361702128,92.7234042553191,45.9958696649839,13.2340425531915,36.2340425531915,36.5237815619495,20.8510638297872,25.6595744680851,81.2603648424544,24.9468085106383,10.968085106383,37.1382978723404,48.1063829787234,7.31914893617021,4.77659574468085,13.531914893617
"19","ATL","Hawks",2021,112.709677419355,41,87.8279569892473,46.6821743388834,12.7849462365591,34.4086021505376,37.15625,17.9247311827957,22.1075268817204,81.079766536965,24.2688172043011,9.94623655913978,33.9247311827957,43.8709677419355,7.16129032258065,4.18279569892473,11.7204301075269
"20","ATL","Hawks",2022,113.944444444444,42.7222222222222,91.7777777777778,46.5496368038741,10.4444444444444,30.8611111111111,33.8433843384338,18.0555555555556,21.9722222222222,82.1744627054362,23.75,10.7777777777778,33.2777777777778,44.0555555555556,6.86111111111111,4.63888888888889,12.9166666666667
"21","BOS","Celtics",2003,94.7558139534884,34.3953488372093,77.8720930232558,44.1690309093624,6.67441860465116,19.3255813953488,34.5367027677497,19.2906976744186,25.6162790697674,75.3064003631412,20.3837209302326,10.3255813953488,29.8488372093023,40.1744186046512,9.25581395348837,4.08139534883721,15.8604651162791
"22","BOS","Celtics",2004,100.033707865169,36.7640449438202,78.876404494382,46.6096866096866,5.29213483146067,15.2022471910112,34.8115299334811,21.2134831460674,27.7865168539326,76.344520824909,21.5730337078652,11.0224719101124,29.6292134831461,40.6516853932584,8.14606741573034,5.25842696629214,15.2921348314607
"23","BOS","Celtics",2005,97.9634146341463,35.9878048780488,77.0975609756098,46.6782663714015,5.69512195121951,15.7317073170732,36.2015503875969,20.2926829268293,26.8780487804878,75.4990925589837,20.9268292682927,9.91463414634146,29.6585365853659,39.5731707317073,7.04878048780488,5.14634146341463,15.8658536585366
"24","BOS","Celtics",2006,95.8170731707317,34.8536585365854,78.7073170731707,44.28261543229,5.74390243902439,15.6463414634146,36.7108339828527,20.3658536585366,26.5609756097561,76.6758494031221,19.8780487804878,11.1951219512195,29.1585365853659,40.3536585365854,7.18292682926829,4.65853658536585,15.6707317073171
"25","BOS","Celtics",2007,98.9722222222222,35.7314814814815,76.287037037037,46.8382085204515,6.97222222222222,18.5277777777778,37.6311844077961,20.537037037037,26.5462962962963,77.3630973142658,22.1481481481481,10.3518518518519,31.1759259259259,41.5277777777778,8.27777777777778,4.5462962962963,13.8796296296296
"26","BOS","Celtics",2008,101.09375,37.4895833333333,78.2291666666667,47.9227696404794,6.58333333333333,16.8333333333333,39.1089108910891,19.53125,25.40625,76.8757687576876,22.7395833333333,10.6354166666667,31.65625,42.2916666666667,7.60416666666667,4.75,14.65625
"27","BOS","Celtics",2009,98.0094339622642,36.4339622641509,76.5094339622642,47.6202219482121,6.0188679245283,17.1320754716981,35.1321585903084,19.122641509434,25.5660377358491,74.7970479704797,22.9905660377358,8.75471698113208,29.9622641509434,38.7169811320755,8.42452830188679,4.83018867924528,13.8490566037736
"28","BOS","Celtics",2010,96.3186813186813,36.7582417582418,75.945054945055,48.4010996961366,5.21978021978022,13.8791208791209,37.6088677751386,17.5824175824176,22.8131868131868,77.0712909441233,23.1868131868132,7.9010989010989,30.9120879120879,38.8131868131868,8.15384615384615,4.1978021978022,13.6813186813187
"29","BOS","Celtics",2011,91.3023255813954,35.0813953488372,77.0813953488372,45.5121436114044,5.30232558139535,15.2790697674419,34.703196347032,15.8372093023256,20.2325581395349,78.2758620689655,22.7093023255814,7.76744186046512,31.2674418604651,39.0348837209302,7.69767441860465,5.34883720930233,13.6511627906977
"30","BOS","Celtics",2012,95.5402298850575,36.4597701149425,79,46.1516077404336,6.19540229885058,17.4022988505747,35.6010568031704,16.4252873563218,21,78.215654077723,22.3448275862069,7.8735632183908,31.448275862069,39.3218390804598,8.04597701149425,4.40229885057471,14.0689655172414
"31","BOS","Celtics",2013,96.2439024390244,36.5365853658537,83.9390243902439,43.5275315995932,7.01219512195122,21.0853658536585,33.2562174667438,16.1585365853659,20.8048780487805,77.6670574443142,21.0487804878049,11.9512195121951,30.5487804878049,42.5,7.1219512195122,4.18292682926829,14.4146341463415
"32","BOS","Celtics",2014,100.829787234043,38.4042553191489,87.1702127659574,44.0566268000976,8.12765957446809,24.8617021276596,32.6914848095849,15.8936170212766,21.0851063829787,75.3784056508577,24.1808510638298,10.9574468085106,32.6382978723404,43.5957446808511,8.28723404255319,3.57446808510638,13.6914893617021
"33","BOS","Celtics",2015,104.591397849462,38.8064516129032,89.1720430107527,43.5186301700229,8.74193548387097,26.3655913978495,33.1566068515498,18.2365591397849,23.3440860215054,78.1206817134961,23.9677419354839,11.5698924731183,33.7634408602151,45.3333333333333,8.95698924731183,4.51612903225806,13.6989247311828
"34","BOS","Celtics",2016,107.345794392523,38.5981308411215,84.9065420560748,45.4595487066593,12.0093457943925,33.3457943925234,36.0145739910314,18.1401869158878,22.7757009345794,79.6471070988921,25.3644859813084,9.1214953271028,32.2429906542056,41.3644859813084,7.71028037383178,4.1588785046729,13
"35","BOS","Celtics",2017,103.619047619048,37.9809523809524,84.9333333333333,44.7185467593631,11.3142857142857,30.447619047619,37.1598373475133,16.3428571428571,21.2666666666667,76.8472906403941,22.2666666666667,9.32380952380952,34.752380952381,44.0761904761905,7.37142857142857,4.48571428571429,12.8571428571429
"36","BOS","Celtics",2018,110.989473684211,41.2631578947368,90,45.8479532163743,12.2947368421053,34.3578947368421,35.7843137254902,16.1684210526316,20.2,80.0416883793643,25.5157894736842,9.62105263157895,35.4,45.0210526315789,8.34736842105263,5.21052631578947,12.5789473684211
"37","BOS","Celtics",2019,112.479166666667,40.75,88.4583333333333,46.0668864813943,12.4583333333333,34.7604166666667,35.8405753670962,18.5208333333333,23.3541666666667,79.3041926851026,22.9583333333333,10.28125,35.6041666666667,45.8854166666667,8.09375,5.46875,13.5625
"38","BOS","Celtics",2020,119.75,44.075,95.7,46.055381400209,14.1375,39.0625,36.192,17.4625,22.4625,77.7406789092933,24.6875,11.4875,35.8625,47.35,8.4,5.9125,14.6875
"39","BOS","Celtics",2021,110.090909090909,39.7,86.1181818181818,46.0994405151483,13.3727272727273,37.1181818181818,36.0274308106784,17.3181818181818,21.3363636363636,81.1674478057094,24.6818181818182,10.1363636363636,35.2181818181818,45.3545454545455,7.08181818181818,5.91818181818182,13.4090909090909
"40","BOS","Celtics",2022,118.75,41.9166666666667,87.9444444444444,47.6626658243841,16.2222222222222,42.6944444444444,37.9960962914769,18.6944444444444,22.5277777777778,82.983970406905,26.8055555555556,9.02777777777778,35.3055555555556,44.3333333333333,6.36111111111111,5.08333333333333,13.8611111111111
"41","CLE","Cavaliers",2003,92.9146341463415,35.6341463414634,82.3536585365854,43.269657929809,3.01219512195122,9.58536585365854,31.4249363867684,18.6341463414634,24.7560975609756,75.2709359605911,22.0487804878049,13.6341463414634,31.9390243902439,45.5731707317073,7.13414634146342,6.54878048780488,14.2317073170732
