"","PLAYER_NAME","SEASON","TEAM_ID","Points","Passes_décisives","Rebonds_Offensifs","Rebonds_Défensifs","Rebonds","Interceptions","Contres","Balles_Perdues","LEAGUE_ID","MIN_YEAR","MAX_YEAR","ABBREVIATION","NICKNAME","YEARFOUNDED","CITY","ARENA","ARENACAPACITY","OWNER","GENERALMANAGER","HEADCOACH","DLEAGUEAFFILIATION"
"5458","Jermaine O'Neal",2008,1610612761,13.5365853658537,1.63414634146341,1.73170731707317,5.29268292682927,7.02439024390244,0.439024390243902,2,2.24390243902439,0,1995,2019,"TOR","Raptors",1995,"Toronto","Scotiabank Arena",19800,"Maple Leaf Sports and Entertainment","Masai Ujiri","Nick Nurse","Raptors 905"
"5459","Jermaine O'Neal",2009,1610612748,12.9466666666667,1.29333333333333,1.78666666666667,5.06666666666667,6.85333333333333,0.386666666666667,1.4,1.76,0,1988,2019,"MIA","Heat",1988,"Miami","AmericanAirlines Arena",19600,"Micky Arison","Pat Riley","Erik Spoelstra","Sioux Falls Skyforce"
"5460","Jermaine O'Neal",2010,1610612738,5.48484848484848,0.606060606060606,1.21212121212121,2.60606060606061,3.81818181818182,0.121212121212121,1.39393939393939,1.06060606060606,0,1946,2019,"BOS","Celtics",1946,"Boston","TD Garden",18624,"Wyc Grousbeck","Danny Ainge","Brad Stevens","Maine Red Claws"
"5461","Jermaine O'Neal",2011,1610612738,5,0.4,1.48,3.92,5.4,0.32,1.72,0.84,0,1946,2019,"BOS","Celtics",1946,"Boston","TD Garden",18624,"Wyc Grousbeck","Danny Ainge","Brad Stevens","Maine Red Claws"
"5462","Jermaine O'Neal",2012,1610612756,8.25454545454546,0.763636363636364,1.49090909090909,3.83636363636364,5.32727272727273,0.345454545454545,1.41818181818182,1.32727272727273,0,1968,2019,"PHX","Suns",1968,"Phoenix","Talking Stick Resort Arena",NA,"Robert Sarver","James Jones","Monty Williams","Northern Arizona Suns"
"5463","Jermaine O'Neal",2013,1610612744,7.66666666666667,0.509803921568627,1.90196078431373,3.31372549019608,5.2156862745098,0.294117647058824,0.843137254901961,1.09803921568627,0,1946,2019,"GSW","Warriors",1946,"Golden State","Chase Center",19596,"Joe Lacob","Bob Myers","Steve Kerr","Santa Cruz Warriors"
"5464","Jermaine Taylor",2009,1610612745,4.12903225806452,0.516129032258065,0.67741935483871,0.806451612903226,1.48387096774194,0.32258064516129,0.0967741935483871,0.612903225806452,0,1967,2019,"HOU","Rockets",1967,"Houston","Toyota Center",18104,"Tilman Fertitta","Daryl Morey","Mike D'Antoni","Rio Grande Valley Vipers"
"5465","Jermaine Taylor",2010,1610612745,4.875,0.25,0.125,1,1.125,0.25,0.25,0.75,0,1967,2019,"HOU","Rockets",1967,"Houston","Toyota Center",18104,"Tilman Fertitta","Daryl Morey","Mike D'Antoni","Rio Grande Valley Vipers"
"5466","Jermaine Taylor",2010,1610612758,7.07692307692308,1.15384615384615,0.961538461538461,1.07692307692308,2.03846153846154,0.461538461538462,0.115384615384615,1.53846153846154,0,1948,2019,"SAC","Kings",1948,"Sacramento","Golden 1 Center",17500,"Vivek Ranadive","Vlade Divac","Luke Walton","Stockton Kings"
"5467","Jermareo Davidson",2007,1610612766,3.1578947368421,0.342105263157895,0.552631578947368,1.07894736842105,1.63157894736842,0.184210526315789,0.394736842105263,0.447368421052632,0,1988,2019,"CHA","Hornets",1988,"Charlotte","Spectrum Center",19026,"Michael Jordan","Mitch Kupchak","James Borrego","Greensboro Swarm"
