Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Kazakhstan,KAZ,"Population active, total",SL.TLF.TOTL.IN,7596246,7610812,7659421,7751505,7852764,7926592,8071657,8262978,8502563,8642962,8725678,8798238,8857279,8913429,8968071,9019041,9066824,9113763,9164074,9226063,9183306,9293787,9632385
Kenya,KEN,"Population active, total",SL.TLF.TOTL.IN,12114213,12601491,13103364,13606235,14125163,14646884,15171370,15697007,16235546,16792371,17354366,17926485,18509902,19107609,19718332,20338656,20989035,21588086,22178699,22775099,23230574,24116304,24985164
République kirghize,KGZ,"Population active, total",SL.TLF.TOTL.IN,2031653,2062926,2110388,2146654,2185852,2265641,2342075,2369748,2391803,2386070,2427936,2473004,2477827,2444726,2474044,2509481,2509364,2482868,2464123,2559835,2560164,2595338,2651815
Cambodge,KHM,"Population active, total",SL.TLF.TOTL.IN,5628400,5767446,5906250,6043081,6174653,6299980,6420997,6537059,6640929,6724526,6789462,6837902,6865596,7112623,7368200,7620595,7874603,8131979,8386085,8636531,8690980,8888364,9020278
Kiribati,KIR,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Saint-Kitts-et-Nevis,KNA,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
"Corée, République de",KOR,"Population active, total",SL.TLF.TOTL.IN,22867804,23226360,23664352,23675016,24194814,24332457,24612208,24884098,25067295,25091241,25419751,25870939,26269374,26634430,27387622,27788180,28041851,28349693,28513895,28808833,28597159,28758924,29203428
Koweït,KWT,"Population active, total",SL.TLF.TOTL.IN,909796,950644,994810,1041698,1090323,1147001,1215844,1292050,1373722,1461758,1556530,1690072,1859490,2029027,2112205,2228983,2324359,2370772,2494812,2567847,2411352,2359211,2419833
Amérique latine et Caraïbes (hors revenu élevé),LAC,"Population active, total",SL.TLF.TOTL.IN,199526688,204117560,208920545,213854079,219442973,224978001,229696633,233012576,236603241,241700543,243889271,246654675,252943730,256327401,259715445,264238523,267766800,272906238,278244393,283731568,267090169,281944881,288466631
République démocratique populaire lao,LAO,"Population active, total",SL.TLF.TOTL.IN,1988173,2029988,2072939,2117142,2162269,2212733,2267675,2324756,2380128,2433807,2483798,2533280,2581855,2630471,2680173,2729994,2779720,2829303,2879155,2930353,2960297,3020830,3073466
Liban,LBN,"Population active, total",SL.TLF.TOTL.IN,1293956,1325524,1356622,1390033,1423158,1451911,1482793,1517001,1570250,1618641,1660064,1702170,1772391,1970051,2204614,2262668,2213003,2160129,2104271,2045681,1822235,1859385,1866554
Libéria,LBR,"Population active, total",SL.TLF.TOTL.IN,1288502,1326530,1360243,1368627,1381867,1441782,1521037,1594636,1659334,1711986,1761185,1843856,1918752,1956429,1995184,2037700,2082707,2126460,2173066,2223648,2262189,2336292,2415635
Libye,LBY,"Population active, total",SL.TLF.TOTL.IN,1621135,1677834,1736507,1796446,1856980,1917382,1972847,2024974,2078047,2129542,2178542,2038220,1894791,1939322,1982523,2018648,2056168,2099015,2146212,2192471,2159483,2252161,2318929
Sainte-Lucie,LCA,"Population active, total",SL.TLF.TOTL.IN,69661,71103,72851,74606,76323,78028,79727,81421,83110,84795,86680,88652,92651,94186,95713,97227,98682,100030,101390,100650,97026,100578,102432
Amérique latine et Caraïbes,LCN,"Population active, total",SL.TLF.TOTL.IN,221481012,226459747,231536287,236886775,243125715,249248530,254681816,258413416,262556511,267966121,270468541,273714628,280276771,283949465,287664562,292388524,296085350,301202927,306167121,310686254,292411384,307840628,315167375
Pays les moins avancés: classement de l’ONU,LDC,"Population active, total",SL.TLF.TOTL.IN,250498212,257121298,264261297,271525041,278863593,286318692,293290080,299785115,306382176,313312815,320645096,328440939,336203248,344734050,353392935,362856440,372765783,385080087,396096166,407047979,413433992,393541498,407188294
Faible revenu,LIC,"Population active, total",SL.TLF.TOTL.IN,144562808,148524034,152977533,157617122,162358769,167217205,171943311,176626316,181341214,186247105,191353360,196742118,201805879,206939756,212040600,217927762,224214406,230912381,237545381,245101464,249569904,249392348,258462595
Liechtenstein,LIE,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Population active, total",SL.TLF.TOTL.IN,7638559,7693198,7760932,7823098,7879885,7932787,7988902,8048679,8105462,8156187,8203628,8224720,8248982,8468540,8443123,8589975,8660411,8764804,8491355,8666096,8620501,8826287,8714653
"Revenu intermédiaire, tranche inférieure",LMC,"Population active, total",SL.TLF.TOTL.IN,832529442,849341225,864664214,881039320,897868670,914775270,934966335,955330193,973687390,995050448,1016398111,1029979153,1041349595,1051534436,1062210694,1074925306,1086516320,1097545329,1108047242,1147552449,1141640025,1147805266,1162290543
Revenu faible et intermédiaire,LMY,"Population active, total",SL.TLF.TOTL.IN,2200716756,2235361970,2270735382,2306839768,2344510571,2380910321,2417937309,2456243308,2487699253,2520853080,2550770121,2583807996,2611844684,2632358782,2655932648,2684384394,2708620978,2732829356,2757508285,2812272651,2766670108,2817985396,2781480654
Lesotho,LSO,"Population active, total",SL.TLF.TOTL.IN,880394,880444,878634,875148,869678,863588,860246,860542,862430,864041,865440,867543,870326,873464,883375,893639,905650,918437,931944,945597,950985,963885,979357
de dividende tardif démographique,LTE,"Population active, total",SL.TLF.TOTL.IN,1100748882,1112780742,1125929084,1137757380,1150352580,1164456548,1174636467,1182963241,1189861759,1195857126,1197469552,1206590227,1213048883,1216781310,1222005950,1226794882,1228804038,1230258889,1231241988,1233443211,1197687345,1235108384,1169211757
Lituanie,LTU,"Population active, total",SL.TLF.TOTL.IN,1693580,1658207,1641395,1689186,1596580,1557095,1513906,1513018,1511945,1519375,1498066,1481727,1472231,1465316,1476890,1468508,1476945,1460791,1467697,1475085,1486169,1479760,1509591
Luxembourg,LUX,"Population active, total",SL.TLF.TOTL.IN,188839,192605,198187,198677,204896,210533,214872,219204,224282,237839,240833,246661,258659,268091,278241,285050,286784,296430,305430,315771,322041,333257,337221
Lettonie,LVA,"Population active, total",SL.TLF.TOTL.IN,1095654,1098210,1121199,1101201,1101406,1094452,1121857,1137565,1150923,1105823,1059977,1033395,1039903,1021195,1006638,1009906,1004171,999649,1000243,988868,988585,956869,971430
"Région administrative spéciale de Macao, Chine",MAC,"Population active, total",SL.TLF.TOTL.IN,216467,221348,227477,228595,242717,258031,276694,299524,315892,327792,338660,352684,359270,365781,374705,378525,379880,385238,392773,396668,391720,405077,408097
Saint-Martin (fr),MAF,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Maroc,MAR,"Population active, total",SL.TLF.TOTL.IN,9682769,9872499,9977433,10184411,10395656,10618681,10841391,11058308,11268009,11361433,11445798,11533785,11546217,11708832,11827998,11854873,11796246,11696824,11843454,11992891,11624123,12285624,12532590
Monaco,MCO,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Population active, total",SL.TLF.TOTL.IN,1317638,1311489,1302894,1194366,1155038,1137266,1081689,1049592,1038728,1003552,976683,993293,958149,973951,1016335,1031891,1021468,984636,943903,906622,853714,862172,871749
Madagascar,MDG,"Population active, total",SL.TLF.TOTL.IN,7694991,7942253,8209062,8470721,8745514,9031778,9336798,9653351,9981264,10322072,10675098,11039128,11412154,11791420,12174101,12558421,12936283,13323243,13718779,14122746,14413268,14925441,15498528
Maldives,MDV,"Population active, total",SL.TLF.TOTL.IN,92799,96232,99739,103243,106760,110259,114853,120876,127162,133288,142505,151786,161070,170346,181104,193444,205847,221221,236538,250805,242481,255366,260527
Afrique du Nord et Moyen-Orient,MEA,"Population active, total",SL.TLF.TOTL.IN,96282871,98700152,100677796,104141807,107788459,111648751,115346578,119385691,121856152,126234634,130250969,132074386,135120647,138505763,140340089,143632600,147261233,148792034,150920510,153408808,151063791,154102743,158634504
Mexique,MEX,"Population active, total",SL.TLF.TOTL.IN,38388394,38822947,39346853,40436874,41700422,43124092,44563447,45486346,46141022,46933484,47714802,48766229,50313010,51144538,51654365,52690172,53525389,54238561,55360235,56818605,53127554,56993986,58701105
Îles Marshall,MHL,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Revenu intermédiaire,MIC,"Population active, total",SL.TLF.TOTL.IN,2056153948,2086837936,2117757849,2149222646,2182151802,2213693116,2245993997,2279616992,2306358039,2334605975,2359416761,2387065877,2410038805,2425419026,2443892047,2466456632,2484406572,2501916975,2519962904,2567171187,2517100204,2568593048,2523018059
Macédoine du Nord,MKD,"Population active, total",SL.TLF.TOTL.IN,830995,834571,829478,866336,870793,875083,880115,894899,911074,923453,933218,935314,934772,950678,956007,950250,945205,952947,957679,965045,946571,938072,940107
Mali,MLI,"Population active, total",SL.TLF.TOTL.IN,4216175,4355778,4502417,4653415,4807205,4961295,5121488,5285287,5450100,5614856,5780322,5952166,6095847,6247137,6436912,6630544,6779839,6940330,7172737,7412716,7330108,7704564,8054389
Malte,MLT,"Population active, total",SL.TLF.TOTL.IN,154307,157941,159672,160990,158551,161910,163788,167568,169526,171732,175583,180203,187135,196571,205532,212910,222635,233766,250448,265572,275724,281266,288767
Myanmar,MMR,"Population active, total",SL.TLF.TOTL.IN,22460694,22642340,22779506,22856581,22925155,22987612,23051829,23132651,23217665,23302760,23441609,23667003,23875925,24068096,24259519,24454335,24239329,24004375,24412306,23943305,24060818,,
Afrique du Nord et Moyen-Orient (hors revenu élevé),MNA,"Population active, total",SL.TLF.TOTL.IN,81926546,83785390,85198594,88003768,91011902,94049973,96506305,98965837,99760403,102514909,105067174,105733520,107511030,109751310,110654208,112888161,115403312,116563375,117738045,119083084,116721330,120102243,123973366
Monténégro,MNE,"Population active, total",SL.TLF.TOTL.IN,233989,236007,237820,239439,240041,240558,240535,240887,241307,243074,243854,244506,251895,252989,266788,272361,276767,277876,284888,292048,271119,280642,285554
Mongolie,MNG,"Population active, total",SL.TLF.TOTL.IN,961894,985310,1007897,1029135,1053685,1077342,1099041,1118127,1105129,1121694,1153589,1195069,1203558,1210993,1241618,1254113,1248388,1282474,1296309,1388801,1359751,1327149,1363210
Mariannes,MNP,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Population active, total",SL.TLF.TOTL.IN,8224438,8387083,8560707,8739807,8925284,9114106,9304311,9503272,9704963,9909785,10136050,10392301,10678295,10991654,11326670,11678215,12099183,12528448,12940849,13355546,13667434,14119252,14614366
Mauritanie,MRT,"Population active, total",SL.TLF.TOTL.IN,693893,709131,721365,734458,748181,762581,777789,794105,812914,833058,852255,870528,888042,901566,917505,934016,951251,969240,998453,1029009,1052229,1085402,1129487
Maurice,MUS,"Population active, total",SL.TLF.TOTL.IN,515015,508818,519867,545848,535573,544955,548135,546240,552776,559155,571591,567989,575615,590490,597842,606421,603463,610015,607684,616374,609577,614280,618531
Malawi,MWI,"Population active, total",SL.TLF.TOTL.IN,4953623,5073264,5191809,5314368,5444586,5581621,5646652,5711029,5769964,5824618,5880939,5937747,6035605,6139893,6251150,6368179,6490270,6618516,6846058,7086643,7444101,7647743,7922748
Malaisie,MYS,"Population active, total",SL.TLF.TOTL.IN,9352131,9627564,9908787,10200556,10504004,10820941,11150813,11495136,11759089,12181055,12521566,13097687,13645536,14298855,14684103,15044590,15326694,15658001,16042325,16435372,16626593,16915825,17309921
Amérique du Nord,NAC,"Population active, total",SL.TLF.TOTL.IN,162473955,163786139,165235244,166349744,167786755,169863747,172189500,173886262,175908750,176164992,176342946,176590258,177769105,178332155,179126896,180334810,182326268,184116512,185651118,187858947,186112720,187150333,190574164
Namibie,NAM,"Population active, total",SL.TLF.TOTL.IN,573965,590864,607423,623518,639729,657389,676327,695564,714935,734219,753051,771227,789420,862767,867194,881284,895063,899482,903161,918680,923666,943756,963465
Nouvelle-Calédonie,NCL,"Population active, total",SL.TLF.TOTL.IN,98188,100253,102415,104463,106325,108486,110833,112983,115005,116910,119241,121922,124550,127142,129509,128247,126568,124736,122671,120317,121119,121693,122547
Niger,NER,"Population active, total",SL.TLF.TOTL.IN,4848149,5006643,5167726,5333314,5504849,5684220,5875517,6074820,6283685,6503393,6736224,6985581,7084004,7172557,7242882,7529280,7834020,8143525,8460067,8787355,9040992,9400199,9847769
Nigéria,NGA,"Population active, total",SL.TLF.TOTL.IN,41892033,43015210,44142710,45276845,46434996,47613325,48846711,50110483,51407935,52748865,54154360,55649284,54750499,53710834,55758900,57867585,60073638,62423461,64865190,67373496,68632664,70620043,73272344
Nicaragua,NIC,"Population active, total",SL.TLF.TOTL.IN,1836122,1890616,1944814,1999339,2054614,2112705,2174516,2238782,2305228,2373348,2442683,2512841,2583025,2652874,2722579,2784515,2846078,2907998,2954512,2999937,3002671,3131250,3225204
Pays-Bas,NLD,"Population active, total",SL.TLF.TOTL.IN,8237559,8384016,8532973,8561053,8618836,8457142,8508765,8674930,8830188,8909191,8887012,8900853,9013873,9054383,9031991,9095975,9128587,9194515,9309225,9466453,9502134,9653277,9895709
Norvège,NOR,"Population active, total",SL.TLF.TOTL.IN,2406851,2420368,2442182,2413804,2426671,2438548,2466637,2525640,2603099,2600124,2605468,2627229,2673428,2700082,2724239,2762042,2769692,2760886,2796121,2825244,2832047,2908555,2980047
Népal,NPL,"Population active, total",SL.TLF.TOTL.IN,6018731,6132070,6245482,6354102,6455062,6546524,6642052,6727299,6808402,6888236,6969105,7037722,7095655,7150291,7213832,7297557,7458894,7643767,7829353,8017497,8164427,8412242,8700518
Nauru,NRU,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Nouvelle-Zélande,NZL,"Population active, total",SL.TLF.TOTL.IN,1943274,1975886,2038452,2079431,2137161,2194998,2245893,2277861,2296582,2309690,2328293,2357842,2364788,2394722,2474895,2535320,2643213,2740052,2794877,2834605,2893601,2934828,2955087
Pays membres de l'OCDE,OED,"Population active, total",SL.TLF.TOTL.IN,571315960,575175081,580222323,585674960,589976450,598406827,605468066,611461640,618551094,622854064,626710891,630680871,637064913,641829800,646896685,652583176,659907481,666660972,673554925,680397191,667977804,678487667,689690427
Oman,OMN,"Population active, total",SL.TLF.TOTL.IN,816904,832989,854742,879567,909832,947682,988717,1032721,1079250,1127703,1271697,1518006,1778911,2003105,2140011,2259888,2403188,2487472,2492464,2441558,2203911,2165903,2243287
Autres petits états,OSS,"Population active, total",SL.TLF.TOTL.IN,8055320,8231494,8416287,8666101,8848399,9108874,9493623,9919723,10343130,10711970,10956761,11183224,11438774,11820693,12186315,12594731,12979393,13324453,13610272,13866940,13780931,14013290,14357781
Pakistan,PAK,"Population active, total",SL.TLF.TOTL.IN,44418607,46217130,47679897,49107668,50663082,51747302,52830352,54353926,55924956,58053611,60255359,61545907,63271852,64802508,65271548,67587826,68081288,68740238,69627363,71922561,72839474,76944640,78909456
Panama,PAN,"Population active, total",SL.TLF.TOTL.IN,1253610,1295415,1338068,1373404,1414864,1452458,1464039,1494155,1564790,1611067,1618269,1611450,1689370,1744928,1778532,1813736,1859078,1885561,1966334,2041466,1986360,2064539,2148792
Pérou,PER,"Population active, total",SL.TLF.TOTL.IN,11468982,12261413,12717766,13164270,13601183,14024859,14824999,15442460,15644447,15918391,16255080,16342847,16520323,16618192,16683502,16688971,16861950,17556265,18029865,18527166,16830784,17866091,18156333
Philippines,PHL,"Population active, total",SL.TLF.TOTL.IN,29806287,30525600,31234882,31926684,32900743,33734285,34451252,35217804,36018856,37171260,38081598,39490704,40075145,40789298,42179845,42622144,43756699,42974771,43800369,45091808,42419079,44857443,46990319
Palaos,PLW,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Papouasie-Nouvelle-Guinée,PNG,"Population active, total",SL.TLF.TOTL.IN,2381363,2401074,2414911,2422277,2422895,2416370,2402441,2381204,2353265,2318777,2277473,2356089,2427546,2500828,2556332,2625194,2696576,2772507,2857304,2929298,2979848,3064337,3139424
Pologne,POL,"Population active, total",SL.TLF.TOTL.IN,17472615,17667209,17427664,17342507,17315015,17594853,17372553,17358009,17577553,17842910,18055100,18149148,18268758,18287361,18392967,18332404,18371736,18432689,18388899,18327422,18245536,18519217,18585470
de Pré-dividende démographique,PRE,"Population active, total",SL.TLF.TOTL.IN,201463342,207291684,213646777,220206247,226892715,233756024,240387408,246615845,253056105,259917934,266844208,274222411,279140237,284659665,293388041,302732458,312868892,322270025,333141362,344525802,350081980,353211402,366985877
Porto Rico,PRI,"Population active, total",SL.TLF.TOTL.IN,1330150,1342300,1353919,1376613,1383557,1420952,1410225,1378315,1339258,1292063,1254403,1206301,1196082,1187213,1173302,1158495,1147690,1126376,1102879,1119726,1135289,1135130,1141910
"Corée, République démocratique de",PRK,"Population active, total",SL.TLF.TOTL.IN,13014008,13119654,13243459,13375250,13517884,13642406,13810386,13978167,14101307,14261327,14417886,14560573,14694213,14826136,14955822,15103002,15192825,15349118,15501981,15597969,15386133,15674545,15831330
Portugal,PRT,"Population active, total",SL.TLF.TOTL.IN,5232792,5335194,5419875,5442325,5418926,5464806,5500215,5534266,5535756,5490080,5491635,5428758,5385170,5289169,5231791,5204013,5187357,5226891,5242420,5264058,5166305,5172510,5289425
Paraguay,PRY,"Population active, total",SL.TLF.TOTL.IN,2168041,2213643,2256509,2267090,2446688,2461218,2396833,2509178,2575798,2638058,2619723,2683834,2878115,2881571,2860692,2916241,3061166,3127278,3257519,3336159,3285517,3422166,3428200
Cisjordanie et Gaza,PSE,"Population active, total",SL.TLF.TOTL.IN,615362,578324,585908,654278,668101,700083,726008,778686,798641,831893,871677,931429,968542,1001101,1038552,1114682,1140063,1173389,1191792,1249457,1190164,1299412,1374105
Petits états insulaires du Pacifique,PSS,"Population active, total",SL.TLF.TOTL.IN,698910,714279,728964,741971,754890,760151,780623,801333,821257,841491,860520,879244,884021,887739,891643,900272,907998,919997,933138,947598,951280,973557,994178
de Post-dividende démographique,PST,"Population active, total",SL.TLF.TOTL.IN,503879493,506102320,509906559,513305717,516650536,522163397,527692254,532511279,537280032,538377042,539137696,539779333,542889560,545185883,548072422,550935977,555756225,559814735,564020643,568633901,562825599,565335193,552706079
Polynésie française,PYF,"Population active, total",SL.TLF.TOTL.IN,99910,102172,104412,106618,108820,110916,112806,114134,115870,117409,118724,119968,121131,122179,123435,124850,126252,127752,129318,130820,131173,133239,134860
Qatar,QAT,"Population active, total",SL.TLF.TOTL.IN,399023,423723,448417,474858,492088,548998,695443,885428,1062879,1200173,1279336,1339473,1405646,1498732,1645653,1816808,1960463,2045789,2081887,2095831,2047230,1990119,2003258
Roumanie,ROU,"Population active, total",SL.TLF.TOTL.IN,11764752,11455443,10362670,10032640,9978945,9663356,9809182,9637035,9432554,9338466,9351118,9173378,9217871,9175559,9205404,9108577,8915255,9055160,8999055,8972261,8908333,8199584,8304526
Fédération de Russie,RUS,"Population active, total",SL.TLF.TOTL.IN,73324995,72154594,73004525,72859792,73624057,74033539,74402127,75373649,75920555,75961316,75875081,76076120,75911657,75613136,75425759,75122849,75182854,74610600,74501321,73598523,73064922,73367843,
Rwanda,RWA,"Population active, total",SL.TLF.TOTL.IN,2711971,2797990,2884196,2974186,3066374,3156917,3247094,3338604,3433301,3532102,3635144,3742460,3843907,3940991,4042993,4152626,4270829,4399260,4025709,4085693,4544104,4588673,4654245
Asie du Sud,SAS,"Population active, total",SL.TLF.TOTL.IN,503888434,513023296,522021044,530876520,539548585,547478786,559166235,570862969,582525049,595004271,607923460,614421785,621318266,625171783,627411747,631333364,633274254,638038563,639638395,670508999,667197351,675059341,695260607
Arabie saoudite,SAU,"Population active, total",SL.TLF.TOTL.IN,7079451,7333273,7625337,7948017,8227971,8558784,8989951,9448425,9918243,10391085,11040155,11614140,12176429,12635859,12977992,13441489,13967604,13926541,14523667,15485557,15995144,15683138,15913705
Soudan,SDN,"Population active, total",SL.TLF.TOTL.IN,7273545,7475649,7663415,7850897,8056338,8296846,8567552,8851985,9128641,9396319,9606346,9759019,9918251,10132798,10418702,10774109,11140746,11538557,11946018,12330619,12586600,13042838,13501917
Sénégal,SEN,"Population active, total",SL.TLF.TOTL.IN,2731368,2803673,2877949,2953677,3031141,3111432,3195593,3250174,3304930,3359706,3414678,3470634,3527583,3585375,3646878,3713527,4215630,3989175,4408782,4679043,4782834,4998197,5198745
Singapour,SGP,"Population active, total",SL.TLF.TOTL.IN,2155004,2220182,2217150,2194671,2234837,2318170,2425007,2566826,2754182,2891754,2990116,3083320,3185075,3244474,3339133,3437533,3480133,3474178,3471429,3527441,3511798,3418165,3492851
Îles Salomon,SLB,"Population active, total",SL.TLF.TOTL.IN,206968,214134,220665,226125,231619,237301,243133,249087,254981,261599,267773,274476,282266,289781,298221,306843,314911,323217,331935,341348,347558,360083,368842
Sierra Leone,SLE,"Population active, total",SL.TLF.TOTL.IN,1663938,1761890,1863334,1938951,2051698,2081503,2101604,2122149,2150083,2183363,2218455,2252288,2285506,2318440,2351170,2391699,2433870,2476830,2518499,2590562,2642553,2713620,2800724
El Salvador,SLV,"Population active, total",SL.TLF.TOTL.IN,2295298,2300837,2303864,2382720,2346240,2380674,2412208,2455407,2468518,2481794,2494725,2517133,2579866,2630753,2617260,2618193,2673318,2687119,2694155,2762085,2591073,2703446,2782179
Saint-Marin,SMR,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Somalie,SOM,"Population active, total",SL.TLF.TOTL.IN,1580575,1646823,1709069,1770164,1830640,1884769,1931763,1984288,2043229,2097395,2152014,2189541,2230090,2302356,2382046,2461594,2554704,2656655,2755473,2858312,2935354,3048519,3158162
Serbie,SRB,"Population active, total",SL.TLF.TOTL.IN,3503520,3481070,3461147,3440681,3409090,3384095,3362431,3362762,3312768,3191692,3104470,3092055,3108558,3157875,3171544,3135688,3229602,3256850,3275646,3272110,3218733,3281894,3266042
Afrique subsaharienne (hors revenu élevé),SSA,"Population active, total",SL.TLF.TOTL.IN,256518096,263954255,271723535,279676914,287893047,296262468,304390123,312545812,320732465,328517889,335649128,345378713,351768365,358839923,369025058,381027064,393204172,405010885,417003551,430412786,437699034,453608449,470290988
Soudan du Sud,SSD,"Population active, total",SL.TLF.TOTL.IN,2311321,2420571,2525960,2636926,2772927,2934743,3113825,3307196,3507313,3700771,3938537,4198651,4404445,4570977,4555121,4476942,4349754,4067431,3902701,3953250,4040216,4177392,4345169
Afrique subsaharienne,SSF,"Population active, total",SL.TLF.TOTL.IN,256518096,263954255,271723535,279676914,287893047,296262468,304390123,312545812,320732465,328517889,335649128,345378713,351768365,358839923,369025058,381027064,393204172,405010885,417003551,430412786,437699034,453608449,470290988
Petits états,SST,"Population active, total",SL.TLF.TOTL.IN,11466227,11686571,11922162,12229119,12480345,12789989,13229773,13707461,14185600,14562313,14813716,15097413,15411475,15860680,16289608,16792408,17203558,17604628,17949367,18238960,18070642,18414730,18870706
Sao Tomé-et-Principe,STP,"Population active, total",SL.TLF.TOTL.IN,45009,45993,47147,48469,49807,51165,52425,53672,54912,56166,57448,58775,59976,61044,62135,63262,64444,65686,66970,68314,69514,71689,73999
Suriname,SUR,"Population active, total",SL.TLF.TOTL.IN,151713,157994,164227,170381,175450,179549,183778,188112,192572,197210,202052,207067,212231,217561,223039,228664,234453,238162,242607,246509,238549,245522,251639
République slovaque,SVK,"Population active, total",SL.TLF.TOTL.IN,2585455,2633285,2620049,2651818,2668909,2656907,2655462,2655666,2688481,2678778,2689128,2683638,2709630,2717026,2723429,2739138,2759104,2754225,2746014,2741604,2712322,2777251,2826275
Slovénie,SVN,"Population active, total",SL.TLF.TOTL.IN,958896,969299,982517,959249,1006288,1015563,1021520,1035219,1033343,1041058,1040057,1018812,1012538,1006860,1013694,1006923,993963,1025695,1035092,1028559,1029744,1045561,1060410
Suède,SWE,"Population active, total",SL.TLF.TOTL.IN,4486903,4558776,4579588,4607164,4622281,4690191,4768932,4844850,4904595,4912421,4938836,4996359,5028100,5088630,5132084,5177181,5244040,5331161,5396547,5456623,5462300,5514678,5600661
Eswatini,SWZ,"Population active, total",SL.TLF.TOTL.IN,302901,308720,314276,319363,324066,328261,332178,336301,340513,344466,347763,350601,353324,356218,359677,363786,367503,371799,376506,381377,383976,389933,396163
Sint Maarten (Dutch part),SXM,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
République arabe syrienne,SYR,"Population active, total",SL.TLF.TOTL.IN,4896897,4976896,5054818,5128188,5219894,5311993,5534966,5802048,5959077,5949301,6062430,6271527,6209139,5784150,5262250,4981954,4965564,5061694,5292774,5690125,5903729,6254514,6723714
Îles Turques-et-Caïques,TCA,"Population active, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,
Tchad,TCD,"Population active, total",SL.TLF.TOTL.IN,2922609,2987408,3063495,3175485,3318111,3437328,3531459,3620713,3720190,3825049,3921726,4030272,4144051,4266330,4393752,4495591,4600694,4725553,4858714,5027534,5151952,5334220,5541115
Asie de l’Est et Pacifique (BIRD et IDA),TEA,"Population active, total",SL.TLF.TOTL.IN,980265498,992246664,1003139259,1014636490,1026262363,1036642377,1045936167,1056536826,1061897765,1065576223,1069140127,1080508732,1086371255,1089167225,1094853212,1099301689,1101819857,1102326350,1106222702,1110198501,1083111607,1089734324,1097758452
Europe et Asie centrale (BIRD et IDA),TEC,"Population active, total",SL.TLF.TOTL.IN,196747758,196083432,196112591,195599935,195972635,196910894,197398493,199260671,201022973,202393344,204002142,205756035,206589735,207582895,208811539,209830246,211081951,211947400,212341476,211821024,208390729,210305001,118516342
Togo,TGO,"Population active, total",SL.TLF.TOTL.IN,1675499,1725346,1773425,1822529,1873951,1926287,1986902,2051044,2114234,2176599,2235449,2295679,2356627,2418804,2482804,2548478,2616080,2685319,2755854,2827220,2878677,2978692,3082660
Thaïlande,THA,"Population active, total",SL.TLF.TOTL.IN,34800731,35667412,36214889,36730283,37474638,38143753,38276335,39112784,39500136,39613757,39447288,40871917,41198445,40085032,40209226,40201742,39942542,39798925,40229448,39952396,40206906,40332578,40237746
Tadjikistan,TJK,"Population active, total",SL.TLF.TOTL.IN,1614501,1669397,1725997,1783044,1851391,1885220,1915780,1939343,1959738,1999281,2047575,2094999,2141635,2190056,2239463,2290338,2343422,2373588,2401162,2430291,2461642,2552335,2613107
Turkménistan,TKM,"Population active, total",SL.TLF.TOTL.IN,1533914,1568672,1614348,1651467,1685141,1702163,1722701,1742901,1756635,1786859,1809907,1822586,1840853,1859757,1877732,1900211,1922021,1942502,1963049,1983961,1973116,2016704,2047906
Amérique latine et Caraïbes (BIRD et IDA),TLA,"Population active, total",SL.TLF.TOTL.IN,215214882,220130276,225156733,230431785,236598969,242600605,247964380,251666656,255806264,261124281,263701279,266920414,273462844,277112462,280821292,285518571,289202630,294320552,299292898,303794709,285926366,301242207,308440917
Timor-Leste,TLS,"Population active, total",SL.TLF.TOTL.IN,344151,346424,355010,362669,370895,380778,394141,403551,412719,422265,431847,442546,453711,466967,480415,493419,505198,520089,534337,542136,550913,566950,586337
Afrique du Nord et Moyen-Orient (BIRD et IDA),TMN,"Population active, total",SL.TLF.TOTL.IN,81311185,83207066,84612686,87349489,90343801,93349890,95780296,98187151,98961762,101683016,104195497,104802091,106542488,108750209,109615656,111773479,114263249,115389986,116546253,117833627,115531166,118802831,122599261
Tonga,TON,"Population active, total",SL.TLF.TOTL.IN,36801,36965,37058,37096,37109,37109,37108,37162,37248,37294,37347,37363,37242,37036,36797,36573,36418,36317,36260,36419,36409,36980,37459
